Time,IL1,IL2,Rede,Vbus11,Vpv,HIL0 digital input 19,HIL0 digital input 15,HIL0 digital input 18,HIL0 digital input 14,HIL0 digital input 28
0.11,-1.5898294,-1.3404012,-267.99457,419.11908,21.891266,0.0,0.0,1.0,0.0,1.0
0.1101,-1.9334251,-1.3581305,-273.82678,418.73413,21.88606,0.0,0.0,1.0,0.0,1.0
0.1102,-2.0052447,-1.3925569,-278.5828,418.18744,21.881836,0.0,1.0,1.0,0.0,1.0
0.1103,-2.2151644,-1.427171,-282.16687,417.73502,21.878555,0.0,1.0,1.0,0.0,1.0
0.1104,-2.2791207,-1.4413643,-284.65384,417.32324,21.876139,0.0,1.0,1.0,0.0,1.0
0.1105,-2.6500733,-1.4473592,-286.23608,416.8501,21.874641,0.0,1.0,1.0,0.0,1.0
0.1106,-2.7434056,-1.4686425,-287.14307,416.36826,21.873753,0.0,1.0,1.0,0.0,1.0
0.1107,-3.0777698,-1.47833,-287.5656,415.91147,21.8728,0.0,1.0,1.0,0.0,1.0
0.1108,-3.2982442,-1.5201663,-287.61206,415.34344,21.872375,0.0,1.0,1.0,0.0,1.0
0.1109,-3.1268573,-1.5489606,-287.31155,415.0542,21.874235,0.0,1.0,1.0,0.0,1.0
0.111,-3.5994365,-1.5467266,-286.66043,414.54544,21.879827,0.0,1.0,1.0,0.0,1.0
0.1111,-3.639543,-1.559359,-285.69046,414.2338,21.887125,0.0,1.0,1.0,0.0,1.0
0.1112,-4.0752687,-1.5367464,-284.528,413.8524,21.896904,0.0,1.0,1.0,0.0,1.0
0.1113,-4.341821,-1.537268,-283.41464,413.44507,21.908226,0.0,1.0,0.0,0.0,1.0
0.1114,-4.2446957,-1.5542127,-282.6721,413.11038,21.921679,0.0,1.0,0.0,0.0,1.0
0.1115,-4.7906604,-1.5267574,-282.61487,412.71857,21.936768,1.0,1.0,0.0,0.0,1.0
0.1116,-3.1415565,-1.5278447,-283.4344,412.37146,21.95309,1.0,1.0,0.0,0.0,1.0
0.1117,-1.945558,-1.5206598,-285.09232,412.02914,21.97143,1.0,1.0,0.0,0.0,1.0
0.1118,-0.4999565,-1.5048145,-287.26355,411.746,21.991,1.0,1.0,0.0,0.0,1.0
0.1119,0.17335415,-1.4674028,-289.3573,411.40222,22.012709,0.0,1.0,1.0,0.0,1.0
0.112,1.3098104,-1.4871095,-290.6232,410.96793,22.036217,0.0,1.0,1.0,0.0,1.0
0.1121,1.3026811,-1.4901686,-290.32172,410.7153,22.06084,0.0,1.0,1.0,0.0,1.0
0.1122,1.3803077,-1.511021,-287.916,410.38803,22.086208,0.0,1.0,1.0,0.0,1.0
0.1123,1.0818315,-1.5124425,-283.2308,410.3567,22.112862,0.0,1.0,1.0,0.0,1.0
0.1124,1.2149714,-1.5296437,-276.52893,410.23798,22.141861,0.0,1.0,1.0,0.0,1.0
0.1125,1.2291169,-1.4894156,-268.47534,410.45026,22.172031,0.0,1.0,1.0,0.0,1.0
0.1126,0.65238875,-1.4453511,-259.99054,410.36212,22.202755,0.0,1.0,1.0,0.0,1.0
0.1127,1.1944746,-1.4401951,-252.0264,410.5751,22.233622,0.0,1.0,1.0,0.0,1.0
0.1128,0.43039,-1.3739067,-245.32181,410.66043,22.264736,0.0,0.0,1.0,0.0,1.0
0.1129,0.45953462,-1.3479687,-240.20515,410.80182,22.295818,0.0,0.0,1.0,0.0,1.0
0.113,0.10163384,-1.296475,-236.49902,410.96286,22.326723,0.0,0.0,1.0,0.0,1.0
0.1131,-0.064393625,-1.243929,-233.5574,411.11548,22.357616,0.0,0.0,1.0,0.0,1.0
0.1132,-0.30627233,-1.2001202,-230.4281,411.28516,22.38816,0.0,0.0,1.0,0.0,1.0
0.1133,-0.5458446,-1.174138,-226.09917,411.5267,22.418444,0.0,0.0,1.0,0.0,1.0
0.1134,-0.71082217,-1.1561075,-219.76283,411.83563,22.448442,0.0,0.0,1.0,0.0,1.0
0.1135,-0.8978985,-1.1407518,-211.02585,412.2054,22.478115,0.0,0.0,1.0,0.0,1.0
0.1136,-1.0149947,-1.1249207,-200.00842,412.69162,22.50734,0.0,0.0,1.0,0.0,1.0
0.1137,-1.3161101,-1.0945557,-187.30557,413.22098,22.536217,0.0,0.0,1.0,0.0,1.0
0.1138,-1.7896512,-1.0582906,-173.82271,413.77173,22.5649,0.0,0.0,1.0,0.0,1.0
0.1139,-2.133203,-1.0121275,-160.5322,414.40717,22.59361,0.0,1.0,1.0,0.0,1.0
0.114,-2.96396,-0.9166907,-148.21957,415.07578,22.622532,0.0,1.0,1.0,0.0,1.0
0.1141,-3.1628187,-0.85396785,-137.2898,415.71158,22.651255,0.0,1.0,1.0,0.0,1.0
0.1142,-3.9167125,-0.7473682,-127.68576,416.39243,22.679968,0.0,1.0,1.0,0.0,1.0
0.1143,-4.4878297,-0.68692046,-118.938934,416.97757,22.708416,0.0,1.0,1.0,0.0,1.0
0.1144,-4.71331,-0.66177046,-110.33351,417.68408,22.736248,0.0,1.0,0.0,0.0,1.0
0.1145,-5.5425444,-0.61589366,-101.13413,418.3554,22.763727,0.0,1.0,0.0,0.0,1.0
0.1146,-5.6161885,-0.5899408,-90.80993,419.10306,22.790789,1.0,1.0,0.0,0.0,1.0
0.1147,-4.2308054,-0.53209394,-79.19067,419.92896,22.817327,1.0,1.0,0.0,0.0,1.0
0.1148,-3.254044,-0.4780066,-66.51198,420.72,22.843517,1.0,1.0,0.0,0.0,1.0
0.1149,-2.4414842,-0.41509584,-53.340252,421.53397,22.869001,1.0,1.0,0.0,0.0,1.0
0.115,-1.2890587,-0.3627722,-40.40258,422.35095,22.893927,1.0,1.0,0.0,0.0,1.0
0.1151,-0.85001045,-0.26431867,-28.374218,423.14294,22.91823,1.0,1.0,0.0,0.0,1.0
0.1152,0.100147255,-0.19253868,-17.686678,423.9313,22.941809,1.0,1.0,0.0,0.0,1.0
0.1153,0.8757348,-0.12601517,-8.411494,424.68567,22.96465,1.0,1.0,0.0,0.0,1.0
0.1154,1.4910082,-0.04703831,-0.25081858,425.42874,22.987133,1.0,1.0,0.0,0.0,1.0
0.1155,2.075004,0.04071748,7.366484,426.16516,23.009405,1.0,1.0,0.0,0.0,1.0
0.1156,2.9090743,0.09571701,15.115337,426.88864,23.031199,1.0,1.0,0.0,0.0,1.0
0.1157,3.4186194,0.14328296,23.584019,427.5936,23.052513,1.0,1.0,0.0,0.0,1.0
0.1158,4.431696,0.179539,33.11922,428.2609,23.073606,1.0,1.0,0.0,0.0,1.0
0.1159,4.73476,0.2501502,43.75007,428.92838,23.093845,1.0,1.0,0.0,0.0,1.0
0.116,5.446576,0.30022106,55.20912,429.54446,23.113512,1.0,1.0,0.0,0.0,1.0
0.1161,5.792303,0.37231475,67.0384,430.13947,23.132664,1.0,1.0,0.0,0.0,1.0
0.1162,6.551135,0.41660893,78.74357,430.67557,23.151634,0.0,1.0,1.0,0.0,1.0
0.1163,6.621572,0.5068317,89.946526,431.18018,23.17003,0.0,1.0,1.0,0.0,1.0
0.1164,5.806183,0.5933407,100.489334,431.70468,23.187773,0.0,0.0,1.0,0.0,1.0
0.1165,5.0926566,0.66553426,110.46014,432.18604,23.205008,0.0,0.0,1.0,0.0,1.0
0.1166,4.548934,0.7387588,120.13672,432.56952,23.221619,0.0,0.0,1.0,0.0,1.0
0.1167,3.5537448,0.8050381,129.87013,433.00867,23.237465,0.0,0.0,1.0,0.0,1.0
0.1168,2.8329227,0.84925985,139.94826,433.33557,23.252447,0.0,0.0,1.0,0.0,1.0
0.1169,1.9496559,0.9017217,150.48459,433.59702,23.266743,0.0,0.0,1.0,0.0,1.0
0.117,1.3210734,0.9476893,161.36797,433.78928,23.280611,0.0,0.0,1.0,0.0,1.0
0.1171,0.0115895225,1.0282127,172.28828,433.88913,23.293905,0.0,0.0,1.0,0.0,1.0
0.1172,-0.7914245,1.071735,182.82883,433.95743,23.30626,0.0,0.0,1.0,0.0,1.0
0.1173,-1.8457882,1.1286477,192.59436,433.9231,23.317997,0.0,1.0,0.0,0.0,1.0
0.1174,-2.9070811,1.1918184,201.33347,433.8747,23.329033,0.0,1.0,0.0,0.0,1.0
0.1175,-2.7659402,1.2348449,209.01624,433.86066,23.339312,1.0,1.0,0.0,0.0,1.0
0.1176,-2.3188882,1.2891964,215.8427,433.72357,23.348816,1.0,1.0,0.0,0.0,1.0
0.1177,-1.7646806,1.3330264,222.18034,433.634,23.357803,1.0,1.0,0.0,0.0,1.0
0.1178,-1.2432592,1.3865145,228.45065,433.4128,23.366142,1.0,1.0,0.0,0.0,1.0
0.1179,-1.0781974,1.4324803,235.00081,433.26285,23.373718,1.0,1.0,0.0,0.0,1.0
0.118,-0.15976612,1.4343898,241.99979,432.95697,23.380545,1.0,1.0,0.0,0.0,1.0
0.1181,-0.24870475,1.4963969,249.38992,432.56888,23.38667,1.0,1.0,0.0,0.0,1.0
0.1182,0.5170347,1.5053208,256.9066,432.22644,23.392326,1.0,1.0,0.0,0.0,1.0
0.1183,0.7512715,1.5466683,264.1568,431.7009,23.397451,1.0,1.0,0.0,0.0,1.0
0.1184,0.9811821,1.5881357,270.73026,431.235,23.402079,1.0,1.0,0.0,0.0,1.0
0.1185,1.4731258,1.6067266,276.30673,430.7382,23.406263,1.0,1.0,0.0,0.0,1.0
0.1186,1.6287671,1.6440961,280.72757,430.16742,23.409813,1.0,1.0,0.0,0.0,1.0
0.1187,1.7441292,1.6657498,284.01196,429.63327,23.41254,1.0,1.0,0.0,0.0,1.0
0.1188,1.9167912,1.7259239,286.31873,428.93372,23.414408,1.0,1.0,0.0,0.0,1.0
0.1189,2.1265686,1.7616196,287.8718,428.449,23.415451,1.0,1.0,0.0,0.0,1.0
0.119,2.5516193,1.7638744,288.87918,427.83435,23.415743,1.0,1.0,0.0,0.0,1.0
0.1191,2.7014015,1.7608044,289.47635,427.23715,23.415342,1.0,1.0,0.0,0.0,1.0
0.1192,2.8351562,1.7636657,289.713,426.57828,23.41458,1.0,1.0,0.0,0.0,1.0
0.1193,2.9018683,1.7470897,289.58698,426.05933,23.413067,1.0,1.0,0.0,0.0,1.0
0.1194,2.8285472,1.7479132,289.1082,425.4142,23.41071,1.0,1.0,0.0,0.0,1.0
0.1195,3.453511,1.7591792,288.3646,424.7933,23.407553,1.0,1.0,0.0,0.0,1.0
0.1196,3.8594456,1.7887664,287.55814,424.11713,23.403658,1.0,1.0,0.0,0.0,1.0
0.1197,3.9452512,1.826397,286.9893,423.4796,23.399092,1.0,1.0,0.0,0.0,1.0
0.1198,4.1878424,1.8428562,286.98517,422.7812,23.39389,1.0,1.0,0.0,0.0,1.0
0.1199,4.4505024,1.8119562,287.78967,422.1759,23.387873,1.0,1.0,0.0,0.0,1.0
0.12,4.5443583,1.7546214,289.44897,421.48953,23.381351,1.0,0.0,0.0,0.0,1.0
0.1201,4.7152944,1.7311282,291.73395,420.7291,23.374207,0.0,0.0,1.0,0.0,1.0
0.1202,4.988249,1.711916,294.1333,419.92664,23.366562,0.0,0.0,1.0,0.0,1.0
0.1203,3.428436,1.6992779,295.93225,419.2869,23.357964,0.0,0.0,1.0,0.0,1.0
0.1204,2.5443313,1.6475611,296.36542,418.6994,23.348501,0.0,0.0,1.0,0.0,1.0
0.1205,0.7187313,1.6571237,294.8071,418.05072,23.33814,0.0,0.0,1.0,0.0,1.0
0.1206,-0.39850935,1.6856074,290.94754,417.45486,23.32699,0.0,1.0,0.0,0.0,1.0
0.1207,-1.5912226,1.7051747,284.9012,416.9945,23.315464,0.0,1.0,0.0,0.0,1.0
0.1208,-1.9821681,1.6926169,277.21005,416.61548,23.30337,1.0,1.0,0.0,0.0,1.0
0.1209,-1.8968127,1.6543485,268.73145,416.27634,23.29057,1.0,1.0,0.0,0.0,1.0
0.121,-1.7163402,1.5978303,260.43442,415.9248,23.277039,1.0,1.0,0.0,0.0,1.0
0.1211,-1.6971176,1.5353761,253.15485,415.6181,23.26274,1.0,1.0,0.0,0.0,1.0
0.1212,-1.3677714,1.4491092,247.37506,415.34927,23.247738,1.0,1.0,0.0,0.0,1.0
0.1213,-1.2823269,1.4004639,243.08958,414.9619,23.23207,1.0,1.0,0.0,0.0,1.0
0.1214,-1.0880629,1.3426657,239.79713,414.724,23.215822,1.0,1.0,0.0,0.0,1.0
0.1215,-0.7174317,1.2785375,236.62422,414.4329,23.198893,1.0,1.0,0.0,0.0,1.0
0.1216,-0.7056799,1.2582633,232.55006,414.16364,23.181282,1.0,1.0,0.0,0.0,1.0
0.1217,-0.51711816,1.2176116,226.6729,414.08148,23.162922,1.0,1.0,0.0,0.0,1.0
0.1218,-0.40989667,1.1810675,218.44547,413.9874,23.144104,1.0,1.0,0.0,0.0,1.0
0.1219,-0.23185343,1.147606,207.81592,414.0266,23.124857,1.0,1.0,0.0,0.0,1.0
0.122,0.026291171,1.118259,195.23557,414.11987,23.10505,1.0,1.0,0.0,0.0,1.0
0.1221,0.08951102,1.0783975,181.5328,414.33716,23.084766,1.0,1.0,0.0,0.0,1.0
0.1222,0.6778491,1.0104667,167.68893,414.55,23.064003,1.0,1.0,0.0,0.0,1.0
0.1223,0.9216562,0.9625104,154.57985,414.76517,23.042616,1.0,1.0,0.0,0.0,1.0
0.1224,1.2825562,0.8809427,142.75499,415.05084,23.020618,1.0,1.0,0.0,0.0,1.0
0.1225,2.0784767,0.76760626,132.31453,415.3088,22.99824,1.0,1.0,0.0,0.0,1.0
0.1226,2.3332124,0.7088866,122.91612,415.5436,22.975668,1.0,1.0,0.0,0.0,1.0
0.1227,2.8793862,0.6414254,113.90539,415.85046,22.952469,1.0,1.0,0.0,0.0,1.0
0.1228,3.460367,0.58929664,104.52951,416.113,22.928562,1.0,1.0,0.0,0.0,1.0
0.1229,3.7796452,0.5513577,94.17015,416.4498,22.904263,1.0,1.0,0.0,0.0,1.0
0.123,4.589498,0.4783021,82.52834,416.8015,22.879557,1.0,1.0,0.0,0.0,1.0
0.1231,5.261702,0.43503907,69.70958,417.14536,22.854614,0.0,1.0,1.0,0.0,1.0
0.1232,5.31522,0.39745337,56.18762,417.56558,22.829786,0.0,1.0,1.0,0.0,1.0
0.1233,4.6083727,0.2948402,42.66126,418.00803,22.804714,0.0,1.0,1.0,0.0,1.0
0.1234,3.285982,0.25499672,29.849104,418.44052,22.77948,0.0,1.0,1.0,0.0,1.0
0.1235,2.4667022,0.16477886,18.283854,418.86182,22.753729,0.0,0.0,1.0,0.0,1.0
0.1236,2.0698786,0.07159046,8.165956,419.25064,22.727428,0.0,0.0,1.0,0.0,1.0
0.1237,0.7985916,0.025389034,-0.68297076,419.64865,22.700855,0.0,0.0,1.0,0.0,1.0
0.1238,0.5740021,-0.06832835,-8.75702,420.0365,22.673786,0.0,0.0,1.0,0.0,1.0
0.1239,-0.26443362,-0.11671556,-16.715857,420.41812,22.646656,0.0,0.0,1.0,0.0,1.0
0.124,-1.2339686,-0.1645541,-25.194836,420.76147,22.619549,0.0,1.0,1.0,0.0,1.0
0.1241,-1.6098864,-0.23303792,-34.632446,421.10986,22.592121,0.0,1.0,1.0,0.0,1.0
0.1242,-2.576446,-0.24615405,-45.1646,421.43042,22.564638,0.0,1.0,1.0,0.0,1.0
0.1243,-3.1343312,-0.31693056,-56.613136,421.7027,22.536787,0.0,1.0,1.0,0.0,1.0
0.1244,-3.5286286,-0.38806975,-68.56661,421.95685,22.508854,0.0,1.0,1.0,0.0,1.0
0.1245,-4.1716676,-0.44484785,-80.52364,422.15002,22.480888,0.0,1.0,1.0,0.0,1.0
0.1246,-4.523003,-0.5080279,-92.05168,422.31088,22.452723,0.0,1.0,1.0,0.0,1.0
0.1247,-5.1462045,-0.56903464,-102.91162,422.40848,22.4243,0.0,1.0,1.0,0.0,1.0
0.1248,-5.246718,-0.64894867,-113.11144,422.51758,22.395882,0.0,1.0,1.0,0.0,1.0
0.1249,-5.8893156,-0.6859746,-122.876045,422.56982,22.36731,0.0,1.0,0.0,0.0,1.0
0.125,-6.061958,-0.74833494,-132.54701,422.5971,22.338701,0.0,1.0,0.0,0.0,1.0
0.1251,-6.315508,-0.7840361,-142.44777,422.60275,22.310059,1.0,1.0,0.0,0.0,1.0
0.1252,-5.461364,-0.8075767,-152.75937,422.58725,22.281258,1.0,1.0,0.0,0.0,1.0
0.1253,-4.4197955,-0.8655053,-163.44681,422.4909,22.252499,1.0,1.0,0.0,0.0,1.0
0.1254,-3.9006314,-0.8857507,-174.25954,422.421,22.223803,1.0,1.0,0.0,0.0,1.0
0.1255,-2.9005024,-0.9607255,-184.80388,422.1541,22.195063,1.0,1.0,0.0,0.0,1.0
0.1256,-1.6548977,-1.0264348,-194.66362,422.03867,22.166563,1.0,1.0,0.0,0.0,1.0
0.1257,-0.93608874,-1.0561321,-203.52902,421.75842,22.138117,1.0,1.0,0.0,0.0,1.0
0.1258,0.34072757,-1.1109762,-211.29303,421.46085,22.109991,1.0,1.0,0.0,0.0,1.0
0.1259,1.2805109,-1.142246,-218.08418,421.1892,22.08235,1.0,1.0,0.0,0.0,1.0
0.126,2.1312218,-1.1735381,-224.2265,420.8395,22.055101,0.0,1.0,1.0,0.0,1.0
0.1261,2.9614234,-1.2385137,-230.13956,420.46054,22.028004,0.0,1.0,1.0,0.0,1.0
0.1262,1.878625,-1.233961,-236.21074,420.17233,22.000677,0.0,1.0,1.0,0.0,1.0
0.1263,1.7192973,-1.2593323,-242.67903,419.7226,21.973656,0.0,1.0,1.0,0.0,1.0
0.1264,0.9811747,-1.2551806,-249.56569,419.32062,21.946905,0.0,1.0,1.0,0.0,1.0
0.1265,0.6550473,-1.2931255,-256.671,418.73026,21.920137,0.0,1.0,1.0,0.0,1.0
0.1266,0.48359767,-1.3219552,-263.63568,418.24194,21.893705,0.0,1.0,1.0,0.0,1.0
0.1267,-0.044082362,-1.3370352,-270.0448,417.62598,21.867619,0.0,1.0,1.0,0.0,1.0
0.1268,-0.22305933,-1.3849087,-275.54022,417.0064,21.841898,0.0,1.0,1.0,0.0,1.0
0.1269,-0.43320557,-1.4126291,-279.9072,416.4607,21.816616,0.0,1.0,1.0,0.0,1.0
0.127,-0.6813867,-1.4335665,-283.10995,415.8115,21.792078,0.0,0.0,1.0,0.0,1.0
0.1271,-0.8888011,-1.4437932,-285.27042,415.287,21.768183,0.0,0.0,1.0,0.0,1.0
0.1272,-0.89917785,-1.455198,-286.6026,414.7433,21.746319,0.0,0.0,1.0,0.0,1.0
0.1273,-1.5771599,-1.4399116,-287.33054,414.30487,21.728388,0.0,0.0,1.0,0.0,1.0
0.1274,-1.6961621,-1.4770631,-287.62012,413.67844,21.713482,0.0,0.0,1.0,0.0,1.0
0.1275,-1.5616726,-1.51111,-287.55057,413.30438,21.700449,0.0,0.0,1.0,0.0,1.0
0.1276,-1.8370491,-1.5169798,-287.1333,412.81253,21.68987,0.0,1.0,1.0,0.0,1.0
0.1277,-1.9627348,-1.5449978,-286.36865,412.306,21.682503,0.0,1.0,1.0,0.0,1.0
0.1278,-2.1813362,-1.5467871,-285.3147,411.91827,21.67415,0.0,1.0,1.0,0.0,1.0
0.1279,-2.8385704,-1.5091647,-284.13657,411.49274,21.668821,0.0,1.0,1.0,0.0,1.0
0.128,-2.8468957,-1.5285137,-283.1092,410.98654,21.665869,0.0,1.0,1.0,0.0,1.0
0.1281,-2.9768076,-1.5489503,-282.56372,410.57495,21.66613,0.0,1.0,1.0,0.0,1.0
0.1282,-3.2675095,-1.5398964,-282.78696,410.1874,21.66918,0.0,1.0,1.0,0.0,1.0
0.1283,-3.3429992,-1.5151267,-283.90387,409.81445,21.675728,0.0,1.0,1.0,0.0,1.0
0.1284,-3.3453586,-1.498629,-285.78342,409.35226,21.68566,0.0,1.0,1.0,0.0,1.0
0.1285,-3.7474911,-1.4587842,-288.00528,408.95975,21.696577,0.0,1.0,1.0,0.0,1.0
0.1286,-3.7034817,-1.4303975,-289.90985,408.585,21.70886,0.0,1.0,1.0,0.0,1.0
0.1287,-4.298861,-1.3876629,-290.7293,408.1429,21.722359,0.0,1.0,0.0,0.0,1.0
0.1288,-4.1586504,-1.4204301,-289.77087,407.68524,21.736624,0.0,1.0,0.0,0.0,1.0
0.1289,-4.050886,-1.4672602,-286.60373,407.42722,21.751698,1.0,1.0,0.0,0.0,1.0
0.129,-2.2623768,-1.5107247,-281.19537,407.32236,21.767914,1.0,1.0,0.0,0.0,1.0
0.1291,-1.7069545,-1.4743613,-273.95248,407.28775,21.786549,1.0,1.0,0.0,0.0,1.0
0.1292,-0.118650354,-1.4953777,-265.64624,407.15967,21.80672,1.0,1.0,0.0,0.0,1.0
0.1293,0.8838127,-1.4530928,-257.23486,407.3215,21.828318,1.0,1.0,0.0,0.0,1.0
0.1294,1.5366054,-1.3775852,-249.62546,407.34805,21.851208,0.0,1.0,1.0,0.0,1.0
0.1295,2.9308596,-1.3280854,-243.43794,407.46872,21.875338,0.0,1.0,1.0,0.0,1.0
0.1296,2.0625782,-1.2399762,-238.8364,407.56866,21.900019,0.0,1.0,1.0,0.0,1.0
0.1297,2.385577,-1.2263776,-235.4764,407.62854,21.925535,0.0,1.0,1.0,0.0,1.0
0.1298,1.9311044,-1.1700287,-232.5865,407.83987,21.951796,0.0,1.0,1.0,0.0,1.0
0.1299,1.6769159,-1.1492093,-229.1649,407.93826,21.978767,0.0,1.0,1.0,0.0,1.0
0.13,1.7323924,-1.1317204,-224.23956,408.2358,22.00638,0.0,1.0,1.0,0.0,1.0
0.1301,1.5741441,-1.1271838,-217.1221,408.44287,22.034344,0.0,1.0,1.0,0.0,1.0
0.1302,1.7097932,-1.0985849,-207.58603,408.95044,22.06251,0.0,1.0,1.0,0.0,1.0
0.1303,1.1942899,-1.0430423,-195.92096,409.35898,22.090788,0.0,0.0,1.0,0.0,1.0
0.1304,1.4329842,-1.0415269,-182.84879,409.88855,22.11922,0.0,0.0,1.0,0.0,1.0
0.1305,1.0543543,-1.0026909,-169.32628,410.4917,22.147837,0.0,0.0,1.0,0.0,1.0
0.1306,0.5787549,-0.94272006,-156.29018,411.12814,22.176826,0.0,0.0,1.0,0.0,1.0
0.1307,0.32158765,-0.89238584,-144.4159,411.7537,22.20607,0.0,0.0,1.0,0.0,1.0
0.1308,-0.0077645197,-0.8160808,-133.95699,412.42984,22.235142,0.0,0.0,1.0,0.0,1.0
0.1309,-0.71912146,-0.72721666,-124.70722,413.0794,22.264393,0.0,0.0,1.0,0.0,1.0
0.131,-0.77000225,-0.68256795,-116.092964,413.76785,22.293943,0.0,0.0,1.0,0.0,1.0
0.1311,-1.6306382,-0.6116665,-107.365364,414.46628,22.32374,0.0,0.0,1.0,0.0,1.0
0.1312,-1.6854831,-0.5828811,-97.8345,415.1905,22.353348,0.0,1.0,1.0,0.0,1.0
0.1313,-2.576088,-0.52378863,-87.07723,415.9233,22.382885,0.0,1.0,1.0,0.0,1.0
0.1314,-2.877627,-0.49514455,-75.05968,416.68973,22.412333,0.0,1.0,1.0,0.0,1.0
0.1315,-3.5315495,-0.43935198,-62.141598,417.46524,22.441597,0.0,1.0,1.0,0.0,1.0
0.1316,-4.2218437,-0.3799047,-48.965214,418.23502,22.47055,0.0,1.0,1.0,0.0,1.0
0.1317,-4.951749,-0.30285388,-36.264236,419.01324,22.499308,0.0,1.0,0.0,0.0,1.0
0.1318,-5.7777867,-0.21026196,-24.651209,419.7586,22.527798,1.0,1.0,0.0,0.0,1.0
0.1319,-4.5660286,-0.16578414,-14.4456415,420.58737,22.556288,1.0,1.0,0.0,0.0,1.0
0.132,-3.8562956,-0.102712266,-5.591425,421.37506,22.584337,1.0,1.0,0.0,0.0,1.0
0.1321,-3.1712394,-0.051148504,2.3156052,422.16376,22.611877,1.0,1.0,0.0,0.0,1.0
0.1322,-2.0567307,0.008482704,9.90224,422.93405,22.639053,1.0,1.0,0.0,0.0,1.0
0.1323,-1.7524701,0.11022828,17.835028,423.69452,22.665707,1.0,1.0,0.0,0.0,1.0
0.1324,-0.80934864,0.1474494,26.635729,424.4527,22.691967,1.0,1.0,0.0,0.0,1.0
0.1325,0.26212832,0.20266026,36.548912,425.1551,22.717943,1.0,1.0,0.0,0.0,1.0
0.1326,0.1855358,0.296442,47.4978,425.8467,22.743183,1.0,1.0,0.0,0.0,1.0
0.1327,1.6463132,0.30873242,59.136322,426.47998,22.767889,1.0,1.0,0.0,0.0,1.0
0.1328,1.7573107,0.39209598,70.97626,427.08914,22.792156,1.0,1.0,0.0,0.0,1.0
0.1329,2.5792668,0.44449064,82.54664,427.65134,22.815805,1.0,1.0,0.0,0.0,1.0
0.133,2.9017203,0.50909585,93.53463,428.19128,22.83906,1.0,1.0,0.0,0.0,1.0
0.1331,3.5606225,0.56758237,103.86574,428.67197,22.861795,1.0,1.0,0.0,0.0,1.0
0.1332,3.8623443,0.63927424,113.70121,429.1494,22.884256,1.0,1.0,0.0,0.0,1.0
0.1333,4.558844,0.68927705,123.3581,429.55298,22.906326,1.0,1.0,0.0,0.0,1.0
0.1334,4.6911397,0.76073515,133.18121,429.91632,22.927996,1.0,1.0,0.0,0.0,1.0
0.1335,5.1919203,0.8148922,143.41023,430.20773,22.949036,1.0,1.0,0.0,0.0,1.0
0.1336,5.599566,0.86135703,154.08568,430.43762,22.969711,1.0,1.0,0.0,0.0,1.0
0.1337,5.782958,0.92272586,165.0235,430.58496,22.989695,1.0,1.0,0.0,0.0,1.0
0.1338,6.1455283,0.97988385,175.86525,430.70917,23.009045,0.0,0.0,1.0,0.0,1.0
0.1339,6.201537,1.0296705,186.18651,430.78674,23.027653,0.0,0.0,1.0,0.0,1.0
0.134,5.301336,1.079324,195.6279,430.84793,23.045519,0.0,0.0,1.0,0.0,1.0
0.1341,4.058175,1.1323138,204.00629,430.9857,23.062908,0.0,0.0,1.0,0.0,1.0
0.1342,3.5757737,1.1723627,211.37122,430.9495,23.080076,0.0,0.0,1.0,0.0,1.0
0.1343,1.8668349,1.2603762,217.9886,431.0116,23.096704,0.0,0.0,1.0,0.0,1.0
0.1344,1.53571,1.2746173,224.25807,430.99268,23.112589,0.0,0.0,1.0,0.0,1.0
0.1345,-0.04534221,1.3470477,230.59018,430.89645,23.127804,0.0,0.0,1.0,0.0,1.0
0.1346,-0.56754947,1.3645048,237.28203,430.78192,23.142488,0.0,0.0,0.0,0.0,1.0
0.1347,-1.8564271,1.41114,244.42905,430.5451,23.156355,0.0,1.0,0.0,0.0,1.0
0.1348,-2.1211863,1.4282562,251.89919,430.34802,23.169624,1.0,1.0,0.0,0.0,1.0
0.1349,-1.4601496,1.4632534,259.37396,429.99716,23.182255,1.0,1.0,0.0,0.0,1.0
0.135,-1.2722493,1.5060648,266.44168,429.6686,23.194149,1.0,1.0,0.0,0.0,1.0
0.1351,-0.7052456,1.5337244,272.71143,429.21616,23.205263,1.0,1.0,0.0,0.0,1.0
0.1352,-0.41716775,1.5839429,277.9113,428.73093,23.215393,1.0,1.0,0.0,0.0,1.0
0.1353,-0.35311443,1.6267248,281.94305,428.28067,23.224813,1.0,1.0,0.0,0.0,1.0
0.1354,0.10572969,1.6214039,284.87897,427.86288,23.233866,1.0,1.0,0.0,0.0,1.0
0.1355,0.24412836,1.6218859,286.90887,427.33838,23.24205,1.0,1.0,0.0,0.0,1.0
0.1356,0.4727903,1.6488392,288.2597,426.82748,23.249594,1.0,1.0,0.0,0.0,1.0
0.1357,0.56998837,1.6648535,289.11975,426.3776,23.256388,1.0,1.0,0.0,0.0,1.0
0.1358,1.1815852,1.6721734,289.59485,425.80698,23.262812,1.0,1.0,0.0,0.0,1.0
0.1359,1.3030908,1.7225953,289.71173,425.23682,23.268932,1.0,1.0,0.0,0.0,1.0
0.136,1.5174668,1.7362446,289.46436,424.8113,23.274206,1.0,1.0,0.0,0.0,1.0
