Time, amplitude[0], amplitude[1], amplitude[2], amplitude[3], amplitude[4], amplitude[5], amplitude[6], amplitude[7], amplitude[8], amplitude[9], amplitude[10], amplitude[11], amplitude[12], amplitude[13], amplitude[14], amplitude[15], amplitude[16], amplitude[17], amplitude[18], amplitude[19]
111.0, 1.6302838325500488, 0.049222785979509354, 0.005092730280011892, 0.002505483338609338, 0.0017766882665455341, 0.0018929161597043276, 0.0029280586168169975, 0.0005877777002751827, 0.002903323620557785, 0.0022307666949927807, 0.005082982592284679, 0.003672062885016203, 0.010771687142550945, 0.0028622604440897703, 0.015805820003151894, 0.0009583915234543383, 0.0023861173540353775, 0.002513975603505969, 0.002404724480584264, 0.0003975413565058261
112.0, 1.6463158130645752, 0.06065245345234871, 0.01104765571653843, 0.003048483282327652, 0.0038469689898192883, 0.0017781751230359077, 0.0003909404913429171, 0.0008354915771633387, 0.004275713115930557, 0.0005300730699673295, 0.006954585667699575, 0.0023576645180583, 0.015184902586042881, 0.003134945873171091, 0.01918720453977585, 0.003355960361659527, 0.0030506651382893324, 0.0012563002528622746, 0.0052012247033417225, 0.004682876635342836
113.0, 1.6258504390716553, 0.0620114840567112, 0.012869849801063538, 0.002255026251077652, 0.0022732121869921684, 0.0016980244545266032, 0.0009332456393167377, 0.0009984801290556788, 0.007153390906751156, 0.0013864837819710374, 0.009010969661176205, 0.0009945710189640522, 0.011715460568666458, 0.0023055076599121094, 0.0184664037078619, 0.0007338392897509038, 0.0009290149318985641, 0.0014626490883529186, 0.008523598313331604, 0.0011796054895967245
114.0, 1.6252671480178833, 0.055114760994911194, 0.006447615567594767, 0.0011718738824129105, 0.0011940235272049904, 0.000932681723497808, 0.00403180718421936, 0.0015430646017193794, 0.0056001003831624985, 0.00278862239792943, 0.005706986878067255, 0.000855885969940573, 0.012022149749100208, 0.0032413972076028585, 0.01584521122276783, 0.002836868865415454, 0.003295076312497258, 0.0008360622450709343, 0.0033751444425433874, 0.003908458631485701
115.0, 1.627036690711975, 0.07074005901813507, 0.011976205743849277, 0.0033154150005429983, 0.0015009320341050625, 0.0012019514106214046, 0.0019621371757239103, 0.000513089238665998, 0.009275604970753193, 0.002417872892692685, 0.009185913018882275, 0.002861171728000045, 0.01559018436819315, 0.0007508763810619712, 0.018065495416522026, 0.0012379781110212207, 0.007422409951686859, 0.0010531536536291242, 0.007769082207232714, 0.0006887086201459169
116.0, 1.6355589628219604, 0.039010077714920044, 0.012309622950851917, 0.0015769172459840775, 0.0036743334494531155, 0.00205217394977808, 0.004194597247987986, 0.0021032625809311867, 0.004305543843656778, 0.0020962536800652742, 0.006182137411087751, 0.0021408353932201862, 0.012461173348128796, 0.0018040149006992579, 0.016177978366613388, 0.0021345769055187702, 0.003892191918566823, 0.00095092918490991, 0.003813067451119423, 0.0015063649043440819
117.0, 1.6294468641281128, 0.03664657846093178, 0.004890417214483023, 0.0012689403956755996, 0.0034457920119166374, 0.0011983666336163878, 0.0021283498499542475, 0.0005257447483018041, 0.00600393395870924, 0.0015649829292669892, 0.009572530165314674, 0.00313006155192852, 0.013260718435049057, 0.002362439874559641, 0.016963765025138855, 0.0020705016795545816, 0.0024643545038998127, 0.0015636892057955265, 0.0042744833044707775, 0.004191054962575436
118.0, 1.6247761249542236, 0.06030811741948128, 0.011393759399652481, 0.0037783237639814615, 0.002647257409989834, 0.0018584612989798188, 0.002671609167009592, 0.0006447936175391078, 0.006021617446094751, 0.0023959684185683727, 0.005042853765189648, 0.0031308892648667097, 0.012695037759840488, 0.0018954514525830746, 0.017140686511993408, 0.001688887132331729, 0.004013016354292631, 0.0021805420983582735, 0.0034897569566965103, 0.002879401436075568
119.0, 1.6316790580749512, 0.04828070476651192, 0.0071587651036679745, 0.0012563684722408652, 0.004952165763825178, 6.922856118762866e-05, 0.002689599758014083, 0.0009165132651105523, 0.0056338803842663765, 0.0024776216596364975, 0.005005108192563057, 0.0015466829063370824, 0.01241063792258501, 0.0027949237264692783, 0.017266150563955307, 0.0018973439000546932, 0.003238270990550518, 0.0020840815268456936, 0.004150361754000187, 0.0018073508981615305
120.0, 1.6175369024276733, 0.055917080491781235, 0.010047540068626404, 0.0003755759389605373, 0.001982208341360092, 0.0003722942201420665, 0.001333368825726211, 0.0002680282050278038, 0.005410587415099144, 0.0010118833743035793, 0.005899034906178713, 0.003711421275511384, 0.011896125040948391, 0.0039034439250826836, 0.020601365715265274, 0.003405929310247302, 0.0039093042723834515, 0.0035178023390471935, 0.0028533514123409986, 0.0021607698872685432
121.0, 1.6153994798660278, 0.10573975741863251, 0.007487915921956301, 0.003046605037525296, 0.0024156232830137014, 0.0012598942266777158, 0.00045683266944251955, 0.0034496954176574945, 0.007554707117378712, 0.0018925488693639636, 0.010565579868853092, 0.0022852218244224787, 0.01532366219907999, 0.004643892403692007, 0.019038192927837372, 0.005965753458440304, 0.004982244223356247, 0.004188871942460537, 0.005989422090351582, 0.0019749761559069157
122.0, 1.623739242553711, 0.05152452737092972, 0.009284790605306625, 0.00455823540687561, 0.004825151525437832, 0.00046017547720111907, 0.0033730159047991037, 0.0025121390353888273, 0.005392209626734257, 0.001503539620898664, 0.005215068813413382, 0.0023185135796666145, 0.011754531413316727, 0.002517594723030925, 0.017285995185375214, 0.0010082770604640245, 0.004565965849906206, 0.0006732267211191356, 0.005284678190946579, 0.00251382845453918
123.0, 1.6261776685714722, 0.06486571580171585, 0.006694828625768423, 0.003781495150178671, 0.003327395301312208, 0.0005697848973795772, 0.0015052168164402246, 0.001688820426352322, 0.005667888559401035, 0.0013696994865313172, 0.0053205774165689945, 0.003303831908851862, 0.009447532705962658, 0.0009977720910683274, 0.014011059887707233, 0.0031991833820939064, 0.0009135594591498375, 0.0033314998727291822, 0.005709726829081774, 0.00031091939308680594
124.0, 1.6128206253051758, 0.032874807715415955, 0.010558054782450199, 0.004896681290119886, 0.0018035841640084982, 0.0015605395892634988, 0.002149969106540084, 0.001860285410657525, 0.004562937654554844, 0.002166214631870389, 0.004176034592092037, 0.0015165589284151793, 0.012991503812372684, 0.0011089693289250135, 0.019088877364993095, 0.0003283275291323662, 0.002538576489314437, 0.002332937205210328, 0.004060954321175814, 0.0040848031640052795
125.0, 1.6364089250564575, 0.030625848099589348, 0.008002952672541142, 0.001441599684767425, 0.0024513197131454945, 0.0020001966040581465, 0.003030311083421111, 0.001990686636418104, 0.007631110958755016, 0.0005525469896383584, 0.009137327782809734, 0.0027183161582797766, 0.014165750704705715, 0.004197132308036089, 0.01627001352608204, 0.006041636690497398, 0.004717896226793528, 0.003121802816167474, 0.005247390363365412, 0.0016482142964378
126.0, 0.017186492681503296, 0.007598129101097584, 0.0019837142899632454, 0.00015204623923636973, 0.0011316647287458181, 0.0009050628286786377, 0.0030138581059873104, 0.0005467327428050339, 0.0040664770640432835, 0.0009651901200413704, 0.00357469217851758, 0.0013822560431435704, 0.00925432052463293, 0.002484576078131795, 0.012331492267549038, 0.002190733328461647, 0.0018531817477196455, 0.0018331120954826474, 0.0011922853300347924, 0.0013364721089601517
127.0, 1.6532188653945923, 0.07251884043216705, 0.0019243774004280567, 0.004001593682914972, 0.0008161173900589347, 0.001543888938613236, 0.0036348984576761723, 0.001813355484046042, 0.005991844460368156, 0.0006553791463375092, 0.0071848067454993725, 0.00037969255936332047, 0.011813036166131496, 0.0055997418239712715, 0.013417983427643776, 0.004067404195666313, 0.0006891406956128776, 0.0028806396294385195, 0.0019426312064751983, 0.002287538954988122
128.0, 1.641450047492981, 0.05013387277722359, 0.01250512432307005, 0.00330023979768157, 0.0026803170330822468, 0.0011062213452532887, 0.0016074974555522203, 0.0010598510270938277, 0.005613117944449186, 0.0014222725294530392, 0.008550296537578106, 0.0011249200906604528, 0.01566225290298462, 0.0018443003064021468, 0.012667037546634674, 0.002595213707536459, 0.0055725001730024815, 0.003245570929720998, 0.0003414566454011947, 0.004463940393179655
129.0, 1.6373789310455322, 0.056798383593559265, 0.01039745844900608, 0.0012628902914002538, 0.002815674990415573, 0.0014808598207309842, 0.001339799608103931, 0.0009320476092398167, 0.006988496519625187, 0.0032211344223469496, 0.007783716544508934, 0.0015563361812382936, 0.013552285730838776, 0.004551404621452093, 0.017286552116274834, 0.008113890886306763, 0.002562160836532712, 0.006814966443926096, 0.006665677297860384, 0.005507413763552904
130.0, 1.6323659420013428, 0.05297466367483139, 0.006662849336862564, 0.0030279960483312607, 0.002013657009229064, 0.0009474956314079463, 0.0023345015943050385, 0.0019442893099039793, 0.003857266390696168, 0.001360408146865666, 0.006164185702800751, 0.0018596682930365205, 0.008176914416253567, 0.005483131390064955, 0.0193957332521677, 0.002547843847423792, 0.0017989701591432095, 0.0010199991520494223, 0.0037671506870537996, 0.001945585012435913
131.0, 1.6227914094924927, 0.03888122737407684, 0.008910725824534893, 0.0023795028682798147, 0.00390814570710063, 0.0015329988673329353, 0.003779637860134244, 0.0016204919666051865, 0.00542772002518177, 0.004662258084863424, 0.0050076767802238464, 0.004213087260723114, 0.011921736411750317, 0.002681126818060875, 0.012817836366593838, 0.0018114350968971848, 0.0043873912654817104, 0.0009701927192509174, 0.003030379069969058, 0.0022794718388468027
132.0, 1.643644094467163, 0.022972039878368378, 0.010297343134880066, 0.004266565199941397, 0.0011131271021440625, 0.001730698044411838, 0.0015935542760416865, 0.002321583451703191, 0.0051717073656618595, 0.0015871133655309677, 0.007449550088495016, 0.0024553618859499693, 0.012949975207448006, 0.002113825175911188, 0.019534362480044365, 0.0034871466923505068, 0.0037382557056844234, 0.003945150412619114, 0.0059890164993703365, 0.0017488503362983465
133.0, 1.6548641920089722, 0.03807820752263069, 0.010487987659871578, 0.005655276123434305, 0.0019263477297499776, 0.00040622809319756925, 0.001071739592589438, 0.001469978946261108, 0.004735085181891918, 0.0015517427818849683, 0.005960521753877401, 0.0010324701434001327, 0.010796543210744858, 0.0003547452506609261, 0.015516245737671852, 0.002467686776071787, 0.003169543808326125, 0.0030863569118082523, 0.00457760551944375, 0.000634747208096087
134.0, 1.640814185142517, 0.02452087216079235, 0.00876112375408411, 0.0035470896400511265, 0.002331031486392021, 0.0019256726372987032, 0.0015568918315693736, 0.002328349743038416, 0.005455514416098595, 0.00011789461132138968, 0.006790638901293278, 0.0007537981146015227, 0.01412365771830082, 0.0027838596142828465, 0.016353702172636986, 0.0031688595190644264, 0.0038317483849823475, 0.004854749888181686, 0.0028283933643251657, 0.0019772874657064676
135.0, 1.6535608768463135, 0.01992836780846119, 0.007833578623831272, 0.0024648963008075953, 0.002069018082693219, 5.584260361501947e-05, 0.0011863921536132693, 0.00014202948659658432, 0.0069984085857868195, 0.0007377488072961569, 0.008636701852083206, 0.0018327761208638549, 0.013291277922689915, 0.0022176788188517094, 0.015396767295897007, 0.0043644686229527, 0.0020180544815957546, 0.0017201979644596577, 0.003986386116594076, 0.002001665998250246
136.0, 1.6492323875427246, 0.025297479704022408, 0.013600007630884647, 0.004203805234283209, 0.003246292471885681, 0.002479270566254854, 0.003404673421755433, 0.0009294176124967635, 0.0061803050339221954, 0.0006733593181706965, 0.006897431332617998, 0.001871348125860095, 0.01453373208642006, 0.0026428301353007555, 0.016262289136648178, 0.001089039258658886, 0.005763128399848938, 0.0010223268764093518, 0.00527738593518734, 0.002608015201985836
137.0, 1.6406118869781494, 0.02370280958712101, 0.010908208787441254, 0.00046506591024808586, 0.0005459453095681965, 0.0014851526357233524, 0.002409661654382944, 0.003399635897949338, 0.008329649455845356, 0.003161013824865222, 0.008993594907224178, 0.0015027766348794103, 0.013113660737872124, 0.002130737993866205, 0.017096634954214096, 0.004179613199084997, 0.004783123265951872, 0.003617901122197509, 0.004145188257098198, 0.005057027563452721
138.0, 1.6497342586517334, 0.03520823270082474, 0.01025197934359312, 0.0031219187658280134, 0.0019643763080239296, 0.001590705243870616, 0.0035042797680944204, 0.0004538566863629967, 0.0060076224617660046, 0.002786093158647418, 0.00777897983789444, 0.002553533762693405, 0.015215307474136353, 0.0016567484708502889, 0.01643296703696251, 0.0015726248966529965, 0.004387767519801855, 0.0041242679581046104, 0.006363730411976576, 0.0015616909367963672
139.0, 1.645358681678772, 0.018169568851590157, 0.009196178056299686, 0.0010309673380106688, 0.0025481414049863815, 0.001093979924917221, 0.002057552570477128, 0.0019181632669642568, 0.0070487018674612045, 0.0008721826015971601, 0.007696790155023336, 0.0016467405948787928, 0.011385342106223106, 0.001987725030630827, 0.01606747694313526, 0.00201010936871171, 0.003951954655349255, 0.0026772338896989822, 0.004841572139412165, 0.002267427509650588
140.0, 1.6469372510910034, 0.01660092920064926, 0.013504909351468086, 0.004279013257473707, 0.001213047537021339, 9.272415627492592e-05, 0.0023812241852283478, 0.001598284114152193, 0.0064277201890945435, 0.0013556253397837281, 0.006592162884771824, 0.004127572290599346, 0.014799683354794979, 0.0034308379981666803, 0.01800573617219925, 0.004035014659166336, 0.005044971127063036, 0.001128035713918507, 0.0045930203050374985, 0.00029654509853571653
141.0, 1.6407761573791504, 0.034781984984874725, 0.00693068141117692, 0.004550606478005648, 0.0024853069335222244, 0.0016402470646426082, 0.0018932848470285535, 0.0012548879021778703, 0.005843807943165302, 0.0012205615639686584, 0.006628359202295542, 0.0012907065683975816, 0.014185149222612381, 0.0005712011479772627, 0.014926075004041195, 0.0013035164447501302, 0.0020345384255051613, 0.003019103081896901, 0.003968796692788601, 0.0036383664701133966
142.0, 1.649893879890442, 0.062232211232185364, 0.006013539619743824, 0.003490324364975095, 0.0032650395296514034, 0.0010991896269842982, 0.0009665213292464614, 0.0030072687659412622, 0.0054440307430922985, 0.002097575692459941, 0.009317504242062569, 0.0018357427325099707, 0.014515249989926815, 0.0014245995553210378, 0.017310138791799545, 0.0015017339028418064, 0.004255395848304033, 0.002326295943930745, 0.0028370360378175974, 0.004728596657514572
143.0, 1.6421831846237183, 0.04678261652588844, 0.009568159468472004, 0.005996553227305412, 0.00263773906044662, 0.003047546371817589, 0.0024589241947978735, 0.0024190200492739677, 0.004905689507722855, 0.0013468669494614005, 0.006626180373132229, 0.0012267353013157845, 0.013659656047821045, 0.0008238375885412097, 0.01957484520971775, 0.0006999779143370688, 0.006013515871018171, 0.001252697897143662, 0.004167340695858002, 0.00436809565871954
144.0, 1.6559443473815918, 0.06179124116897583, 0.0039153555408120155, 0.004438442178070545, 0.0018343102419748902, 0.0017753285355865955, 0.0022593801841139793, 0.0017125154845416546, 0.005701506044715643, 0.0015002008294686675, 0.00896028708666563, 0.003186915535479784, 0.012784188613295555, 0.002988866064697504, 0.016066845506429672, 0.003716744016855955, 0.003610180923715234, 0.003601532196626067, 0.0009077418362721801, 0.0011092659551650286
145.0, 1.6503880023956299, 0.049888987094163895, 0.006189380306750536, 0.005320222117006779, 0.0014168638736009598, 0.0009630464483052492, 0.001812690868973732, 0.001780052320100367, 0.007065973244607449, 0.0014736201846972108, 0.008391881361603737, 0.0027134751435369253, 0.013784265145659447, 0.002915812423452735, 0.016788430511951447, 0.002696716459468007, 0.007945835590362549, 0.0025905990041792393, 0.006912912242114544, 0.001324386801570654
146.0, 1.6241356134414673, 0.0837973803281784, 0.007518851198256016, 0.0016947233816608787, 0.0013444406213238835, 0.001644139178097248, 0.0030591932591050863, 0.002433390822261572, 0.004036850295960903, 0.0020507865119725466, 0.006448100786656141, 0.00231366790831089, 0.011881304904818535, 0.0003711100434884429, 0.015307378023862839, 0.003252786584198475, 0.003332447027787566, 0.0011239121668040752, 0.003052036976441741, 0.003265123348683119
147.0, 1.6467828750610352, 0.043127644807100296, 0.008830212987959385, 0.003610683372244239, 0.0029064356349408627, 0.0006084043998271227, 0.002583869732916355, 0.0010596830397844315, 0.006342127453535795, 0.0013750290963798761, 0.007281220518052578, 0.0032702439930289984, 0.01202314905822277, 0.0006800710107199848, 0.019242683425545692, 0.0009020251454785466, 0.0032819134648889303, 0.0018037211848422885, 0.002865132177248597, 0.0029548495076596737
148.0, 1.6241945028305054, 0.06909152120351791, 0.008165616542100906, 0.0003624663222581148, 0.002454623579978943, 0.0027969996444880962, 0.0025617466308176517, 0.004123376682400703, 0.007463190704584122, 0.001813235110603273, 0.007361235562711954, 0.002671122318133712, 0.012588809244334698, 0.0031605821568518877, 0.018124675378203392, 0.0016213783528655767, 0.005119516514241695, 0.0037902549374848604, 0.0036119911819696426, 0.003522284794598818
149.0, 1.6330212354660034, 0.052731338888406754, 0.011982426047325134, 0.0010451630223542452, 0.001065300777554512, 0.000596095691435039, 0.0021104009356349707, 0.002159836934879422, 0.00678337924182415, 0.0017709567910060287, 0.00908627174794674, 0.0017816172912716866, 0.014168656431138515, 0.0024558971635997295, 0.01487823761999607, 0.0030929299537092447, 0.0016249956097453833, 0.002897566417232156, 0.0032564066350460052, 0.004662780556827784
