Time,IL2,Rede,Bus,HIL0 digital input 29
-0.048005,0.82333714,235.39359,400.0,0
-0.048004,0.82236266,235.3174,400.0,0
-0.048003,0.82394207,235.24123,400.0,0
-0.048002,0.82776535,235.16377,400.0,0
-0.048001,0.8327293,235.0876,400.0,0
-0.048,0.8355194,235.01015,400.0,0
-0.047999,0.83534604,234.93398,400.0,0
-0.047998,0.8317395,234.85654,400.0,0
-0.047997,0.827221,234.78035,400.0,0
-0.047996,0.8229927,234.70293,400.0,0
-0.047995,0.8200146,234.62643,400.0,0
-0.047994,0.8190423,234.54971,400.0,0
-0.047993,0.82061225,234.47171,400.0,0
-0.047992,0.8247107,234.39497,400.0,0
-0.047991,0.8288731,234.31697,400.0,0
-0.04799,0.83081114,234.24023,400.0,0
-0.047989,0.82994527,234.16225,400.0,0
-0.047988,0.8255892,234.0855,400.0,0
-0.047987,0.82042396,234.00876,400.0,0
-0.047986,0.8156422,233.93079,400.0,0
-0.047985,0.81219554,233.85405,400.0,0
-0.047984,0.8108321,233.77605,400.0,0
-0.047983,0.8120071,233.69931,400.0,0
-0.047982,0.8158754,233.6213,400.0,0
-0.047981,0.81968665,233.54457,400.0,0
-0.04798,0.82120436,233.4666,400.0,0
-0.047979,0.8193114,233.38986,400.0,0
-0.047978,0.81517565,233.31264,400.0,0
-0.047977,0.8103023,233.23409,400.0,0
-0.047976,0.80587286,233.1568,400.0,0
-0.047975,0.80282927,233.07825,400.0,0
-0.047974,0.80191135,233.00098,400.0,0
-0.047973,0.80338717,232.92242,400.0,0
-0.047972,0.8078497,232.84512,400.0,0
-0.047971,0.81195766,232.76657,400.0,0
-0.04797,0.81358916,232.6893,400.0,0
-0.047969,0.8119323,232.612,400.0,0
-0.047968,0.808045,232.53346,400.0,0
-0.047967,0.8035098,232.45618,400.0,0
-0.047966,0.7994917,232.37762,400.0,0
-0.047965,0.79691887,232.30034,400.0,0
-0.047964,0.7965191,232.22179,400.0,0
-0.047963,0.79829806,232.14452,400.0,0
-0.047962,0.80347604,232.06711,400.0,0
-0.047961,0.8079494,231.988,400.0,0
-0.04796,0.80975336,231.91019,400.0,0
-0.047959,0.80838466,231.83107,400.0,0
-0.047958,0.8047202,231.75323,400.0,0
-0.047957,0.80044067,231.67413,400.0,0
-0.047956,0.79670525,231.5963,400.0,0
-0.047955,0.79443675,231.51718,400.0,0
-0.047954,0.79435825,231.43935,400.0,0
-0.047953,0.7962062,231.36153,400.0,0
-0.047952,0.80184937,231.28242,400.0,0
-0.047951,0.80643284,231.20459,400.0,0
-0.04795,0.80817556,231.12549,400.0,0
-0.047949,0.8068104,231.04765,400.0,0
-0.047948,0.80309683,230.96854,400.0,0
-0.047947,0.79879886,230.89072,400.0,0
-0.047946,0.7950718,230.8116,400.0,0
-0.047945,0.79283494,230.73349,400.0,0
-0.047944,0.79280853,230.6551,400.0,0
-0.047943,0.7945691,230.57545,400.0,0
-0.047942,0.8003443,230.49709,400.0,0
-0.047941,0.804865,230.41742,400.0,0
-0.04794,0.8064397,230.33905,400.0,0
-0.047939,0.80507994,230.2594,400.0,0
-0.047938,0.80137336,230.18102,400.0,0
-0.047937,0.79718643,230.10263,400.0,0
-0.047936,0.7936542,230.023,400.0,0
-0.047935,0.79167867,229.9446,400.0,0
-0.047934,0.79196525,229.86494,400.0,0
-0.047933,0.79366946,229.78658,400.0,0
-0.047932,0.7999806,229.70691,400.0,0
-0.047931,0.80457914,229.62854,400.0,0
-0.04793,0.80606,229.54887,400.0,0
-0.047929,0.8046178,229.4705,400.0,0
-0.047928,0.8007457,229.39168,400.0,0
-0.047927,0.7964025,229.31146,400.0,0
-0.047926,0.792724,229.23254,400.0,0
-0.047925,0.7906129,229.15234,400.0,0
-0.047924,0.7907749,229.07343,400.0,0
-0.047923,0.7922562,228.99323,400.0,0
-0.047922,0.7984312,228.9143,400.0,0
-0.047921,0.8027765,228.83409,400.0,0
-0.04792,0.80399865,228.75519,400.0,0
-0.047919,0.80234724,228.67628,400.0,0
-0.047918,0.7983106,228.59605,400.0,0
-0.047917,0.7939087,228.51715,400.0,0
-0.047916,0.7902585,228.43694,400.0,0
-0.047915,0.78824663,228.35803,400.0,0
-0.047914,0.7885653,228.27783,400.0,0
-0.047913,0.7899271,228.1989,400.0,0
-0.047912,0.7964217,228.11989,400.0,0
-0.047911,0.8007889,228.03914,400.0,0
-0.04791,0.80194575,227.95967,400.0,0
-0.047909,0.8002781,227.87894,400.0,0
-0.047908,0.79616576,227.79948,400.0,0
-0.047907,0.79172444,227.71873,400.0,0
-0.047906,0.7880659,227.63928,400.0,0
-0.047905,0.7860722,227.55853,400.0,0
-0.047904,0.7864316,227.47908,400.0,0
-0.047903,0.78959167,227.39963,400.0,0
-0.047902,0.7942479,227.3189,400.0,0
-0.047901,0.79785585,227.23943,400.0,0
-0.0479,0.7985613,227.15868,400.0,0
-0.047899,0.7960455,227.07924,400.0,0
-0.047898,0.7913901,226.99847,400.0,0
-0.047897,0.7865186,226.91902,400.0,0
-0.047896,0.7825276,226.83829,400.0,0
-0.047895,0.78028667,226.75854,400.0,0
-0.047894,0.780473,226.67856,400.0,0
-0.047893,0.7834971,226.59726,400.0,0
-0.047892,0.7879526,226.51727,400.0,0
-0.047891,0.7912473,226.43597,400.0,0
-0.04789,0.7917858,226.356,400.0,0
-0.047889,0.7889512,226.27472,400.0,0
-0.047888,0.7840936,226.19473,400.0,0
-0.047887,0.77912986,226.11475,400.0,0
-0.047886,0.77514035,226.03345,400.0,0
-0.047885,0.77298045,225.95346,400.0,0
-0.047884,0.77331555,225.87216,400.0,0
-0.047883,0.77649397,225.79219,400.0,0
-0.047882,0.7810523,225.71088,400.0,0
-0.047881,0.7843288,225.6309,400.0,0
-0.04788,0.7843925,225.54962,400.0,0
-0.047879,0.7813641,225.46964,400.0,0
-0.047878,0.77685875,225.38919,400.0,0
-0.047877,0.77222943,225.30736,400.0,0
-0.047876,0.76856154,225.22684,400.0,0
-0.047875,0.7667143,225.14502,400.0,0
-0.047874,0.76735616,225.0645,400.0,0
-0.047873,0.770764,224.98265,400.0,0
-0.047872,0.7754706,224.90216,400.0,0
-0.047871,0.7787346,224.82031,400.0,0
-0.04787,0.77868146,224.73979,400.0,0
-0.047869,0.775526,224.65929,400.0,0
-0.047868,0.77093375,224.57745,400.0,0
-0.047867,0.7662552,224.49693,400.0,0
-0.047866,0.7625732,224.41512,400.0,0
-0.047865,0.76074487,224.3346,400.0,0
-0.047864,0.7614364,224.25276,400.0,0
-0.047863,0.76482344,224.17226,400.0,0
-0.047862,0.76947933,224.09163,400.0,0
-0.047861,0.7725574,224.00926,400.0,0
-0.04786,0.7722728,223.92822,400.0,0
-0.047859,0.76891834,223.84586,400.0,0
-0.047858,0.7642368,223.76482,400.0,0
-0.047857,0.7595626,223.68243,400.0,0
-0.047856,0.7559649,223.6014,400.0,0
-0.047855,0.75428873,223.51904,400.0,0
-0.047854,0.75518996,223.438,400.0,0
-0.047853,0.758753,223.35696,400.0,0
-0.047852,0.76360345,223.27458,400.0,0
-0.047851,0.76680374,223.19354,400.0,0
-0.04785,0.7666754,223.11118,400.0,0
-0.047849,0.76351947,223.03014,400.0,0
-0.047848,0.7591658,222.94777,400.0,0
-0.047847,0.75492376,222.86673,400.0,0
-0.047846,0.7518409,222.78436,400.0,0
-0.047845,0.75074387,222.70303,400.0,0
-0.047844,0.75227314,222.62146,400.0,0
-0.047843,0.7563571,222.53857,400.0,0
-0.047842,0.761737,222.45702,400.0,0
-0.047841,0.765322,222.3741,400.0,0
-0.04784,0.76554215,222.29254,400.0,0
-0.047839,0.7626771,222.20964,400.0,0
-0.047838,0.7586423,222.12808,400.0,0
-0.047837,0.75473976,222.04651,400.0,0
-0.047836,0.7520108,221.96361,400.0,0
-0.047835,0.75127685,221.88205,400.0,0
-0.047834,0.7531733,221.79913,400.0,0
-0.047833,0.7574615,221.71758,400.0,0
-0.047832,0.7630452,221.63469,400.0,0
-0.047831,0.76666975,221.5531,400.0,0
-0.04783,0.7668979,221.47021,400.0,0
-0.047829,0.76395804,221.38866,400.0,0
-0.047828,0.75987047,221.30663,400.0,0
-0.047827,0.75593334,221.2232,400.0,0
-0.047826,0.75318485,221.14111,400.0,0
-0.047825,0.75244355,221.0577,400.0,0
-0.047824,0.7543426,220.97562,400.0,0
-0.047823,0.75845224,220.89218,400.0,0
-0.047822,0.7638898,220.81007,400.0,0
-0.047821,0.76721513,220.72665,400.0,0
-0.04782,0.76720506,220.64458,400.0,0
-0.047819,0.763945,220.56248,400.0,0
-0.047818,0.7596228,220.47906,400.0,0
-0.047817,0.7555225,220.39696,400.0,0
-0.047816,0.75267005,220.31352,400.0,0
-0.047815,0.7518737,220.23145,400.0,0
-0.047814,0.75365293,220.14803,400.0,0
-0.047813,0.7581771,220.06593,400.0,0
-0.047812,0.7628002,219.98375,400.0,0
-0.047811,0.76531607,219.89978,400.0,0
-0.04781,0.76464206,219.81718,400.0,0
-0.047809,0.760738,219.73323,400.0,0
-0.047808,0.755899,219.65063,400.0,0
-0.047807,0.75139093,219.56667,400.0,0
-0.047806,0.7482245,219.48407,400.0,0
-0.047805,0.74719495,219.40012,400.0,0
-0.047804,0.74871767,219.31752,400.0,0
-0.047803,0.7531752,219.2349,400.0,0
-0.047802,0.7575897,219.15096,400.0,0
-0.047801,0.7598464,219.06836,400.0,0
-0.0478,0.7591124,218.9844,400.0,0
-0.047799,0.7550963,218.90178,400.0,0
-0.047798,0.75028384,218.81783,400.0,0
-0.047797,0.7459162,218.73523,400.0,0
-0.047796,0.7429832,218.65129,400.0,0
-0.047795,0.74226224,218.56839,400.0,0
-0.047794,0.7438947,218.48528,400.0,0
-0.047793,0.7488811,218.4008,400.0,0
-0.047792,0.75343114,218.31769,400.0,0
-0.047791,0.7556601,218.23322,400.0,0
-0.04779,0.754967,218.1501,400.0,0
-0.047789,0.7508343,218.06561,400.0,0
-0.047788,0.7459322,217.9825,400.0,0
-0.047787,0.74150085,217.89937,400.0,0
-0.047786,0.73852855,217.8149,400.0,0
-0.047785,0.7377916,217.73178,400.0,0
-0.047784,0.73931366,217.6473,400.0,0
-0.047783,0.74435335,217.5642,400.0,0
-0.047782,0.7487904,217.4797,400.0,0
-0.047781,0.7508303,217.39659,400.0,0
-0.04778,0.74929816,217.31212,400.0,0
-0.047779,0.74544936,217.229,400.0,0
-0.047778,0.74082416,217.14545,400.0,0
-0.047777,0.7366646,217.06044,400.0,0
-0.047776,0.7339608,216.97682,400.0,0
-0.047775,0.7334901,216.89182,400.0,0
-0.047774,0.7350365,216.8082,400.0,0
-0.047773,0.7404265,216.72318,400.0,0
-0.047772,0.7448869,216.63956,400.0,0
-0.047771,0.7467457,216.55455,400.0,0
-0.04777,0.745128,216.47093,400.0,0
-0.047769,0.7412097,216.3873,400.0,0
-0.047768,0.7365998,216.3023,400.0,0
-0.047767,0.73252666,216.21867,400.0,0
-0.047766,0.7299685,216.13368,400.0,0
-0.047765,0.7296923,216.05005,400.0,0
-0.047764,0.7312075,215.96506,400.0,0
-0.047763,0.7369474,215.88142,400.0,0
-0.047762,0.7414589,215.7977,400.0,0
-0.047761,0.74319667,215.71219,400.0,0
-0.04776,0.7415834,215.62805,400.0,0
-0.047759,0.73767984,215.54254,400.0,0
-0.047758,0.7331757,215.4584,400.0,0
-0.047757,0.72928274,215.3729,400.0,0
-0.047756,0.72696507,215.28876,400.0,0
-0.047755,0.72697777,215.20325,400.0,0
-0.047754,0.72849005,215.11911,400.0,0
-0.047753,0.7347062,215.03497,400.0,0
-0.047752,0.73935205,214.94946,400.0,0
-0.047751,0.7410641,214.86533,400.0,0
-0.04775,0.7394965,214.77982,400.0,0
-0.047749,0.7355975,214.69568,400.0,0
-0.047748,0.73113453,214.61017,400.0,0
-0.047747,0.72731364,214.52603,400.0,0
-0.047746,0.7250939,214.44052,400.0,0
-0.047745,0.72522604,214.35611,400.0,0
-0.047744,0.7265909,214.27147,400.0,0
-0.047743,0.7330083,214.18544,400.0,0
-0.047742,0.73757195,214.1008,400.0,0
-0.047741,0.739082,214.01477,400.0,0
-0.04774,0.7373085,213.93015,400.0,0
-0.047739,0.73319286,213.84412,400.0,0
-0.047738,0.72855175,213.75948,400.0,0
-0.047737,0.72458744,213.67484,400.0,0
-0.047736,0.7222557,213.5888,400.0,0
-0.047735,0.72230434,213.50417,400.0,0
-0.047734,0.7252325,213.41814,400.0,0
-0.047733,0.72981375,213.33351,400.0,0
-0.047732,0.73354137,213.24748,400.0,0
-0.047731,0.7343888,213.16284,400.0,0
-0.04773,0.731753,213.07683,400.0,0
-0.047729,0.72701347,212.99219,400.0,0
-0.047728,0.72187036,212.9071,400.0,0
-0.047727,0.7175109,212.82057,400.0,0
-0.047726,0.714878,212.73544,400.0,0
-0.047725,0.7147084,212.6489,400.0,0
-0.047724,0.7174805,212.56375,400.0,0
-0.047723,0.72188294,212.47722,400.0,0
-0.047722,0.72538114,212.39209,400.0,0
-0.047721,0.72605485,212.30554,400.0,0
-0.04772,0.72327936,212.2204,400.0,0
-0.047719,0.7185207,212.13527,400.0,0
-0.047718,0.7134973,212.04874,400.0,0
-0.047717,0.70937264,211.9636,400.0,0
-0.047716,0.7070697,211.87704,400.0,0
-0.047715,0.70730776,211.79192,400.0,0
-0.047714,0.7104963,211.70538,400.0,0
-0.047713,0.7152192,211.62024,400.0,0
-0.047712,0.7188617,211.535,400.0,0
-0.047711,0.71956617,211.44797,400.0,0
-0.04771,0.7168525,211.36232,400.0,0
-0.047709,0.7120978,211.27527,400.0,0
-0.047708,0.70711213,211.18964,400.0,0
-0.047707,0.7030569,211.1026,400.0,0
-0.047706,0.7008527,211.01697,400.0,0
-0.047705,0.7012168,210.92992,400.0,0
-0.047704,0.704513,210.84428,400.0,0
-0.047703,0.70930856,210.75864,400.0,0
-0.047702,0.71293783,210.67162,400.0,0
-0.047701,0.713627,210.58597,400.0,0
-0.0477,0.7110304,210.49892,400.0,0
-0.047699,0.7064005,210.41328,400.0,0
-0.047698,0.70165366,210.32623,400.0,0
-0.047697,0.69793046,210.2406,400.0,0
-0.047696,0.69613343,210.15356,400.0,0
-0.047695,0.6969647,210.06764,400.0,0
-0.047694,0.7006538,209.98152,400.0,0
-0.047693,0.70579195,209.89398,400.0,0
-0.047692,0.70957595,209.80786,400.0,0
-0.047691,0.7103037,209.7203,400.0,0
-0.04769,0.70780474,209.63419,400.0,0
-0.047689,0.7031631,209.54665,400.0,0
-0.047688,0.69842726,209.4605,400.0,0
-0.047687,0.6947362,209.37437,400.0,0
-0.047686,0.6929911,209.28683,400.0,0
-0.047685,0.6938924,209.20071,400.0,0
-0.047684,0.697591,209.11316,400.0,0
-0.047683,0.7027266,209.02702,400.0,0
-0.047682,0.70641583,208.93948,400.0,0
-0.047681,0.70681345,208.85335,400.0,0
-0.04768,0.7040726,208.76582,400.0,0
-0.047679,0.69985753,208.67967,400.0,0
-0.047678,0.6955787,208.59312,400.0,0
-0.047677,0.6923668,208.50508,400.0,0
-0.047676,0.6911157,208.41846,400.0,0
-0.047675,0.6925198,208.33041,400.0,0
-0.047674,0.69653887,208.24379,400.0,0
-0.047673,0.70196724,208.15576,400.0,0
-0.047672,0.7057327,208.06914,400.0,0
-0.047671,0.70604694,207.98108,400.0,0
-0.04767,0.7031748,207.89445,400.0,0
-0.047669,0.6988323,207.80785,400.0,0
-0.047668,0.6944319,207.71979,400.0,0
-0.047667,0.6911059,207.63316,400.0,0
-0.047666,0.68974954,207.54514,400.0,0
-0.047665,0.6910579,207.45851,400.0,0
-0.047664,0.6948808,207.37047,400.0,0
-0.047663,0.70012635,207.28384,400.0,0
-0.047662,0.7036147,207.19713,400.0,0
-0.047661,0.70362705,207.1086,400.0,0
-0.04766,0.70051414,207.02147,400.0,0
-0.047659,0.69605666,206.93294,400.0,0
-0.047658,0.69164526,206.84584,400.0,0
-0.047657,0.6883935,206.7573,400.0,0
-0.047656,0.6871807,206.67018,400.0,0
-0.047655,0.6886886,206.58165,400.0,0
-0.047654,0.6925623,206.49455,400.0,0
-0.047653,0.6979243,206.40742,400.0,0
-0.047652,0.701398,206.3189,400.0,0
-0.047651,0.7013426,206.2318,400.0,0
-0.04765,0.6981427,206.14323,400.0,0
-0.047649,0.6936446,206.05614,400.0,0
-0.047648,0.68923193,205.9676,400.0,0
-0.047647,0.68601227,205.88048,400.0,0
-0.047646,0.68485975,205.79195,400.0,0
-0.047645,0.6864047,205.70459,400.0,0
-0.047644,0.69070846,205.61697,400.0,0
-0.047643,0.69536144,205.52797,400.0,0
-0.047642,0.6981177,205.44035,400.0,0
-0.047641,0.69741106,205.35133,400.0,0
-0.04764,0.6936236,205.26375,400.0,0
-0.047639,0.6886633,205.17471,400.0,0
-0.047638,0.68389684,205.08713,400.0,0
-0.047637,0.68041706,204.99951,400.0,0
-0.047636,0.6790857,204.91049,400.0,0
-0.047635,0.68038857,204.8229,400.0,0
-0.047634,0.68469787,204.73387,400.0,0
-0.047633,0.6891213,204.64629,400.0,0
-0.047632,0.6915509,204.55725,400.0,0
-0.047631,0.69057274,204.46967,400.0,0
-0.04763,0.6865185,204.38063,400.0,0
-0.047629,0.68141824,204.29303,400.0,0
-0.047628,0.6766193,204.20503,400.0,0
-0.047627,0.6731981,204.1155,400.0,0
-0.047626,0.6720022,204.02744,400.0,0
-0.047625,0.6733398,203.93791,400.0,0
-0.047624,0.67796206,203.84984,400.0,0
-0.047623,0.68244785,203.76031,400.0,0
-0.047622,0.6848347,203.67224,400.0,0
-0.047621,0.6838406,203.58273,400.0,0
-0.04762,0.67972964,203.49466,400.0,0
-0.047619,0.6746364,203.40657,400.0,0
-0.047618,0.6699004,203.31706,400.0,0
-0.047617,0.6665909,203.22899,400.0,0
-0.047616,0.66554934,203.13948,400.0,0
-0.047615,0.66689014,203.05139,400.0,0
-0.047614,0.67179114,202.96187,400.0,0
-0.047613,0.67628956,202.87381,400.0,0
-0.047612,0.6785716,202.78564,400.0,0
-0.047611,0.6775086,202.69563,400.0,0
-0.04761,0.67326564,202.60707,400.0,0
-0.047609,0.66809905,202.51707,400.0,0
-0.047608,0.6633421,202.42853,400.0,0
-0.047607,0.660059,202.33853,400.0,0
-0.047606,0.6590861,202.24998,400.0,0
-0.047605,0.6603432,202.15999,400.0,0
-0.047604,0.6654143,202.07144,400.0,0
-0.047603,0.66984284,201.98288,400.0,0
-0.047602,0.6719412,201.89287,400.0,0
-0.047601,0.6708262,201.80434,400.0,0
-0.0476,0.6664495,201.71432,400.0,0
-0.047599,0.6612615,201.62578,400.0,0
-0.047598,0.65657836,201.53577,400.0,0
-0.047597,0.65344936,201.44722,400.0,0
-0.047596,0.65269834,201.35722,400.0,0
-0.047595,0.65403503,201.26842,400.0,0
-0.047594,0.6595058,201.17938,400.0,0
-0.047593,0.6641375,201.0889,400.0,0
-0.047592,0.66637695,200.99988,400.0,0
-0.047591,0.6656066,200.9094,400.0,0
-0.04759,0.66149193,200.82037,400.0,0
-0.047589,0.6566913,200.72987,400.0,0
-0.047588,0.6524958,200.64087,400.0,0
-0.047587,0.6499332,200.55183,400.0,0
-0.047586,0.6498089,200.46135,400.0,0
-0.047585,0.65138716,200.37231,400.0,0
-0.047584,0.6577821,200.28185,400.0,0
-0.047583,0.66289324,200.19281,400.0,0
-0.047582,0.6654824,200.10233,400.0,0
-0.047581,0.66516036,200.0133,400.0,0
-0.04758,0.6613403,199.92282,400.0,0
-0.047579,0.6568647,199.8338,400.0,0
-0.047578,0.6530164,199.74437,400.0,0
-0.047577,0.650816,199.6534,400.0,0
-0.047576,0.65106297,199.5639,400.0,0
-0.047575,0.65263295,199.47295,400.0,0
-0.047574,0.6595531,199.38345,400.0,0
-0.047573,0.66478854,199.29248,400.0,0
-0.047572,0.6673215,199.203,400.0,0
-0.047571,0.6662153,199.11205,400.0,0
-0.04757,0.6627535,199.02255,400.0,0
-0.047569,0.6585771,198.93306,400.0,0
-0.047568,0.65497714,198.8421,400.0,0
-0.047567,0.65298134,198.7526,400.0,0
-0.047566,0.6533952,198.66164,400.0,0
-0.047565,0.65479046,198.57214,400.0,0
-0.047564,0.66187215,198.48119,400.0,0
-0.047563,0.66694,198.39168,400.0,0
-0.047562,0.6690737,198.30211,400.0,0
-0.047561,0.66767645,198.21066,400.0,0
-0.04756,0.66390616,198.12071,400.0,0
-0.047559,0.6594924,198.02927,400.0,0
-0.047558,0.6557142,197.9393,400.0,0
-0.047557,0.65358907,197.84789,400.0,0
-0.047556,0.6539136,197.75792,400.0,0
-0.047555,0.6572139,197.66647,400.0,0
-0.047554,0.66221625,197.57652,400.0,0
-0.047553,0.6664145,197.48656,400.0,0
-0.047552,0.6677349,197.39513,400.0,0
-0.047551,0.6655171,197.30518,400.0,0
-0.04755,0.6610825,197.21373,400.0,0
-0.047549,0.65612566,197.12376,400.0,0
-0.047548,0.65190864,197.03232,400.0,0
-0.047547,0.64943457,196.94237,400.0,0
-0.047546,0.64948785,196.85094,400.0,0
-0.047545,0.6525468,196.76073,400.0,0
-0.047544,0.6572529,196.6703,400.0,0
-0.047543,0.66104376,196.57838,400.0,0
-0.047542,0.6619391,196.48796,400.0,0
-0.047541,0.65926397,196.39607,400.0,0
-0.04754,0.6544993,196.30565,400.0,0
-0.047539,0.6493326,196.21375,400.0,0
-0.047538,0.64500797,196.12332,400.0,0
-0.047537,0.64251304,196.0329,400.0,0
-0.047536,0.64261913,195.941,400.0,0
-0.047535,0.6457304,195.85057,400.0,0
-0.047534,0.6504516,195.75867,400.0,0
-0.047533,0.6541411,195.66824,400.0,0
-0.047532,0.65489537,195.57634,400.0,0
-0.047531,0.6520441,195.48592,400.0,0
-0.04753,0.6471549,195.394,400.0,0
-0.047529,0.6419287,195.30357,400.0,0
-0.047528,0.63760185,195.21277,400.0,0
-0.047527,0.6351556,195.12039,400.0,0
-0.047526,0.6353554,195.02951,400.0,0
-0.047525,0.6385115,194.93713,400.0,0
-0.047524,0.64324623,194.84625,400.0,0
-0.047523,0.64682055,194.75388,400.0,0
-0.047522,0.6474339,194.663,400.0,0
-0.047521,0.6443732,194.57062,400.0,0
-0.04752,0.63932896,194.47974,400.0,0
-0.047519,0.63400984,194.38884,400.0,0
-0.047518,0.6296464,194.29648,400.0,0
-0.047517,0.6272145,194.20561,400.0,0
-0.047516,0.6274748,194.11322,400.0,0
-0.047515,0.63061714,194.02235,400.0,0
-0.047514,0.6353344,193.92996,400.0,0
-0.047513,0.63876635,193.8391,400.0,0
-0.047512,0.6392558,193.74811,400.0,0
-0.047511,0.636031,193.65527,400.0,0
-0.04751,0.63090956,193.56395,400.0,0
-0.047509,0.62562364,193.47112,400.0,0
-0.047508,0.6213873,193.37976,400.0,0
-0.047507,0.6191623,193.28693,400.0,0
-0.047506,0.61969715,193.19559,400.0,0
-0.047505,0.6230255,193.10275,400.0,0
-0.047504,0.6279621,193.01141,400.0,0
-0.047503,0.6314945,192.92007,400.0,0
-0.047502,0.6320273,192.82724,400.0,0
-0.047501,0.6289031,192.73592,400.0,0
-0.0475,0.6238576,192.64308,400.0,0
-0.047499,0.61870587,192.55173,400.0,0
-0.047498,0.61465436,192.4589,400.0,0
-0.047497,0.61265814,192.36755,400.0,0
-0.047496,0.6134597,192.27472,400.0,0
-0.047495,0.6169156,192.18314,400.0,0
-0.047494,0.6220175,192.09135,400.0,0
-0.047493,0.6255811,191.99806,400.0,0
-0.047492,0.62611026,191.90627,400.0,0
-0.047491,0.62298334,191.81296,400.0,0
-0.04749,0.6179177,191.72119,400.0,0
-0.047489,0.6127981,191.62788,400.0,0
-0.047488,0.6088252,191.53609,400.0,0
-0.047487,0.6069486,191.44429,400.0,0
-0.047486,0.6079061,191.351,400.0,0
-0.047485,0.61141765,191.25922,400.0,0
-0.047484,0.61662674,191.16592,400.0,0
-0.047483,0.6202175,191.07413,400.0,0
-0.047482,0.62078595,190.98083,400.0,0
-0.047481,0.61785793,190.88905,400.0,0
-0.04748,0.61296725,190.79576,400.0,0
-0.047479,0.60813606,190.70396,400.0,0
-0.047478,0.6045432,190.61177,400.0,0
-0.047477,0.6031199,190.51804,400.0,0
-0.047476,0.6045426,190.42578,400.0,0
-0.047475,0.6089019,190.33205,400.0,0
-0.047474,0.6138189,190.2398,400.0,0
-0.047473,0.6170637,190.14604,400.0,0
-0.047472,0.6169109,190.05382,400.0,0
-0.047471,0.61361045,189.96005,400.0,0
-0.04747,0.60890454,189.86781,400.0,0
-0.047469,0.6042656,189.77557,400.0,0
-0.047468,0.6008723,189.68184,400.0,0
-0.047467,0.59965533,189.5896,400.0,0
-0.047466,0.60118735,189.49585,400.0,0
-0.047465,0.6058174,189.40361,400.0,0
-0.047464,0.61080146,189.30984,400.0,0
-0.047463,0.6140224,189.2176,400.0,0
-0.047462,0.61380017,189.12529,400.0,0
-0.047461,0.6105059,189.03108,400.0,0
-0.04746,0.60593086,188.9384,400.0,0
-0.047459,0.6015238,188.8442,400.0,0
-0.047458,0.59844327,188.75151,400.0,0
-0.047457,0.59760284,188.65732,400.0,0
-0.047456,0.59935933,188.56464,400.0,0
-0.047455,0.60455334,188.47043,400.0,0
-0.047454,0.6097888,188.37775,400.0,0
-0.047453,0.61313546,188.28505,400.0,0
-0.047452,0.61297303,188.19084,400.0,0
-0.047451,0.609731,188.09816,400.0,0
-0.04745,0.60525376,188.00397,400.0,0
-0.047449,0.60098106,187.91129,400.0,0
-0.047448,0.598064,187.81708,400.0,0
-0.047447,0.5974096,187.7244,400.0,0
-0.047446,0.5991568,187.63019,400.0,0
-0.047445,0.6046517,187.53726,400.0,0
-0.047444,0.6098711,187.44415,400.0,0
-0.047443,0.61306435,187.3495,400.0,0
-0.047442,0.61272067,187.25636,400.0,0
-0.047441,0.6093006,187.16171,400.0,0
-0.04744,0.6047423,187.06859,400.0,0
-0.047439,0.6004678,186.97394,400.0,0
-0.047438,0.597613,186.88081,400.0,0
-0.047437,0.5970721,186.78769,400.0,0
-0.047436,0.59874684,186.69304,400.0,0
-0.047435,0.60449886,186.5999,400.0,0
-0.047434,0.60968566,186.50526,400.0,0
-0.047433,0.6127219,186.41214,400.0,0
-0.047432,0.61219776,186.31749,400.0,0
-0.047431,0.60856324,186.22437,400.0,0
-0.04743,0.6038397,186.1297,400.0,0
-0.047429,0.5994419,186.03659,400.0,0
-0.047428,0.59649944,185.94307,400.0,0
-0.047427,0.5959013,185.84798,400.0,0
-0.047426,0.5973549,185.75443,400.0,0
-0.047425,0.60310423,185.65932,400.0,0
-0.047424,0.60805625,185.56577,400.0,0
-0.047423,0.61073285,185.47067,400.0,0
-0.047422,0.60989475,185.3771,400.0,0
-0.047421,0.6059138,185.28201,400.0,0
-0.04742,0.6009508,185.18846,400.0,0
-0.047419,0.59640324,185.09488,400.0,0
-0.047418,0.59338623,184.99979,400.0,0
-0.047417,0.59277636,184.90622,400.0,0
-0.047416,0.5940559,184.81113,400.0,0
-0.047415,0.59989023,184.71758,400.0,0
-0.047414,0.60471684,184.62247,400.0,0
-0.047413,0.6071574,184.52892,400.0,0
-0.047412,0.60611606,184.43527,400.0,0
-0.047411,0.6018758,184.33972,400.0,0
-0.04741,0.5967137,184.24573,400.0,0
-0.047409,0.5920201,184.15019,400.0,0
-0.047408,0.5889038,184.0562,400.0,0
-0.047407,0.58823574,183.96065,400.0,0
-0.047406,0.58930033,183.86667,400.0,0
-0.047405,0.59509623,183.77113,400.0,0
-0.047404,0.59971523,183.67712,400.0,0
-0.047403,0.60183495,183.58315,400.0,0
-0.047402,0.6005938,183.4876,400.0,0
-0.047401,0.5960778,183.3936,400.0,0
-0.0474,0.5907537,183.29805,400.0,0
-0.047399,0.5859944,183.20407,400.0,0
-0.047398,0.58289427,183.10854,400.0,0
-0.047397,0.5823115,183.01453,400.0,0
