Time,IL2,Rede,Bus,HIL0 digital input 29
-0.049927,1.257314,311.1045,400.0,0
-0.049926,1.252849,311.1056,400.0,0
-0.049925,1.2489601,311.1067,400.0,0
-0.049924,1.2462125,311.1078,400.0,0
-0.049923,1.2450472,311.10892,400.0,0
-0.049922,1.2455469,311.11002,400.0,0
-0.049921,1.2478613,311.1111,400.0,0
-0.04992,1.2485796,311.1122,400.0,0
-0.049919,1.2466505,311.1133,400.0,0
-0.049918,1.2428321,311.11444,400.0,0
-0.049917,1.2383523,311.11554,400.0,0
-0.049916,1.2340375,311.11667,400.0,0
-0.049915,1.2305486,311.11774,400.0,0
