Time,IL1,IL2,Rede,Vbus11
-0.49538,4.1262884,0.12038279,9.991111,421.11246
-0.49536,4.2184815,0.11332787,8.087321,421.3059
-0.49534,4.4401455,0.10169291,6.2336984,421.51373
-0.49532,4.6254845,0.084237404,4.427305,421.6768
-0.4953,4.948991,0.053302165,2.6673393,421.84952
-0.49528,5.6097937,0.016212909,0.9512705,422.0163
-0.49526,6.003106,-0.009322522,-0.7312809,422.21143
-0.49524,5.6594048,-0.023624932,-2.383392,422.3984
-0.49522,5.569856,-0.043101516,-4.00978,422.5873
-0.4952,5.9516263,-0.06512866,-5.6143613,422.76505
-0.49518,4.5173697,-0.07145243,-7.2015934,423.04474
-0.49516,3.9468708,-0.077627316,-8.78076,423.2576
-0.49514,3.6810846,-0.09343406,-10.355717,423.45227
-0.49512,3.4256203,-0.114313245,-11.931576,423.65836
-0.4951,3.3299785,-0.13457741,-13.514074,423.8514
-0.49508,3.0016487,-0.14946653,-15.107798,424.06226
-0.49506,2.6597908,-0.15621178,-16.71942,424.25986
-0.49504,2.2089326,-0.15868875,-18.352015,424.4675
-0.49502,1.7836825,-0.16662689,-20.009657,424.65854
-0.495,1.5801791,-0.18426567,-21.698183,424.832
-0.49498,1.5969844,-0.20328504,-23.420574,425.02917
-0.49496,1.08185,-0.20748527,-25.18018,425.226
-0.49494,0.6724491,-0.21187265,-26.978045,425.40997
-0.49492,0.41324437,-0.22222368,-28.816162,425.5787
-0.4949,0.34767145,-0.23208937,-30.698828,425.77524
-0.49488,0.011920272,-0.2295001,-32.62626,425.9638
-0.49486,-0.5012053,-0.22228123,-34.598747,426.1654
-0.49484,-0.8394713,-0.22127932,-36.61472,426.37292
-0.49482,-1.1313187,-0.22890435,-38.6737,426.56998
-0.4948,-1.3177356,-0.24343362,-40.77739,426.72952
-0.49478,-1.5280288,-0.25910118,-42.922947,426.89697
-0.49476,-1.654903,-0.2722026,-45.10872,427.07785
-0.49474,-1.9209231,-0.2770953,-47.330715,427.26746
-0.49472,-2.2644162,-0.2762583,-49.586365,427.4411
-0.4947,-2.4842103,-0.2700023,-51.87454,427.60776
-0.49468,-3.0172167,-0.25984356,-54.189995,427.79782
-0.49466,-3.3953426,-0.26165506,-56.53068,427.94562
-0.49464,-3.4944344,-0.28064612,-58.891125,428.10635
-0.49462,-3.4863794,-0.30122256,-61.26759,428.26648
-0.4946,-3.7274892,-0.31215253,-63.656776,428.4607
-0.49458,-3.9800768,-0.31541577,-66.05229,428.61935
-0.49456,-4.413366,-0.31596574,-68.453316,428.77615
-0.49454,-4.792952,-0.32385042,-70.85411,428.91882
-0.49452,-5.021179,-0.34328234,-73.25102,429.04282
-0.4945,-5.017282,-0.37364665,-75.639824,429.17572
-0.49448,-4.9798417,-0.3983345,-78.0145,429.34485
-0.49446,-5.269717,-0.40605962,-80.37653,429.52713
-0.49444,-5.662157,-0.4024474,-82.72121,429.65543
-0.49442,-6.08421,-0.39884767,-85.04599,429.76974
-0.4944,-6.296249,-0.40564096,-87.347176,429.89044
-0.49438,-6.50614,-0.42224514,-89.62043,429.99298
-0.49436,-6.3065825,-0.44591105,-91.86983,430.13776
-0.49434,-6.119068,-0.46115053,-94.09246,430.29285
-0.49432,-6.274506,-0.46374908,-96.28765,430.4431
-0.4943,-6.4385104,-0.4656507,-98.4533,430.54953
-0.49428,-4.820278,-0.47793704,-100.58741,430.74173
-0.49426,-4.2529254,-0.49470764,-102.69613,430.88104
-0.49424,-3.9598637,-0.5063012,-104.77856,431.03244
-0.49422,-3.8837051,-0.5194115,-106.83586,431.12607
-0.4942,-3.4500213,-0.5464377,-108.86809,431.2344
-0.49418,-2.8108108,-0.5768725,-110.87538,431.35855
-0.49416,-2.4312313,-0.5991282,-112.864876,431.491
-0.49414,-1.9254465,-0.61341,-114.83719,431.63507
-0.49412,-1.7303852,-0.61752504,-116.79474,431.7792
-0.4941,-1.5948312,-0.6222929,-118.73944,431.88123
-0.49408,-1.2215656,-0.6363448,-120.672745,431.9557
-0.49406,-0.42185155,-0.6554683,-122.601425,432.06314
-0.49404,-0.13234915,-0.6642868,-124.52663,432.19943
-0.49402,0.05542011,-0.67210513,-126.451035,432.301
-0.494,0.34434515,-0.687553,-128.3776,432.36368
-0.49398,1.1306155,-0.70699173,-130.30772,432.45038
-0.49396,1.4672171,-0.71457565,-132.24672,432.57602
-0.49394,1.5447816,-0.7184659,-134.19519,432.6681
-0.49392,2.153434,-0.7276762,-136.15503,432.72528
-0.4939,2.2386093,-0.73816216,-138.12894,432.78436
-0.49388,2.8432698,-0.761559,-140.11711,432.83102
-0.49386,3.4927616,-0.78572136,-142.12282,432.90964
-0.49384,3.8942392,-0.7980612,-144.14519,432.985
-0.49382,4.1125116,-0.80125546,-146.18468,433.05417
-0.4938,4.3480363,-0.80385435,-148.24248,433.12396
-0.49378,4.297482,-0.806677,-150.31682,433.19724
-0.49376,4.117026,-0.81347346,-152.40909,433.24902
-0.49374,4.278454,-0.82644683,-154.5166,433.27585
-0.49372,3.9016309,-0.82967985,-156.63805,433.41956
-0.4937,2.9005275,-0.8082972,-158.77255,433.5456
-0.49368,2.3297575,-0.8035403,-160.9162,433.56027
-0.49366,2.450678,-0.8223109,-163.06929,433.53677
-0.49364,2.1464157,-0.8456262,-165.22762,433.57007
-0.49362,1.5524566,-0.8792815,-167.38853,433.54108
-0.4936,2.1480749,-0.9328988,-169.54892,433.5514
-0.49358,2.3056736,-0.9617664,-171.70338,433.68274
-0.49356,1.8862153,-0.95585465,-173.85239,433.76608
-0.49354,1.3004744,-0.93274677,-175.99094,433.84177
-0.49352,0.6201115,-0.9161594,-178.1158,433.82034
-0.4935,0.59192294,-0.9255786,-180.22241,433.7249
-0.49348,0.62158936,-0.9438824,-182.30501,433.6984
-0.49346,0.5935208,-0.95807236,-184.36525,433.71927
-0.49344,0.32710505,-0.96474534,-186.39851,433.7472
-0.49342,0.2922292,-0.96763325,-188.40193,433.75146
-0.4934,-0.14874323,-0.96020883,-190.37067,433.7584
-0.49338,-0.47089916,-0.9568093,-192.29984,433.7352
-0.49336,-0.59197986,-0.96523356,-194.19308,433.6892
-0.49334,-0.38603124,-0.9786383,-196.04703,433.65634
-0.49332,-0.6107975,-0.97726923,-197.86018,433.6816
-0.4933,-1.0410242,-0.9668562,-199.62857,433.6776
-0.49328,-1.298673,-0.9637243,-201.34929,433.63858
-0.49326,-1.4796826,-0.9721554,-203.02795,433.5929
-0.49324,-1.3810489,-0.9887219,-204.66313,433.5673
-0.49322,-1.4720916,-0.99770457,-206.2551,433.56314
-0.4932,-1.5851328,-0.9982728,-207.80176,433.5685
-0.49318,-1.8760742,-0.99224067,-209.3025,433.5962
-0.49316,-2.198484,-0.9860567,-210.76451,433.57852
-0.49314,-2.6234124,-0.98911315,-212.18817,433.47574
-0.49312,-1.5294366,-1.0049775,-213.57549,433.46948
-0.4931,-0.7208634,-0.94470996,-214.92664,433.83386
-0.49308,-3.9463396,-0.82550865,-216.24306,433.81778
-0.49306,-4.184848,-0.80685043,-217.53227,433.43652
-0.49304,-3.2908697,-0.85884285,-218.7961,433.25052
-0.49302,-2.7529764,-0.9223,-220.03758,433.1995
-0.493,-2.454386,-0.96561235,-221.25888,433.29913
-0.49298,-2.9168758,-0.97494596,-222.46254,433.3869
-0.49296,-3.6236937,-0.9722794,-223.65529,433.32062
-0.49294,-3.9732044,-0.9872815,-224.83936,433.20282
-0.49292,-3.856842,-1.0246047,-226.01793,433.1007
-0.4929,-3.5952482,-1.0624181,-227.1942,433.0855
-0.49288,-3.9177167,-1.0819353,-228.37068,433.03635
-0.49286,-4.2661953,-1.0987042,-229.55225,432.96378
-0.49284,-4.3197503,-1.1222923,-230.74051,432.88312
-0.49282,-4.2202992,-1.1384339,-231.93785,432.87253
-0.4928,-4.8191915,-1.1475856,-233.14726,432.71857
-0.49278,-4.7308064,-1.1677037,-234.37009,432.61398
-0.49276,-4.478363,-1.1806401,-235.60889,432.6032
-0.49274,-4.986183,-1.1797459,-236.86383,432.54932
-0.49272,-5.2785935,-1.1818721,-238.13577,432.43713
-0.4927,-5.371707,-1.194345,-239.4264,432.2868
-0.49268,-5.0629926,-1.2134215,-240.7351,432.1997
-0.49266,-5.1674666,-1.2189605,-242.06235,432.17035
-0.49264,-5.33793,-1.2083997,-243.40654,432.09027
-0.49262,-5.6276026,-1.1974752,-244.76674,431.933
-0.4926,-5.213052,-1.1976007,-246.14264,431.83713
-0.49258,-3.3184886,-1.194153,-247.53148,431.8075
-0.49256,-2.7238998,-1.1812564,-248.93245,431.73874
-0.49254,-2.7775729,-1.1624362,-250.34239,431.62805
-0.49252,-1.7901287,-1.1523952,-251.75888,431.54712
-0.4925,-1.8239938,-1.1409255,-253.17947,431.44327
-0.49248,-1.4457366,-1.1522397,-254.59978,431.2227
-0.49246,-0.22125876,-1.1801655,-256.0189,431.07562
-0.49244,0.49421528,-1.1753514,-257.43262,431.14563
-0.49242,0.40975183,-1.1501162,-258.83783,431.10333
-0.4924,-0.17478769,-1.1415982,-260.23044,430.86612
-0.49238,1.1234647,-1.1735786,-261.60535,430.58627
-0.49236,2.38272,-1.1928408,-262.96262,430.5729
-0.49234,2.3874233,-1.1920875,-264.29803,430.53406
-0.49232,2.475151,-1.1983769,-265.60858,430.39343
-0.4923,2.81541,-1.1960752,-266.88947,430.32205
-0.49228,3.09221,-1.1635747,-268.13596,430.36066
-0.49226,1.4307563,-1.1114045,-269.34982,430.30276
-0.49224,0.9436299,-1.1049019,-270.52768,429.9827
-0.49222,2.9794092,-1.1297252,-271.66742,429.77045
-0.4922,1.7221036,-1.1022563,-272.76447,429.93823
-0.49218,0.9696088,-1.0749084,-273.8155,429.76184
-0.49216,1.0666853,-1.0866117,-274.82404,429.56735
-0.49214,1.3925117,-1.1029274,-275.7882,429.50183
-0.49212,0.7084194,-1.1040123,-276.70715,429.3913
-0.4921,0.3529796,-1.1266245,-277.57742,429.17474
-0.49208,1.4130201,-1.1684402,-278.39743,429.03214
-0.49206,0.72335535,-1.1803842,-279.17215,429.05176
-0.49204,0.22662245,-1.1885896,-279.90118,428.87775
-0.49202,0.09495877,-1.2166064,-280.58508,428.69086
-0.492,1.1276399,-1.2501062,-281.2218,428.62268
-0.49198,0.22684264,-1.2468065,-281.8114,428.63367
-0.49196,-0.30581883,-1.2439945,-282.35947,428.43427
-0.49194,-0.5414702,-1.2669212,-282.86688,428.16254
-0.49192,0.653873,-1.3032758,-283.33502,428.03595
-0.4919,0.50265723,-1.2880692,-283.7632,428.20895
-0.49188,-1.0162189,-1.2450541,-284.1526,428.04364
-0.49186,-0.95505285,-1.2426592,-284.50842,427.76395
-0.49184,-0.0420105,-1.2581298,-284.83215,427.60135
-0.49182,-0.185996,-1.239002,-285.12555,427.7013
-0.4918,-1.4608167,-1.2066456,-285.3887,427.4782
-0.49178,-1.1241555,-1.2127796,-285.62302,427.23578
-0.49176,-0.31494823,-1.2253361,-285.83276,427.12863
-0.49174,-0.8721746,-1.1988192,-286.01932,427.2296
-0.49172,-1.6860136,-1.1724467,-286.18414,426.98108
-0.4917,-1.3036927,-1.1755372,-286.32745,426.8474
-0.49168,-0.6574899,-1.17676,-286.45032,426.7857
-0.49166,-1.4955856,-1.1424121,-286.55566,426.8527
-0.49164,-2.2502992,-1.1229613,-286.64432,426.5487
-0.49162,-1.6926967,-1.142234,-286.71713,426.37808
-0.4916,-0.7468509,-1.1571835,-286.77386,426.3619
-0.49158,-2.3226678,-1.1491019,-286.815,426.2492
-0.49156,-1.9846375,-1.173387,-286.84216,425.99188
-0.49154,-1.8947005,-1.2066284,-286.85562,425.87906
-0.49152,-0.94601786,-1.2237339,-286.85562,425.93295
-0.4915,-2.8666635,-1.211329,-286.84137,425.81827
-0.49148,-2.5481358,-1.2413714,-286.81274,425.50336
-0.49146,-2.177802,-1.2852044,-286.77072,425.36743
-0.49144,-1.2144682,-1.3019043,-286.71527,425.46658
-0.49142,-3.2411547,-1.2800807,-286.64624,425.33597
-0.4914,-3.0655084,-1.2993896,-286.5627,424.99875
-0.49138,-2.7285323,-1.3373139,-286.4645,424.78226
-0.49136,-1.765819,-1.3537343,-286.35248,424.84286
-0.49134,-3.5804713,-1.3366976,-286.2268,424.68015
-0.49132,-3.457983,-1.3538423,-286.0876,424.3634
-0.4913,-3.206194,-1.3884751,-285.93427,424.12753
-0.49128,-2.148197,-1.401584,-285.76727,424.1991
-0.49126,-4.0240126,-1.3787054,-285.5879,424.0247
-0.49124,-3.9111075,-1.3924825,-285.39694,423.68665
-0.49122,-3.3483264,-1.4096749,-285.1953,423.5791
-0.4912,-2.9822912,-1.3991058,-284.9835,423.59457
-0.49118,-4.709877,-1.3802004,-284.7629,423.28735
-0.49116,-4.1478486,-1.406875,-284.53546,422.95325
-0.49114,-3.8055282,-1.4405643,-284.30286,422.76678
-0.49112,-3.072593,-1.4436445,-284.0669,422.84787
-0.4911,-4.925718,-1.4214712,-283.8295,422.5932
-0.49108,-4.6385818,-1.4387302,-283.5934,422.2583
-0.49106,-4.3869834,-1.4707328,-283.36047,421.99387
-0.49104,-3.5550463,-1.480168,-283.1333,422.0408
-0.49102,-5.140297,-1.4639853,-282.91428,421.80038
-0.491,-4.8156123,-1.4800991,-282.7068,421.4929
-0.49098,-4.4674644,-1.5059992,-282.5142,421.26324
-0.49096,-3.6273558,-1.5054762,-282.3378,421.32935
-0.49094,-2.41946,-1.4414291,-282.18033,421.40732
-0.49092,-2.7021885,-1.405958,-282.04422,421.0208
-0.4909,-1.0051576,-1.4068047,-281.93356,420.827
-0.49088,-0.7419424,-1.3864388,-281.85138,420.7741
-0.49086,-1.4662135,-1.3954285,-281.7977,420.29526
-0.49084,0.25313824,-1.4597601,-281.77438,419.9272
-0.49082,1.4755416,-1.5100765,-281.7831,419.8067
-0.4908,2.539261,-1.4976072,-281.82736,419.99487
-0.49078,1.6707071,-1.4028246,-281.9088,420.18137
-0.49076,0.51176107,-1.3386788,-282.02554,419.73608
-0.49074,1.7303348,-1.3490548,-282.17773,419.3089
-0.49072,1.4031334,-1.3539631,-282.3654,419.25653
-0.4907,0.8099792,-1.3581996,-282.59015,418.96313
-0.49068,1.182188,-1.3908347,-282.85117,418.69754
-0.49066,2.0340598,-1.4155115,-283.14468,418.54437
-0.49064,2.8532586,-1.3973767,-283.4687,418.64075
-0.49062,0.34172833,-1.3269672,-283.82086,418.64435
-0.4906,0.43554857,-1.3057963,-284.19995,418.21948
-0.49058,1.0313705,-1.3190539,-284.60223,417.9519
-0.49056,0.6876887,-1.3174464,-285.02274,417.9253
-0.49054,0.112589024,-1.3154157,-285.45718,417.64404
-0.49052,0.36712018,-1.3378946,-285.90118,417.3892
-0.4905,1.016519,-1.3585334,-286.3501,417.20285
-0.49048,0.48047322,-1.3459022,-286.79758,417.25607
-0.49046,-0.4087848,-1.3316468,-287.23883,416.98297
