Time,IL1,IL2,Rede,Vbus11,Vpv
-0.49778,-1.5470343,1.3697363,292.24597,416.24753,21.473946
-0.49776,-1.2681829,1.3132001,292.73764,416.3199,21.470924
-0.49774,-1.2013464,1.2871405,293.2229,415.96375,21.467876
-0.49772,-2.1277392,1.2829672,293.69617,415.7702,21.464848
-0.4977,-1.0103537,1.2445387,294.15176,415.81046,21.461838
-0.49768,-0.15332578,1.2304037,294.58392,415.4538,21.458843
-0.49766,-1.81584,1.2824051,294.98682,415.10846,21.455805
-0.49764,-2.2078712,1.2979952,295.35123,415.16724,21.452646
-0.49762,-1.1297009,1.2449633,295.67096,415.34348,21.44957
-0.4976,0.21650957,1.1998459,295.94247,415.06573,21.446463
-0.49758,-1.1026565,1.229864,296.16016,414.70947,21.443329
-0.49756,-1.5718375,1.2432342,296.31854,414.64523,21.440205
-0.49754,-0.7544437,1.2054325,296.40762,414.7636,21.437098
-0.49752,0.34683624,1.1759814,296.4218,414.5033,21.433954
-0.4975,-0.92512953,1.2087799,296.3613,414.21448,21.430813
-0.49748,-1.4347451,1.2172282,296.22214,414.17297,21.42764
-0.49746,0.6600207,1.1930009,296.00082,414.0869,21.424469
-0.49744,0.24250689,1.2348292,295.6882,413.70193,21.421284
-0.49742,-0.9506719,1.2934825,295.2813,413.647,21.41804
-0.4974,-1.2467879,1.291495,294.7846,413.725,21.41476
-0.49738,1.0593961,1.2545401,294.19696,413.63486,21.41152
-0.49736,0.66247225,1.2906511,293.51788,413.23892,21.408205
-0.49734,-0.42457265,1.3504895,292.7415,413.137,21.404842
-0.49732,-0.9461646,1.3589947,291.86795,413.18823,21.40145
-0.4973,1.3342429,1.3290852,290.9058,413.1015,21.398033
-0.49728,1.0289756,1.368564,289.8573,412.7186,21.394577
-0.49726,0.042421166,1.4286891,288.72534,412.56744,21.391071
-0.49724,-0.57686573,1.4401153,287.50882,412.61362,21.38758
-0.49722,1.5847402,1.4113768,286.21097,412.53543,21.38414
-0.4972,1.343264,1.4449046,284.84308,412.15237,21.380695
-0.49718,0.4514424,1.4946775,283.4104,412.00214,21.377237
-0.49716,0.08584377,1.5031236,281.91867,412.00647,21.373808
-0.49714,1.2292613,1.4586399,280.37192,412.10284,21.370386
-0.49712,2.294479,1.439952,278.77567,411.7029,21.366917
-0.4971,0.9823042,1.4834919,277.14154,411.3666,21.363338
-0.49708,0.5776614,1.5038717,275.47678,411.3414,21.359636
-0.49706,1.4226519,1.4713652,273.78995,411.41895,21.355852
-0.49704,2.6311002,1.4524508,272.0851,411.06458,21.352003
-0.49702,1.5010047,1.494601,270.3725,410.74463,21.348125
-0.497,1.1288645,1.5214033,268.6605,410.69864,21.344189
-0.49698,1.9326583,1.5036465,266.95627,410.7349,21.340258
-0.49696,2.1141853,1.4624679,265.26688,410.69452,21.336285
-0.49694,2.5608802,1.4350883,263.6025,410.42172,21.332212
-0.49692,2.552003,1.4478841,261.96793,410.20486,21.32815
-0.4969,1.1319838,1.462205,260.36887,410.17877,21.324091
-0.49688,2.920238,1.4252714,258.81073,410.11224,21.320076
-0.49686,3.0454783,1.4291176,257.29852,409.79965,21.316055
-0.49684,2.807906,1.467554,255.84174,409.58597,21.312065
-0.49682,2.535079,1.487984,254.44217,409.55875,21.308126
-0.4968,1.7718557,1.4858099,253.1004,409.53806,21.304228
-0.49678,3.5106876,1.4432689,251.81862,409.45282,21.3003
-0.49676,3.670577,1.4357998,250.5984,409.16437,21.29637
-0.49674,2.4933891,1.4375477,249.446,409.13074,21.292416
-0.49672,3.764234,1.4004352,248.35922,409.05423,21.288462
-0.4967,4.0546083,1.3949002,247.33376,408.7948,21.284512
-0.49668,3.6191597,1.4167584,246.36795,408.60916,21.280617
-0.49666,3.5115566,1.4136133,245.45944,408.61166,21.276829
-0.49664,4.187623,1.3942045,244.60951,408.49594,21.27314
-0.49662,4.315483,1.3881887,243.81198,408.32425,21.269472
-0.4966,4.09607,1.3896927,243.05922,408.19296,21.26579
-0.49658,4.172199,1.3667893,242.34608,408.19193,21.262245
-0.49656,4.7626185,1.3354971,241.66739,408.07626,21.258791
-0.49654,5.125381,1.3277537,241.01732,407.83823,21.255424
-0.49652,4.5646477,1.3419284,240.38841,407.7091,21.252075
-0.4965,4.290036,1.3226378,239.7717,407.7877,21.248648
-0.49648,5.192028,1.2778505,239.15982,407.7163,21.2452
-0.49646,5.4071975,1.2529997,238.54512,407.53806,21.241838
-0.49644,4.960964,1.2540748,237.91904,407.4053,21.238554
-0.49642,4.545028,1.238944,237.27132,407.45657,21.235329
-0.4964,2.9483063,1.2008615,236.5955,407.479,21.23213
-0.49638,2.836064,1.170806,235.88391,407.32217,21.228762
-0.49636,2.090794,1.1669962,235.12904,407.2036,21.225454
-0.49634,1.2058697,1.1562905,234.32005,407.2438,21.222153
-0.49632,1.0487648,1.131988,233.44768,407.22232,21.218914
-0.4963,0.660153,1.1104193,232.50972,407.15015,21.215769
-0.49628,0.15303543,1.0999826,231.50023,407.09473,21.212702
-0.49626,-0.5132529,1.085191,230.41373,407.12625,21.209694
-0.49624,-0.8215852,1.0678457,229.24,407.09845,21.206726
-0.49622,-1.2061352,1.0562756,227.97255,407.0215,21.20382
-0.4962,-1.7135572,1.0579422,226.61465,406.96796,21.200947
-0.49618,-2.464306,1.056933,225.16359,406.9963,21.198149
-0.49616,-2.8662162,1.0423661,223.61743,407.04657,21.195448
-0.49614,-2.978,1.0256511,221.96916,407.0098,21.19287
-0.49612,-3.1583514,1.0231107,220.21608,406.98822,21.190348
-0.4961,-3.2446902,1.0261111,218.36674,406.9956,21.187883
-0.49608,-3.2798846,1.0254873,216.42238,407.0411,21.185583
-0.49606,-3.240767,1.0240974,214.385,407.02573,21.183449
-0.49604,-2.7203794,1.0278893,212.25267,407.10538,21.181458
-0.49602,-2.7128136,1.0302749,210.02644,407.14142,21.179548
-0.496,-2.667128,1.0253469,207.7185,407.18835,21.177654
-0.49598,-2.3351216,1.0147165,205.33365,407.23474,21.175797
-0.49596,-2.0201917,1.013929,202.87729,407.24463,21.174002
-0.49594,-2.2788289,1.0284808,200.353,407.24857,21.172283
-0.49592,-2.516809,1.0336826,197.7645,407.33392,21.170563
-0.4959,-2.2136123,1.0175481,195.12506,407.4431,21.16883
-0.49588,-1.8740731,0.9964516,192.4418,407.47098,21.167082
-0.49586,-1.6608255,0.9831566,189.72417,407.5118,21.165352
-0.49584,-1.6384473,0.9811478,186.97368,407.5821,21.163725
-0.49582,-1.6458453,0.9825306,184.2015,407.6306,21.16214
-0.4958,-1.5090007,0.9786593,181.41708,407.6789,21.160591
-0.49578,-1.4334571,0.97085327,178.62784,407.77548,21.159096
-0.49576,-1.2312279,0.95888036,175.84105,407.89215,21.157646
-0.49574,-0.94929284,0.9449645,173.06717,407.94183,21.156212
-0.49572,-0.8207406,0.93608284,170.30959,407.9913,21.154745
-0.4957,-0.76190615,0.93247384,167.57607,408.04553,21.153246
-0.49568,-0.7875368,0.92570704,164.87245,408.16034,21.151808
-0.49566,-0.44771338,0.90676874,162.20406,408.26083,21.150381
-0.49564,-0.06028111,0.89127403,159.58116,408.31808,21.149008
-0.49562,-0.02044398,0.8895914,157.0042,408.3643,21.147741
-0.4956,0.03569024,0.8878022,154.47597,408.45447,21.146564
-0.49558,0.096955605,0.8817305,151.99927,408.55588,21.145388
-0.49556,0.27205592,0.86567557,149.57626,408.68085,21.144268
-0.49554,0.6243097,0.84066117,147.21448,408.78546,21.143232
-0.49552,0.93084306,0.81751305,144.91068,408.8869,21.142282
-0.4955,1.1078669,0.8046114,142.66286,408.97693,21.141386
-0.49548,1.0471498,0.7979519,140.47029,409.07315,21.14058
-0.49546,1.1397069,0.7776972,138.3316,409.21295,21.139818
-0.49544,1.475098,0.7436901,136.25009,409.36356,21.139042
-0.49542,1.9282928,0.7109535,134.21895,409.4848,21.138275
-0.4954,2.0823188,0.69086564,132.23302,409.56375,21.137552
-0.49538,2.179184,0.6756476,130.28845,409.68417,21.136942
-0.49536,2.3944142,0.6609159,128.38255,409.8221,21.136473
-0.49534,2.6668773,0.6495154,126.509514,409.94385,21.136087
-0.49532,2.8405032,0.64445925,124.66478,410.03934,21.135803
-0.4953,2.9099832,0.6413531,122.84079,410.1768,21.13562
-0.49528,3.1207755,0.63244045,121.03196,410.33743,21.135502
-0.49526,3.4379458,0.61939204,119.23257,410.4845,21.135502
-0.49524,3.6581454,0.6076953,117.438095,410.60098,21.135633
-0.49522,3.8581352,0.5981366,115.63873,410.7664,21.135868
-0.4952,4.0635386,0.58946633,113.83007,410.926,21.136158
-0.49518,4.445773,0.5777033,112.00653,411.05566,21.13659
-0.49516,4.6121583,0.57341605,110.16272,411.17505,21.137218
-0.49514,4.6879888,0.570553,108.29283,411.36362,21.13799
-0.49512,5.0272326,0.5606784,106.38832,411.51807,21.138813
-0.4951,5.2655516,0.5484553,104.44822,411.66653,21.139704
-0.49508,5.517989,0.5374783,102.46865,411.80548,21.14064
-0.49506,5.67799,0.52989256,100.44621,411.9832,21.141634
-0.49504,5.6770663,0.51659113,98.37616,412.15076,21.142715
-0.49502,5.718434,0.50022525,96.25263,412.32053,21.143894
-0.495,5.735177,0.48507145,94.07889,412.5002,21.145042
-0.49498,4.186714,0.47174066,91.853905,412.74762,21.146261
-0.49496,3.9489865,0.4656865,89.57723,412.90613,21.147587
-0.49494,3.4045315,0.47419024,87.2472,413.08826,21.148981
-0.49492,2.8222375,0.48412296,84.86124,413.31094,21.150496
-0.4949,2.4377007,0.48396242,82.42631,413.5175,21.152103
-0.49488,2.1044214,0.4766847,79.94449,413.70654,21.15379
-0.49486,1.7492514,0.46621698,77.420456,413.90982,21.155485
-0.49484,1.4778001,0.45210266,74.850494,414.1219,21.157255
-0.49482,1.0140699,0.43914112,72.24113,414.3242,21.159027
-0.4948,0.6580631,0.42631403,69.599335,414.51514,21.160807
-0.49478,0.60925555,0.41764793,66.92965,414.6955,21.162657
-0.49476,0.10461208,0.42377844,64.236946,414.91382,21.164541
-0.49474,-0.5118508,0.4321998,61.527637,415.10577,21.166395
-0.49472,-0.7545767,0.4325674,58.803783,415.30536,21.168304
-0.4947,-1.11765,0.43115833,56.0743,415.48407,21.170315
-0.49468,-1.4393095,0.42450726,53.344826,415.7199,21.172384
-0.49466,-1.8876718,0.4117467,50.621025,415.92648,21.17441
-0.49464,-2.1398013,0.39051703,47.91198,416.12012,21.176407
-0.49462,-2.3137436,0.3666269,45.219765,416.30008,21.17841
-0.4946,-2.6846066,0.34907097,42.551064,416.53043,21.180403
-0.49458,-3.0742245,0.33341497,39.910965,416.73465,21.182383
-0.49456,-3.3364086,0.3167835,37.3043,416.91895,21.18443
-0.49454,-3.6625156,0.30389187,34.740753,417.11865,21.186632
-0.49452,-4.0971293,0.29210302,32.220814,417.35217,21.188942
-0.4945,-4.371311,0.27697158,29.747469,417.54785,21.191145
-0.49448,-4.6622686,0.25779352,27.323843,417.74084,21.193346
-0.49446,-4.931061,0.23694217,24.952572,417.94675,21.195522
-0.49444,-5.180235,0.21888454,22.641777,418.14124,21.19761
-0.49442,-5.613128,0.20416641,20.389246,418.31226,21.199509
-0.4944,-5.927534,0.18198034,18.193945,418.50137,21.201395
-0.49438,-5.78367,0.15636633,16.056189,418.73798,21.20331
-0.49436,-5.751648,0.14108647,13.977424,418.93314,21.20526
-0.49434,-5.901221,0.13221784,11.957501,419.11545,21.207205
-0.49432,-6.019941,0.12107505,9.996279,419.31366,21.209072
-0.4943,-4.7381425,0.10295969,8.087824,419.6075,21.210997
-0.49428,-4.6263657,0.080501065,6.2296495,419.7965,21.212955
-0.49426,-4.0294333,0.048664212,4.4188056,420.01147,21.214924
-0.49424,-3.5972197,0.025686765,2.6562836,420.23413,21.216963
-0.49422,-3.2074358,0.019193297,0.9345045,420.4944,21.219152
-0.4942,-3.2187948,0.028238125,-0.7522964,420.67868,21.221426
-0.49418,-3.1762018,0.034541037,-2.4086137,420.87268,21.223772
-0.49416,-2.8426974,0.026081251,-4.0391793,421.08832,21.226168
-0.49414,-2.3868704,0.006444537,-5.6464725,421.33328,21.228624
-0.49412,-2.070207,-0.011395299,-7.2392035,421.5233,21.23116
-0.4941,-1.8383492,-0.025543137,-8.822593,421.72025,21.233755
-0.49408,-1.4641874,-0.038031824,-10.401807,421.9337,21.236376
-0.49406,-1.1674179,-0.04728568,-11.981967,422.18372,21.239038
-0.49404,-0.7798608,-0.052319203,-13.567638,422.37204,21.241678
-0.49402,-0.7097799,-0.051418297,-15.167136,422.56616,21.244375
-0.494,-0.47961548,-0.059015516,-16.78332,422.76102,21.247208
-0.49398,-0.011546464,-0.07891107,-18.420568,423.00247,21.250185
-0.49396,0.43387833,-0.09797816,-20.081614,423.18625,21.2532
-0.49394,0.6265026,-0.10922588,-21.775284,423.3802,21.256226
-0.49392,0.8934574,-0.124156,-23.504093,423.5596,21.25923
-0.4939,1.1873605,-0.14492136,-25.26884,423.7707,21.262224
-0.49388,1.5648916,-0.16945589,-27.071968,423.95908,21.26518
-0.49386,2.034871,-0.18855006,-28.915474,424.13666,21.268047
-0.49384,2.326949,-0.19787158,-30.802519,424.3154,21.270859
-0.49382,2.5178897,-0.20102674,-32.737175,424.52612,21.273735
-0.4938,2.7883375,-0.20682727,-34.715443,424.71082,21.276659
-0.49378,3.1425111,-0.2152317,-36.73731,424.87918,21.27964
-0.49376,3.5182886,-0.22759815,-38.80061,425.06326,21.282648
-0.49374,3.948693,-0.24064358,-40.91076,425.25854,21.285685
-0.49372,4.3307767,-0.24900013,-43.06427,425.4388,21.288792
-0.4937,4.547711,-0.2513386,-45.25634,425.59753,21.291931
-0.49368,4.724419,-0.25838384,-47.48471,425.7768,21.295044
-0.49366,5.328829,-0.2744552,-49.74495,425.9524,21.298143
-0.49364,5.4024024,-0.28632683,-52.039867,426.1369,21.301228
-0.49362,5.2713118,-0.29705948,-54.363728,426.29938,21.304272
-0.4936,5.2437243,-0.30975562,-56.71098,426.50668,21.307472
-0.49358,4.2120795,-0.32415658,-59.078007,426.7304,21.310736
-0.49356,4.024304,-0.33609146,-61.461067,426.91177,21.313951
-0.49354,3.7569165,-0.34040844,-63.854973,427.09882,21.317223
-0.49352,3.364308,-0.33477235,-66.258995,427.30634,21.32056
-0.4935,2.7768862,-0.32999125,-68.66655,427.47128,21.323954
-0.49348,2.4592047,-0.3444561,-71.073845,427.61984,21.327354
-0.49346,2.4948137,-0.3728672,-73.47721,427.77097,21.33078
-0.49344,2.3019326,-0.3909673,-75.87036,427.97897,21.334326
-0.49342,1.9725361,-0.39869437,-78.253296,428.13907,21.337889
-0.4934,1.57215,-0.4040963,-80.62159,428.29858,21.34147
-0.49338,1.3304698,-0.41400117,-82.972435,428.46652,21.345007
-0.49336,1.0541754,-0.42368534,-85.30144,428.64697,21.348549
-0.49334,0.7352238,-0.43283114,-87.60845,428.78525,21.352076
-0.49332,0.4286696,-0.44429088,-89.88948,428.9274,21.355566
-0.4933,0.30200273,-0.46184447,-92.14473,429.0706,21.359198
-0.49328,0.33271527,-0.47504157,-94.37312,429.27106,21.362865
-0.49326,-0.112962976,-0.46665478,-96.57223,429.42636,21.36661
-0.49324,-0.72680485,-0.45697543,-98.74324,429.55585,21.370388
-0.49322,-0.792966,-0.46287102,-100.88462,429.70242,21.374146
-0.4932,-1.1127315,-0.47788593,-102.9988,429.83557,21.377815
-0.49318,-1.1303713,-0.49649382,-105.08663,429.9558,21.381521
-0.49316,-1.4935619,-0.51036143,-107.14928,430.0754,21.385168
-0.49314,-1.8102884,-0.5296951,-109.18494,430.23013,21.388824
-0.49312,-2.0890172,-0.55901194,-111.19912,430.36038,21.39244
-0.4931,-2.2188733,-0.59436166,-113.19384,430.45712,21.395973
-0.49308,-2.2755542,-0.6272857,-115.17135,430.5571,21.39944
-0.49306,-2.3498192,-0.6485989,-117.13248,430.73172,21.402908
-0.49304,-2.9115207,-0.65408736,-119.08227,430.8785,21.40626
-0.49302,-3.4470518,-0.66940284,-121.02232,430.93985,21.40957
-0.493,-3.3399029,-0.70140296,-122.9562,431.00516,21.412836
-0.49298,-3.3501089,-0.7265695,-124.8866,431.15533,21.416142
-0.49296,-3.649193,-0.7363737,-126.81467,431.27277,21.41927
-0.49294,-4.012804,-0.7420022,-128.74652,431.35382,21.422346
-0.49292,-4.179329,-0.74687386,-130.68352,431.42273,21.425333
-0.4929,-4.396815,-0.74819,-132.62787,431.5219,21.428312
-0.49288,-4.5350447,-0.74761736,-134.58171,431.61407,21.431198
-0.49286,-4.724393,-0.7433781,-136.54701,431.69183,21.434002
-0.49284,-4.9844875,-0.73436284,-138.52493,431.75113,21.436783
-0.49282,-5.298018,-0.7262047,-140.52026,431.82846,21.439556
-0.4928,-5.5525303,-0.7291949,-142.53159,431.8663,21.442326
-0.49278,-5.512076,-0.7454345,-144.55962,431.92966,21.445044
-0.49276,-5.556433,-0.75585055,-146.60313,431.9951,21.447649
-0.49274,-5.804954,-0.7544577,-148.66682,432.0886,21.45018
-0.49272,-6.108333,-0.75336397,-150.74866,432.12625,21.452665
-0.4927,-6.296056,-0.7609576,-152.84674,432.16425,21.45507
-0.49268,-6.254452,-0.7766646,-154.96011,432.21072,21.45741
-0.49266,-6.146122,-0.79069054,-157.08575,432.26425,21.45968
-0.49264,-6.0869412,-0.80026907,-159.22624,432.32584,21.461843
-0.49262,-6.1008883,-0.8041563,-161.37753,432.3951,21.463957
-0.4926,-4.26172,-0.80592966,-163.53653,432.53043,21.466124
-0.49258,-3.879958,-0.8051358,-165.70076,432.58334,21.468325
-0.49256,-3.559089,-0.8085402,-167.86755,432.60904,21.470488
-0.49254,-3.0146384,-0.8207385,-170.032,432.65207,21.472828
-0.49252,-2.4172485,-0.83330065,-172.19402,432.74197,21.474869
-0.4925,-1.9944494,-0.83495814,-174.34875,432.81448,21.477379
-0.49248,-1.8372732,-0.83071935,-176.493,432.8467,21.479465
-0.49246,-1.5255172,-0.83677876,-178.62347,432.85138,21.48167
-0.49244,-0.8794314,-0.8574167,-180.73375,432.87878,21.483763
-0.49242,-0.35289884,-0.87490654,-182.82346,432.8959,21.486002
-0.4924,0.04963078,-0.88429844,-184.88905,432.92075,21.48826
-0.49238,0.36692947,-0.8924932,-186.92755,432.9372,21.49056
-0.49236,0.8649635,-0.9081328,-188.93446,432.96265,21.49289
-0.49234,1.4202497,-0.9252708,-190.90794,432.95218,21.495272
-0.49232,1.8589406,-0.9353194,-192.84357,432.9565,21.497648
-0.4923,2.173306,-0.9429401,-194.74158,432.95645,21.500027
-0.49228,2.6270227,-0.9567329,-196.60017,432.96106,21.50238
-0.49226,3.2195969,-0.976881,-198.41635,432.9322,21.504612
-0.49224,3.7258575,-0.99102515,-200.1888,432.92514,21.506784
-0.49222,3.5376642,-0.9963406,-201.91515,432.92984,21.508945
-0.4922,3.3885808,-1.0038964,-203.59795,432.93536,21.511158
-0.49218,3.3954918,-1.0197353,-205.23714,432.90103,21.513334
-0.49216,2.6978607,-1.0374311,-206.833,432.8952,21.51544
-0.49214,2.4591563,-1.055795,-208.38182,432.8569,21.517435
-0.49212,2.342642,-1.0765033,-209.88747,432.8577,21.519392
-0.4921,2.2557383,-1.0952086,-211.35304,432.8374,21.521255
-0.49208,2.053771,-1.1048521,-212.78021,432.81647,21.523096
-0.49206,1.8036289,-1.1089656,-214.1698,432.78293,21.52495
-0.49204,1.5524561,-1.1149096,-215.52403,432.74597,21.52681
-0.49202,1.4293895,-1.1245112,-216.84483,432.70065,21.528673
-0.492,1.2782454,-1.130097,-218.13727,432.65207,21.530472
-0.49198,1.1955236,-1.1318545,-219.40428,432.631,21.532204
-0.49196,0.9813144,-1.1296259,-220.64793,432.60797,21.533915
-0.49194,0.6432544,-1.1286818,-221.87222,432.56894,21.535593
-0.49192,0.62250465,-1.131866,-223.08002,432.50565,21.53719
-0.4919,0.31350204,-1.1330049,-224.27591,432.4523,21.538767
-0.49188,0.35457945,-1.1400584,-225.46312,432.39996,21.540356
-0.49186,0.24156407,-1.1423417,-226.64487,432.37927,21.541985
-0.49184,-0.056069266,-1.1383363,-227.82335,432.32132,21.543707
-0.49182,-0.2835648,-1.1358895,-229.00401,432.26047,21.545462
-0.4918,-0.4224881,-1.1407192,-230.18884,432.17807,21.547298
-0.49178,-0.2089097,-1.151548,-231.3804,432.12167,21.549171
-0.49176,-0.6060248,-1.1490828,-232.5811,432.07892,21.551073
-0.49174,-0.972941,-1.1460136,-233.79303,431.9824,21.552969
-0.49172,-1.0620311,-1.1545588,-235.02031,431.87506,21.554815
