Time,IL1,IL2,Rede,Vbus11
-0.49864,2.4486449,-0.01873574,-10.496852,421.29767
-0.49862,1.9380937,-0.047683552,-12.075857,421.51743
-0.4986,0.5952942,-0.045529306,-13.663748,421.75345
-0.49858,-0.13698162,-0.06605409,-15.264034,421.9654
-0.49856,-0.0019778789,-0.11616004,-16.881208,422.14554
-0.49854,0.055886902,-0.16733918,-18.51964,422.32462
-0.49852,-0.12001428,-0.204723,-20.182047,422.5619
-0.4985,-0.6456543,-0.22725642,-21.878922,422.78766
-0.49848,-1.090947,-0.24516445,-23.609543,422.97232
-0.49846,-1.3163855,-0.2642519,-25.376219,423.1204
-0.49844,-1.5640829,-0.28199834,-27.18138,423.29947
-0.49842,-1.8231443,-0.294678,-29.02549,423.49088
-0.4984,-2.084834,-0.3024604,-30.91844,423.68332
-0.49838,-2.6866446,-0.30681747,-32.855343,423.83847
-0.49836,-2.8770921,-0.32362056,-34.83587,424.09186
-0.49834,-3.017372,-0.34527493,-36.859978,424.31552
-0.49832,-3.1858673,-0.36417198,-38.925495,424.50275
-0.4983,-3.394563,-0.3755398,-41.039913,424.68524
-0.49828,-3.8469481,-0.37855157,-43.19545,424.88687
-0.49826,-3.9728944,-0.3812737,-45.389442,425.10663
-0.49824,-4.3000093,-0.3771158,-47.619633,425.3067
-0.49822,-4.7530556,-0.37316954,-49.881577,425.4641
-0.4982,-4.8586087,-0.37743098,-52.17947,425.65765
-0.49818,-4.929632,-0.38040897,-54.504597,425.85028
-0.49816,-5.2058115,-0.3757643,-56.852955,426.00906
-0.49814,-5.599287,-0.3712054,-59.22092,426.16318
-0.49812,-5.867426,-0.37302092,-61.602806,426.34125
-0.4981,-5.826456,-0.3768526,-63.99966,426.55304
-0.49808,-6.1017694,-0.37209618,-66.40393,426.70016
-0.49806,-6.340137,-0.36571944,-68.811554,426.85474
-0.49804,-6.4670296,-0.35654104,-71.21875,427.0453
-0.49802,-6.5963492,-0.3523373,-73.6199,427.2242
-0.498,-6.546807,-0.3608911,-76.01403,427.35614
-0.49798,-6.4209523,-0.37785777,-78.396255,427.50647
-0.49796,-4.764973,-0.39701352,-80.763695,427.7885
-0.49794,-4.400966,-0.40606335,-83.11358,427.9943
-0.49792,-4.167066,-0.40668845,-85.44152,428.14838
-0.4979,-4.0550814,-0.40748256,-87.746124,428.2941
-0.49788,-3.536262,-0.4149598,-90.02585,428.51187
-0.49786,-3.2609384,-0.42180207,-92.279724,428.69168
-0.49784,-3.1327724,-0.43221897,-94.50672,428.80646
-0.49782,-2.5332358,-0.4524101,-96.70439,428.94308
-0.4978,-2.127316,-0.47042328,-98.872536,429.142
-0.49778,-1.7370138,-0.48587838,-101.0125,429.32828
-0.49776,-1.5899848,-0.49731666,-103.12529,429.47055
-0.49774,-1.1456561,-0.511631,-105.21179,429.5954
-0.49772,-0.94300526,-0.5304049,-107.271484,429.72443
-0.4977,-0.34184405,-0.5566684,-109.30647,429.8927
-0.49768,0.019955203,-0.5796102,-111.319626,430.02322
-0.49766,0.29491156,-0.5976223,-113.31339,430.1396
-0.49764,0.77433294,-0.61508846,-115.29007,430.26868
-0.49762,1.1821656,-0.6284841,-117.25047,430.43515
-0.4976,1.3686959,-0.6396933,-119.19918,430.54456
-0.49758,1.6433893,-0.6537569,-121.13887,430.62396
-0.49756,1.8440703,-0.6801281,-123.072495,430.6942
-0.49754,2.8343532,-0.7148477,-125.002785,430.81534
-0.49752,3.3787937,-0.7296803,-126.93086,430.9613
-0.4975,3.3085055,-0.7256137,-128.86305,431.0758
-0.49748,3.2637105,-0.7299767,-130.8004,431.14093
-0.49746,3.9353504,-0.7558937,-132.7452,431.20496
-0.49744,4.8951187,-0.7809053,-134.69958,431.306
-0.49742,4.815112,-0.7834904,-136.6639,431.4388
-0.4974,4.2971134,-0.7719465,-138.64487,431.55756
-0.49738,4.262978,-0.76916426,-140.641,431.6568
-0.49736,3.2949262,-0.7776232,-142.65317,431.7722
-0.49734,3.4515345,-0.79565704,-144.68208,431.84296
-0.49732,3.196325,-0.8029253,-146.7265,431.93192
-0.4973,2.7163305,-0.80326396,-148.79196,432.05194
-0.49728,2.5231583,-0.8103146,-150.87465,432.11972
-0.49726,2.3025093,-0.8227837,-152.97354,432.17474
-0.49724,2.3605182,-0.83726424,-155.08768,432.25256
-0.49722,2.3197546,-0.83758307,-157.214,432.39438
-0.4972,1.543268,-0.8252762,-159.35565,432.47482
-0.49718,1.3323275,-0.8270425,-161.50739,432.49866
-0.49716,1.2125052,-0.83895904,-163.6667,432.53104
-0.49714,1.3387104,-0.85124487,-165.83116,432.61328
-0.49712,1.1486093,-0.84808433,-167.99628,432.73538
-0.4971,0.36179632,-0.8380665,-170.16226,432.79007
-0.49708,0.2036244,-0.84886575,-172.32394,432.8191
-0.49706,0.29825595,-0.8726355,-174.47823,432.845
-0.49704,0.21340603,-0.89094377,-176.62186,432.90964
-0.49702,0.13896544,-0.8996232,-178.74983,432.95352
-0.497,-0.2349651,-0.8978292,-180.85988,433.0049
-0.49698,-0.55073273,-0.89692146,-182.9484,433.07117
-0.49696,-0.7656788,-0.902898,-185.01265,433.08728
-0.49694,-0.77559346,-0.9120111,-187.04968,433.08182
-0.49692,-0.9243139,-0.9179282,-189.05502,433.12
-0.4969,-1.1270428,-0.920433,-191.02496,433.18753
-0.49688,-1.4534649,-0.9249462,-192.95866,433.21515
-0.49686,-1.6916273,-0.936448,-194.85469,433.1662
-0.49684,-1.6449605,-0.95525426,-196.71121,433.15576
-0.49682,-1.6300472,-0.9722545,-198.52527,433.20206
-0.4968,-1.6633021,-0.97880274,-200.2933,433.29025
-0.49678,-2.075575,-0.96915317,-202.0174,433.30676
-0.49676,-2.7162285,-0.9621842,-203.69797,433.23212
-0.49674,-2.7594745,-0.9809721,-205.3349,433.1636
-0.49672,-2.508396,-1.0128512,-206.92725,433.16623
-0.4967,-2.5058987,-1.0390393,-208.47299,433.20447
-0.49668,-2.647508,-1.0518161,-209.97656,433.19977
-0.49666,-2.9872787,-1.053185,-211.44011,433.22623
-0.49664,-3.3429978,-1.0552697,-212.86534,433.21677
-0.49662,-3.4359298,-1.0700989,-214.25308,433.16754
-0.4966,-3.4655523,-1.0892029,-215.60394,433.09238
-0.49658,-3.6353784,-1.1081783,-216.92323,433.05682
-0.49656,-3.6490166,-1.12758,-218.2143,433.04684
-0.49654,-3.640434,-1.1377695,-219.48006,433.05515
-0.49652,-3.8353937,-1.137391,-220.72261,433.02676
-0.4965,-3.9907393,-1.1205046,-221.94513,433.07333
-0.49648,-4.826314,-1.1057421,-223.15225,432.9682
-0.49646,-4.828765,-1.124752,-224.3476,432.78897
-0.49644,-4.263349,-1.1621233,-225.53445,432.72333
-0.49642,-4.281777,-1.1811291,-226.71501,432.72443
-0.4964,-4.7095175,-1.1811515,-227.8944,432.72375
-0.49638,-5.064819,-1.1826847,-229.07524,432.61615
-0.49636,-4.9495997,-1.1943971,-230.26036,432.53204
-0.49634,-4.873095,-1.1946266,-231.45232,432.54703
-0.49632,-5.3535275,-1.1817415,-232.65254,432.49658
-0.4963,-5.682853,-1.1776547,-233.86674,432.3727
-0.49628,-5.5607843,-1.1949556,-235.09477,432.21548
-0.49626,-5.0316157,-1.200371,-236.33789,432.27457
-0.49624,-5.665076,-1.1843219,-237.59727,432.22235
-0.49622,-5.797819,-1.1835161,-238.87268,432.07816
-0.4962,-5.2701044,-1.1973113,-240.16898,431.9901
-0.49618,-3.263224,-1.2044871,-241.48338,431.98358
-0.49616,-2.7661624,-1.2004493,-242.8153,431.97824
-0.49614,-2.5394247,-1.1866312,-244.16414,431.9385
-0.49612,-2.0788054,-1.1761484,-245.5279,431.84772
-0.4961,-1.5240188,-1.1548284,-246.90923,431.8255
-0.49608,-1.5390325,-1.1351963,-248.30367,431.7197
-0.49606,-1.088605,-1.1448525,-249.70906,431.5021
-0.49604,0.45507413,-1.1654187,-251.1233,431.43576
-0.49602,0.6316741,-1.1535325,-252.54286,431.47327
-0.496,3.0990674,-1.1221586,-253.96759,431.54843
-0.49598,2.441571,-0.9592384,-255.3928,432.12448
-0.49596,-0.7063996,-0.79033554,-256.81552,431.87985
-0.49594,0.91133064,-0.7438242,-258.23267,431.48407
-0.49592,1.8266404,-0.7379387,-259.63995,431.30267
-0.4959,2.1321127,-0.78071564,-261.0347,430.9844
-0.49588,2.9372065,-0.837885,-262.4134,430.93292
-0.49586,1.6811893,-0.8775106,-263.77307,430.92206
-0.49584,1.2491508,-0.9418983,-265.11066,430.7575
-0.49582,2.3297799,-1.0314932,-266.42215,430.6116
-0.4958,1.7084507,-1.0910572,-267.7029,430.66122
-0.49578,1.1075652,-1.1412326,-268.95178,430.5278
-0.49576,0.87174726,-1.2088172,-270.16678,430.35123
-0.49574,1.8260653,-1.2843318,-271.34555,430.23953
-0.49572,2.5713298,-1.3247834,-272.48508,430.2402
-0.4957,0.6089913,-1.3096384,-273.5801,430.33633
-0.49568,0.45051414,-1.3130182,-274.6322,430.0703
-0.49566,0.55047035,-1.3423071,-275.64078,429.862
-0.49564,2.1132753,-1.3676643,-276.60483,429.77832
-0.49562,0.060228728,-1.3359858,-277.52274,429.77405
-0.4956,-0.19597816,-1.331228,-278.38977,429.39236
-0.49558,0.07682558,-1.3603762,-279.20984,429.08792
-0.49556,1.370552,-1.3839123,-279.98383,429.0206
-0.49554,-0.39803082,-1.3584522,-280.71207,428.98593
-0.49552,-0.34554708,-1.3579658,-281.3945,428.65988
-0.4955,-0.16290413,-1.3752809,-282.02762,428.3971
-0.49548,0.8752963,-1.3809649,-282.61673,428.37247
-0.49546,-1.0932418,-1.3489153,-283.16373,428.26547
-0.49544,-0.90714633,-1.3568177,-283.67,427.8949
-0.49542,-0.6031477,-1.386758,-284.1367,427.60526
-0.4954,0.50105274,-1.4035281,-284.56158,427.5782
-0.49538,-1.4058548,-1.3789043,-284.9502,427.47235
-0.49536,-1.2025684,-1.389105,-285.305,427.1204
-0.49534,-0.94574046,-1.4152414,-285.6277,426.85132
-0.49532,0.029523553,-1.4254975,-285.9198,426.82913
-0.4953,-1.8623753,-1.4009823,-286.18033,426.70203
-0.49528,-1.422109,-1.4133033,-286.4139,426.35757
-0.49526,-1.1356908,-1.4292866,-286.62277,426.158
-0.49524,-0.44471902,-1.4207028,-286.80844,426.16257
-0.49522,-1.770725,-1.3575976,-286.9723,426.2301
-0.4952,-2.731672,-1.3169284,-287.11362,425.81958
-0.49518,-2.0215573,-1.3296325,-287.2358,425.44836
-0.49516,-0.9210864,-1.3415585,-287.3404,425.37442
-0.49514,-2.5614798,-1.3285669,-287.42828,425.20352
-0.49512,-2.2761703,-1.3521569,-287.50027,424.85898
-0.4951,-2.0070004,-1.3899025,-287.5554,424.5847
-0.49508,-1.0517462,-1.4078125,-287.59576,424.60104
-0.49506,-2.8809595,-1.391131,-287.62216,424.4392
-0.49504,-2.6683698,-1.4083197,-287.63486,424.1035
-0.49502,-2.564821,-1.4400141,-287.634,423.8219
-0.495,-1.6698979,-1.4605814,-287.6181,423.753
-0.49498,-2.4869082,-1.4242533,-287.58853,423.84454
-0.49496,-3.5077224,-1.391056,-287.5456,423.49722
-0.49494,-2.6268086,-1.3900986,-287.48914,423.2286
-0.49492,-2.5535657,-1.3744289,-287.41916,423.12134
-0.4949,-3.4031878,-1.335552,-287.33377,423.04776
-0.49488,-3.9881616,-1.3277203,-287.23434,422.6301
-0.49486,-3.3860843,-1.3579454,-287.12115,422.2949
-0.49484,-2.5226629,-1.3831131,-286.9943,422.19977
-0.49482,-3.3645096,-1.3601031,-286.854,422.23907
-0.4948,-4.299288,-1.3573185,-286.6987,421.85663
-0.49478,-3.1475325,-1.3912933,-286.53033,421.5852
-0.49476,-3.0193925,-1.3978459,-286.34973,421.5151
-0.49474,-4.1371584,-1.3718808,-286.1576,421.42877
-0.49472,-4.691919,-1.3860637,-285.95496,420.98148
-0.4947,-3.3765914,-1.4320366,-285.74142,420.7408
-0.49468,-3.2121768,-1.44142,-285.51965,420.7303
-0.49466,-4.472586,-1.4069834,-285.2912,420.67896
-0.49464,-5.2300177,-1.4142364,-285.0577,420.19473
-0.49462,-3.914633,-1.4620428,-284.82114,419.90836
-0.4946,-3.6560943,-1.4772745,-284.58307,419.8788
-0.49458,-4.8432336,-1.4517217,-284.3463,419.79388
-0.49456,-5.3271294,-1.464542,-284.11307,419.35046
-0.49454,-3.9961278,-1.5031433,-283.88565,419.13867
-0.49452,-3.8998988,-1.5054966,-283.66678,419.08194
-0.4945,-5.0806427,-1.4739931,-283.4602,418.96082
-0.49448,-3.0126913,-1.4931957,-283.26788,418.51822
-0.49446,-1.05149,-1.5398611,-283.09213,418.28073
-0.49444,-0.6255066,-1.5450517,-282.93546,418.23032
-0.49442,0.16833824,-1.5030111,-282.80045,418.31445
-0.4944,-1.3644431,-1.4571316,-282.69257,417.95282
-0.49438,-0.12642418,-1.4732494,-282.6118,417.48526
-0.49436,1.2956202,-1.4807777,-282.55978,417.37085
-0.49434,1.8193868,-1.441928,-282.53836,417.41876
-0.49432,0.46457604,-1.4097325,-282.54907,417.05307
-0.4943,1.9065164,-1.4401258,-282.5976,416.5657
-0.49428,2.8999867,-1.4529407,-282.6815,416.4918
-0.49426,1.6055732,-1.4053448,-282.8007,416.66864
-0.49424,0.14861502,-1.3615342,-282.95554,416.31696
-0.49422,1.6270897,-1.3844743,-283.14566,415.8415
-0.4942,2.0926344,-1.3978525,-283.3752,415.74524
-0.49418,1.170911,-1.3628099,-283.63916,415.84955
-0.49416,-0.08744577,-1.3315514,-283.93542,415.5131
-0.49414,1.1219331,-1.3557111,-284.26212,415.09967
-0.49412,1.7044824,-1.3663758,-284.61664,415.00223
-0.4941,0.7710009,-1.3300834,-284.99963,415.09753
-0.49408,-0.39559704,-1.3014237,-285.4045,414.77466
-0.49406,0.8306062,-1.3246217,-285.82712,414.39218
-0.49404,1.4904029,-1.328677,-286.2635,414.3311
-0.49402,-0.7469576,-1.301087,-286.70883,414.2122
-0.494,-0.4385505,-1.3319442,-287.15918,413.74414
-0.49398,0.70403457,-1.3794433,-287.60794,413.55
-0.49396,1.1998395,-1.3810623,-288.04977,413.54303
-0.49394,-1.0815088,-1.348238,-288.47913,413.42023
-0.49392,-0.84584695,-1.3728218,-288.89,412.94653
-0.4939,0.3847967,-1.4133292,-289.27353,412.7551
-0.49388,0.7333294,-1.4061354,-289.62537,412.7437
-0.49386,-1.4175544,-1.3687795,-289.94003,412.58707
-0.49384,-0.95825416,-1.3856672,-290.21176,412.15695
-0.49382,-0.101322755,-1.4095066,-290.43466,411.98633
-0.4938,0.24731012,-1.3946027,-290.5961,411.93716
-0.49378,-1.7359375,-1.3573979,-290.69577,411.7468
-0.49376,-1.5722245,-1.3791875,-290.72968,411.28314
-0.49374,-0.110811315,-1.4162731,-290.69315,411.13403
-0.49372,0.18135907,-1.3956819,-290.5821,411.18716
-0.4937,-2.242943,-1.3455741,-290.3823,410.99237
-0.49368,-1.9193335,-1.3659803,-290.09848,410.507
-0.49366,-1.0109605,-1.4116879,-289.7294,410.2577
-0.49364,-0.18362013,-1.4241309,-289.27295,410.2511
-0.49362,-1.1944662,-1.3722802,-288.72803,410.39514
-0.4936,-2.508823,-1.3295172,-288.0816,410.07413
-0.49358,-1.4888614,-1.3419132,-287.34335,409.74136
-0.49356,-1.0809277,-1.3466625,-286.51547,409.63135
-0.49354,-1.9635781,-1.3196651,-285.59912,409.61447
-0.49352,-2.593177,-1.3191515,-284.59686,409.2699
-0.4935,-1.3827031,-1.3546301,-283.49945,409.05902
-0.49348,-1.2398331,-1.3610896,-282.32013,409.02164
-0.49346,-2.4400206,-1.3313938,-281.0643,409.0112
-0.49344,-3.281855,-1.3418937,-279.7363,408.58307
-0.49342,-1.8034705,-1.4025195,-278.34222,408.332
-0.4934,-1.5665078,-1.4319154,-276.8782,408.30542
-0.49338,-1.2332253,-1.4105393,-275.3586,408.47656
-0.49336,-3.6620398,-1.363848,-273.79102,408.2647
-0.49334,-3.3837628,-1.385023,-272.182,407.805
-0.49332,-2.4146543,-1.4270147,-270.53992,407.65732
-0.4933,-1.8770362,-1.4350622,-268.8668,407.74255
-0.49328,-3.8544755,-1.4170678,-267.17514,407.53012
-0.49326,-3.733485,-1.453262,-265.47278,407.1128
-0.49324,-2.8899696,-1.5043769,-263.76715,406.95847
-0.49322,-2.4742663,-1.5219116,-262.06696,407.02734
-0.4932,-2.6783724,-1.5016735,-260.37885,407.02933
-0.49318,-4.441668,-1.4689311,-258.71085,406.80054
-0.49316,-2.5194204,-1.4734143,-257.06927,406.66397
-0.49314,-3.1632829,-1.3878219,-255.46037,406.95963
-0.49312,-4.8118744,-1.2784904,-253.89119,406.77924
-0.4931,-5.7954683,-1.2198037,-252.37056,406.41223
-0.49308,-5.334395,-1.2596225,-250.9004,405.84418
-0.49306,-3.7869053,-1.3364686,-249.48393,405.7487
-0.49304,-3.6422884,-1.3829191,-248.12451,405.76764
-0.49302,-4.7428966,-1.4054729,-246.82594,405.64932
-0.493,-5.0833507,-1.4505551,-245.59604,405.3559
-0.49298,-4.3056407,-1.5054231,-244.43056,405.25027
-0.49296,-4.3108144,-1.515943,-243.32877,405.32346
-0.49294,-4.097736,-1.4991679,-242.29027,405.31616
-0.49292,-3.9191117,-1.466405,-241.31473,405.12878
-0.4929,-3.0272317,-1.4762837,-240.40587,404.83615
-0.49288,-1.7313323,-1.4916482,-239.55501,404.7345
-0.49286,-1.7021983,-1.4872682,-238.75763,404.63565
-0.49284,-1.4530295,-1.4879189,-238.00952,404.4484
-0.49282,-0.96223897,-1.4979353,-237.30653,404.24136
-0.4928,0.080423094,-1.5036502,-236.64632,404.17947
-0.49278,0.09564419,-1.4875575,-236.01855,404.14948
-0.49276,0.23846273,-1.4758154,-235.41609,403.98416
-0.49274,0.9398642,-1.4749455,-234.83206,403.8102
-0.49272,1.7764354,-1.4668974,-234.2597,403.75342
-0.4927,2.344538,-1.434609,-233.69016,403.76358
-0.49268,1.8401706,-1.3898225,-233.11479,403.67627
-0.49266,2.0618718,-1.3722574,-232.5258,403.47495
-0.49264,2.921247,-1.3736321,-231.91534,403.3201
-0.49262,2.9423008,-1.3545258,-231.27614,403.35153
-0.4926,2.6715217,-1.3185948,-230.59401,403.31183
-0.49258,2.2116783,-1.2829822,-229.86502,403.2592
-0.49256,2.1389215,-1.2508954,-229.08275,403.1994
-0.49254,2.0585864,-1.2183604,-228.24051,403.19458
-0.49252,1.6221566,-1.1861643,-227.33267,403.1133
-0.4925,1.5683707,-1.1707625,-226.3423,403.0037
-0.49248,1.9295721,-1.1662546,-225.27194,402.9475
-0.49246,2.0249226,-1.1517639,-224.11835,402.99634
-0.49244,1.7178526,-1.1219866,-222.87767,403.02536
-0.49242,1.3199421,-1.0906619,-221.54778,403.037
-0.4924,0.95680946,-1.0749772,-220.1122,402.96805
-0.49238,1.3613425,-1.0798354,-218.58002,402.9127
-0.49236,1.1584977,-1.0776259,-216.95216,402.9288
-0.49234,0.9512962,-1.0755814,-215.22858,402.9423
-0.49232,1.0808898,-1.0810373,-213.41142,402.94226
-0.4923,1.3232267,-1.0811012,-211.48784,403.00662
-0.49228,0.7113038,-1.0617601,-209.4718,403.07333
-0.49226,0.5145902,-1.0509156,-207.36816,403.10095
-0.49224,0.3874372,-1.0532933,-205.18065,403.1048
-0.49222,0.589114,-1.0650218,-202.9155,403.12137
-0.4922,0.4910587,-1.0672964,-200.56541,403.18494
-0.49218,0.31661695,-1.0624821,-198.14644,403.26932
-0.49216,0.23502494,-1.0542607,-195.66603,403.33865
-0.49214,-0.17047031,-1.0403829,-193.13072,403.38306
-0.49212,-0.26809657,-1.0365639,-190.54945,403.39322
-0.4921,-0.3289481,-1.0391865,-187.92097,403.48853
-0.49208,-0.3404153,-1.0413288,-185.26001,403.56012
-0.49206,-0.5316213,-1.037107,-182.57472,403.6295
-0.49204,-0.6539087,-1.0296016,-179.87267,403.731
-0.49202,-0.8475405,-1.0206547,-177.16353,403.8638
-0.492,-1.2396617,-1.012447,-174.45085,403.90738
-0.49198,-1.2749481,-1.0132861,-171.74516,403.9496
-0.49196,-1.2311238,-1.01513,-169.05327,404.0625
-0.49194,-1.3186637,-1.0090019,-166.38173,404.21674
-0.49192,-1.5395175,-0.9908444,-163.73882,404.33972
-0.4919,-2.01035,-0.96699697,-161.13054,404.4269
-0.49188,-2.1805396,-0.95316356,-158.56142,404.54984
-0.49186,-2.3476365,-0.9441121,-156.0353,404.66312
-0.49184,-2.4393833,-0.938866,-153.55606,404.78113
-0.49182,-2.4806786,-0.9322604,-151.12897,404.89093
-0.4918,-2.7338183,-0.9167068,-148.75952,405.0565
-0.49178,-3.0043113,-0.8964086,-146.4461,405.20105
-0.49176,-3.466426,-0.87901556,-144.18889,405.2944
-0.49174,-3.5546472,-0.8768262,-141.98822,405.36975
-0.49172,-3.4753156,-0.87690216,-139.84561,405.51413
-0.4917,-3.673315,-0.8638715,-137.7633,405.6915
-0.49168,-4.018028,-0.84303707,-135.73528,405.81003
-0.49166,-4.304873,-0.822817,-133.75813,405.91135
-0.49164,-4.5851245,-0.80464596,-131.82896,406.04044
-0.49162,-4.674038,-0.79238355,-129.94579,406.18747
-0.4916,-4.876,-0.7805261,-128.10608,406.31088
-0.49158,-5.0946994,-0.76907885,-126.30204,406.42163
-0.49156,-5.2527184,-0.7573525,-124.52802,406.57376
-0.49154,-5.2813683,-0.74046975,-122.77883,406.7635
-0.49152,-5.789456,-0.7116221,-121.050415,406.92603
-0.4915,-5.8553896,-0.6888981,-119.33527,407.05258
-0.49148,-5.8877454,-0.6733405,-117.62689,407.21088
-0.49146,-5.6709614,-0.66370577,-115.91917,407.40463
-0.49144,-4.1626487,-0.65061605,-114.20635,407.64774
-0.49142,-3.7754836,-0.6321555,-112.48411,407.81406
-0.4914,-3.5987663,-0.61312914,-110.7414,408.0037
-0.49138,-3.093322,-0.6012115,-108.975426,408.21158
-0.49136,-2.6546023,-0.5912443,-107.18153,408.40186
-0.49134,-2.3869667,-0.57885116,-105.355125,408.56247
-0.49132,-2.2192938,-0.57113427,-103.49353,408.7322
-0.4913,-1.6285808,-0.57515204,-101.58445,408.9383
-0.49128,-1.103806,-0.5779492,-99.63014,409.12372
-0.49126,-0.85622865,-0.57066995,-97.628746,409.2974
-0.49124,-0.66964257,-0.5628292,-95.57822,409.51483
-0.49122,-0.18040872,-0.5624473,-93.47876,409.73007
-0.4912,0.37366432,-0.5595679,-91.31964,409.94388
-0.49118,0.4518028,-0.54689175,-89.107834,410.11646
-0.49116,0.7400717,-0.53840584,-86.84475,410.31058
-0.49114,1.139114,-0.5379286,-84.53146,410.52072
-0.49112,1.5102893,-0.53973925,-82.171555,410.72153
-0.4911,1.8240702,-0.5428177,-79.757965,410.8832
-0.49108,2.5193977,-0.5426695,-77.30072,411.09378
-0.49106,2.576499,-0.52712965,-74.80404,411.33136
-0.49104,2.6896107,-0.51046646,-72.27175,411.5485
-0.49102,2.8485973,-0.5080726,-69.7102,411.72403
-0.491,3.5898867,-0.5195169,-67.1171,411.90982
-0.49098,4.152249,-0.5201227,-64.503,412.13275
-0.49096,4.047075,-0.5047571,-61.873596,412.38226
-0.49094,4.45669,-0.4927342,-59.23433,412.57635
-0.49092,4.3719373,-0.4879515,-56.592915,412.77362
-0.4909,5.023185,-0.4959539,-53.95156,412.9625
-0.49088,5.563005,-0.4961121,-51.318615,413.1844
-0.49086,5.6725364,-0.47912535,-48.6996,413.42313
-0.49084,5.449385,-0.45687157,-46.09995,413.63174
-0.49082,5.5811434,-0.43891925,-43.527004,413.85065
-0.4908,5.554667,-0.42021155,-40.985878,414.09164
-0.49078,5.577574,-0.4019978,-38.480762,414.3356
-0.49076,4.308408,-0.38460258,-36.01538,414.5788
-0.49074,4.3158345,-0.37272635,-33.59361,414.81036
-0.49072,4.0273333,-0.35572007,-31.220816,415.0675
