w,g1,f1
211.4,11.907,-27.358
211.42,11.907,-27.353
211.43,11.907,-27.347
211.45,11.907,-27.342
211.46,11.908,-27.336
211.48,11.908,-27.331
211.49,11.908,-27.325
211.51,11.908,-27.32
211.52,11.908,-27.314
211.54,11.908,-27.309
211.55,11.908,-27.303
211.56,11.908,-27.298
211.58,11.908,-27.292
211.59,11.909,-27.287
211.61,11.909,-27.281
211.62,11.909,-27.276
211.64,11.909,-27.27
211.65,11.909,-27.265
211.67,11.909,-27.259
211.68,11.909,-27.254
211.7,11.909,-27.248
211.71,11.909,-27.243
211.73,11.909,-27.237
211.74,11.91,-27.232
211.75,11.91,-27.226
211.77,11.91,-27.221
211.78,11.91,-27.215
211.8,11.91,-27.21
211.81,11.91,-27.204
211.83,11.91,-27.199
211.84,11.91,-27.193
211.86,11.91,-27.188
211.87,11.911,-27.182
211.89,11.911,-27.177
211.9,11.911,-27.171
211.92,11.911,-27.166
211.93,11.911,-27.16
211.95,11.911,-27.155
211.96,11.911,-27.149
211.97,11.911,-27.144
211.99,11.912,-27.138
212,11.912,-27.132
212.02,11.912,-27.127
212.03,11.912,-27.121
212.05,11.912,-27.116
212.06,11.912,-27.11
212.08,11.912,-27.105
212.09,11.912,-27.099
212.11,11.912,-27.094
212.12,11.913,-27.088
212.14,11.913,-27.083
212.15,11.913,-27.077
212.16,11.913,-27.072
212.18,11.913,-27.066
212.19,11.913,-27.061
212.21,11.913,-27.055
212.22,11.913,-27.05
212.24,11.913,-27.044
212.25,11.914,-27.039
212.27,11.914,-27.033
212.28,11.914,-27.028
212.3,11.914,-27.022
212.31,11.914,-27.017
212.33,11.914,-27.011
212.34,11.914,-27.006
212.36,11.914,-27
212.37,11.915,-26.995
212.38,11.915,-26.989
212.4,11.915,-26.984
212.41,11.915,-26.978
212.43,11.915,-26.973
212.44,11.915,-26.967
212.46,11.915,-26.962
212.47,11.915,-26.956
212.49,11.915,-26.951
212.5,11.916,-26.945
212.52,11.916,-26.94
212.53,11.916,-26.934
212.55,11.916,-26.929
212.56,11.916,-26.923
212.58,11.916,-26.918
212.59,11.916,-26.912
212.6,11.916,-26.907
212.62,11.917,-26.901
212.63,11.917,-26.896
212.65,11.917,-26.89
212.66,11.917,-26.885
212.68,11.917,-26.879
212.69,11.917,-26.873
212.71,11.917,-26.868
212.72,11.917,-26.862
212.74,11.918,-26.857
212.75,11.918,-26.851
212.77,11.918,-26.846
212.78,11.918,-26.84
212.8,11.918,-26.835
212.81,11.918,-26.829
212.83,11.918,-26.824
212.84,11.918,-26.818
212.85,11.919,-26.813
212.87,11.919,-26.807
212.88,11.919,-26.802
212.9,11.919,-26.796
212.91,11.919,-26.791
212.93,11.919,-26.785
212.94,11.919,-26.78
212.96,11.919,-26.774
212.97,11.92,-26.769
212.99,11.92,-26.763
213,11.92,-26.758
213.02,11.92,-26.752
213.03,11.92,-26.747
213.05,11.92,-26.741
213.06,11.92,-26.736
213.08,11.92,-26.73
213.09,11.921,-26.725
213.1,11.921,-26.719
213.12,11.921,-26.714
213.13,11.921,-26.708
213.15,11.921,-26.702
213.16,11.921,-26.697
213.18,11.921,-26.691
213.19,11.921,-26.686
213.21,11.922,-26.68
213.22,11.922,-26.675
213.24,11.922,-26.669
213.25,11.922,-26.664
213.27,11.922,-26.658
213.28,11.922,-26.653
213.3,11.922,-26.647
213.31,11.922,-26.642
213.33,11.923,-26.636
213.34,11.923,-26.631
213.36,11.923,-26.625
213.37,11.923,-26.62
213.38,11.923,-26.614
213.4,11.923,-26.609
213.41,11.923,-26.603
213.43,11.924,-26.598
213.44,11.924,-26.592
213.46,11.924,-26.587
213.47,11.924,-26.581
213.49,11.924,-26.576
213.5,11.924,-26.57
213.52,11.924,-26.564
213.53,11.924,-26.559
213.55,11.925,-26.553
213.56,11.925,-26.548
213.58,11.925,-26.542
213.59,11.925,-26.537
213.61,11.925,-26.531
213.62,11.925,-26.526
213.64,11.925,-26.52
213.65,11.926,-26.515
213.66,11.926,-26.509
213.68,11.926,-26.504
213.69,11.926,-26.498
213.71,11.926,-26.493
213.72,11.926,-26.487
213.74,11.926,-26.482
213.75,11.926,-26.476
213.77,11.927,-26.471
213.78,11.927,-26.465
213.8,11.927,-26.46
213.81,11.927,-26.454
213.83,11.927,-26.448
213.84,11.927,-26.443
213.86,11.927,-26.437
213.87,11.928,-26.432
213.89,11.928,-26.426
213.9,11.928,-26.421
213.92,11.928,-26.415
213.93,11.928,-26.41
213.95,11.928,-26.404
213.96,11.928,-26.399
213.98,11.929,-26.393
213.99,11.929,-26.388
214,11.929,-26.382
214.02,11.929,-26.377
214.03,11.929,-26.371
214.05,11.929,-26.366
214.06,11.929,-26.36
214.08,11.93,-26.355
214.09,11.93,-26.349
214.11,11.93,-26.343
214.12,11.93,-26.338
214.14,11.93,-26.332
214.15,11.93,-26.327
214.17,11.93,-26.321
214.18,11.931,-26.316
214.2,11.931,-26.31
214.21,11.931,-26.305
214.23,11.931,-26.299
214.24,11.931,-26.294
214.26,11.931,-26.288
214.27,11.931,-26.283
214.29,11.932,-26.277
214.3,11.932,-26.272
214.32,11.932,-26.266
214.33,11.932,-26.261
214.34,11.932,-26.255
214.36,11.932,-26.249
214.37,11.932,-26.244
214.39,11.933,-26.238
214.4,11.933,-26.233
214.42,11.933,-26.227
214.43,11.933,-26.222
214.45,11.933,-26.216
214.46,11.933,-26.211
214.48,11.933,-26.205
214.49,11.934,-26.2
214.51,11.934,-26.194
214.52,11.934,-26.189
214.54,11.934,-26.183
214.55,11.934,-26.178
214.57,11.934,-26.172
214.58,11.934,-26.166
214.6,11.935,-26.161
214.61,11.935,-26.155
214.63,11.935,-26.15
214.64,11.935,-26.144
214.66,11.935,-26.139
214.67,11.935,-26.133
214.69,11.936,-26.128
214.7,11.936,-26.122
214.72,11.936,-26.117
214.73,11.936,-26.111
214.75,11.936,-26.106
214.76,11.936,-26.1
214.77,11.936,-26.095
214.79,11.937,-26.089
214.8,11.937,-26.083
214.82,11.937,-26.078
214.83,11.937,-26.072
214.85,11.937,-26.067
214.86,11.937,-26.061
214.88,11.937,-26.056
214.89,11.938,-26.05
214.91,11.938,-26.045
214.92,11.938,-26.039
214.94,11.938,-26.034
214.95,11.938,-26.028
214.97,11.938,-26.023
214.98,11.939,-26.017
215,11.939,-26.012
215.01,11.939,-26.006
215.03,11.939,-26
215.04,11.939,-25.995
215.06,11.939,-25.989
215.07,11.939,-25.984
215.09,11.94,-25.978
215.1,11.94,-25.973
215.12,11.94,-25.967
215.13,11.94,-25.962
215.15,11.94,-25.956
215.16,11.94,-25.951
215.18,11.941,-25.945
215.19,11.941,-25.94
215.21,11.941,-25.934
215.22,11.941,-25.928
215.24,11.941,-25.923
215.25,11.941,-25.917
215.26,11.942,-25.912
215.28,11.942,-25.906
215.29,11.942,-25.901
215.31,11.942,-25.895
215.32,11.942,-25.89
215.34,11.942,-25.884
215.35,11.942,-25.879
215.37,11.943,-25.873
215.38,11.943,-25.868
215.4,11.943,-25.862
215.41,11.943,-25.856
215.43,11.943,-25.851
215.44,11.943,-25.845
215.46,11.944,-25.84
215.47,11.944,-25.834
215.49,11.944,-25.829
215.5,11.944,-25.823
215.52,11.944,-25.818
215.53,11.944,-25.812
215.55,11.945,-25.807
215.56,11.945,-25.801
215.58,11.945,-25.796
215.59,11.945,-25.79
215.61,11.945,-25.784
215.62,11.945,-25.779
215.64,11.946,-25.773
215.65,11.946,-25.768
215.67,11.946,-25.762
215.68,11.946,-25.757
215.7,11.946,-25.751
215.71,11.946,-25.746
215.73,11.947,-25.74
215.74,11.947,-25.735
215.76,11.947,-25.729
215.77,11.947,-25.723
215.79,11.947,-25.718
215.8,11.947,-25.712
215.82,11.948,-25.707
215.83,11.948,-25.701
215.85,11.948,-25.696
215.86,11.948,-25.69
215.88,11.948,-25.685
215.89,11.948,-25.679
215.91,11.949,-25.674
215.92,11.949,-25.668
215.94,11.949,-25.662
215.95,11.949,-25.657
215.96,11.949,-25.651
215.98,11.949,-25.646
215.99,11.95,-25.64
216.01,11.95,-25.635
216.02,11.95,-25.629
216.04,11.95,-25.624
216.05,11.95,-25.618
216.07,11.95,-25.613
216.08,11.951,-25.607
216.1,11.951,-25.601
216.11,11.951,-25.596
216.13,11.951,-25.59
216.14,11.951,-25.585
216.16,11.951,-25.579
216.17,11.952,-25.574
216.19,11.952,-25.568
216.2,11.952,-25.563
216.22,11.952,-25.557
216.23,11.952,-25.552
216.25,11.952,-25.546
216.26,11.953,-25.54
216.28,11.953,-25.535
216.29,11.953,-25.529
216.31,11.953,-25.524
216.32,11.953,-25.518
216.34,11.953,-25.513
216.35,11.954,-25.507
216.37,11.954,-25.502
216.38,11.954,-25.496
216.4,11.954,-25.49
216.41,11.954,-25.485
216.43,11.954,-25.479
216.44,11.955,-25.474
216.46,11.955,-25.468
216.47,11.955,-25.463
216.49,11.955,-25.457
216.5,11.955,-25.452
216.52,11.956,-25.446
216.53,11.956,-25.441
216.55,11.956,-25.435
216.56,11.956,-25.429
216.58,11.956,-25.424
216.59,11.956,-25.418
216.61,11.957,-25.413
216.62,11.957,-25.407
216.64,11.957,-25.402
216.65,11.957,-25.396
216.67,11.957,-25.391
216.68,11.957,-25.385
216.7,11.958,-25.379
216.71,11.958,-25.374
216.73,11.958,-25.368
216.74,11.958,-25.363
216.76,11.958,-25.357
216.77,11.959,-25.352
216.79,11.959,-25.346
216.8,11.959,-25.341
216.82,11.959,-25.335
216.83,11.959,-25.33
216.85,11.959,-25.324
216.86,11.96,-25.318
216.88,11.96,-25.313
216.89,11.96,-25.307
216.91,11.96,-25.302
216.92,11.96,-25.296
216.94,11.961,-25.291
216.95,11.961,-25.285
216.97,11.961,-25.28
216.98,11.961,-25.274
217,11.961,-25.268
217.01,11.961,-25.263
217.03,11.962,-25.257
217.04,11.962,-25.252
217.06,11.962,-25.246
217.07,11.962,-25.241
217.09,11.962,-25.235
217.1,11.963,-25.23
217.12,11.963,-25.224
217.13,11.963,-25.218
217.15,11.963,-25.213
217.16,11.963,-25.207
217.18,11.963,-25.202
217.19,11.964,-25.196
217.21,11.964,-25.191
217.22,11.964,-25.185
217.24,11.964,-25.18
217.25,11.964,-25.174
217.27,11.965,-25.168
217.28,11.965,-25.163
217.3,11.965,-25.157
217.31,11.965,-25.152
217.33,11.965,-25.146
217.34,11.966,-25.141
217.36,11.966,-25.135
217.37,11.966,-25.13
217.39,11.966,-25.124
217.4,11.966,-25.118
217.42,11.966,-25.113
217.43,11.967,-25.107
217.45,11.967,-25.102
217.46,11.967,-25.096
217.48,11.967,-25.091
217.49,11.967,-25.085
217.51,11.968,-25.08
217.52,11.968,-25.074
217.54,11.968,-25.068
217.55,11.968,-25.063
217.57,11.968,-25.057
217.58,11.969,-25.052
217.6,11.969,-25.046
217.61,11.969,-25.041
217.63,11.969,-25.035
217.64,11.969,-25.029
217.66,11.969,-25.024
217.67,11.97,-25.018
217.69,11.97,-25.013
217.7,11.97,-25.007
217.72,11.97,-25.002
217.73,11.97,-24.996
217.75,11.971,-24.991
217.76,11.971,-24.985
217.78,11.971,-24.979
217.79,11.971,-24.974
217.81,11.971,-24.968
217.82,11.972,-24.963
217.84,11.972,-24.957
217.85,11.972,-24.952
217.87,11.972,-24.946
217.88,11.972,-24.94
217.9,11.973,-24.935
217.91,11.973,-24.929
217.93,11.973,-24.924
217.94,11.973,-24.918
217.96,11.973,-24.913
217.97,11.974,-24.907
217.99,11.974,-24.902
218,11.974,-24.896
218.02,11.974,-24.89
218.03,11.974,-24.885
218.05,11.975,-24.879
218.06,11.975,-24.874
218.08,11.975,-24.868
218.09,11.975,-24.863
218.11,11.975,-24.857
218.12,11.976,-24.851
218.14,11.976,-24.846
218.15,11.976,-24.84
218.17,11.976,-24.835
218.18,11.976,-24.829
218.2,11.977,-24.824
218.21,11.977,-24.818
218.23,11.977,-24.813
218.24,11.977,-24.807
218.26,11.977,-24.801
218.27,11.978,-24.796
218.29,11.978,-24.79
218.3,11.978,-24.785
218.32,11.978,-24.779
218.34,11.978,-24.774
218.35,11.979,-24.768
218.37,11.979,-24.762
218.38,11.979,-24.757
218.4,11.979,-24.751
218.41,11.979,-24.746
218.43,11.98,-24.74
218.44,11.98,-24.735
218.46,11.98,-24.729
218.47,11.98,-24.723
218.49,11.98,-24.718
218.5,11.981,-24.712
218.52,11.981,-24.707
218.53,11.981,-24.701
218.55,11.981,-24.696
218.56,11.981,-24.69
218.58,11.982,-24.685
218.59,11.982,-24.679
218.61,11.982,-24.673
218.62,11.982,-24.668
218.64,11.982,-24.662
218.65,11.983,-24.657
218.67,11.983,-24.651
218.68,11.983,-24.646
218.7,11.983,-24.64
218.71,11.983,-24.634
218.73,11.984,-24.629
218.74,11.984,-24.623
218.76,11.984,-24.618
218.77,11.984,-24.612
218.79,11.985,-24.607
218.8,11.985,-24.601
218.82,11.985,-24.595
218.83,11.985,-24.59
218.85,11.985,-24.584
218.86,11.986,-24.579
218.88,11.986,-24.573
218.89,11.986,-24.568
218.91,11.986,-24.562
218.92,11.986,-24.556
218.94,11.987,-24.551
218.95,11.987,-24.545
218.97,11.987,-24.54
218.98,11.987,-24.534
219,11.987,-24.529
219.01,11.988,-24.523
219.03,11.988,-24.517
219.05,11.988,-24.512
219.06,11.988,-24.506
219.08,11.988,-24.501
219.09,11.989,-24.495
219.11,11.989,-24.49
219.12,11.989,-24.484
219.14,11.989,-24.478
219.15,11.99,-24.473
219.17,11.99,-24.467
219.18,11.99,-24.462
219.2,11.99,-24.456
219.21,11.99,-24.451
219.23,11.991,-24.445
219.24,11.991,-24.439
219.26,11.991,-24.434
219.27,11.991,-24.428
219.29,11.991,-24.423
219.3,11.992,-24.417
219.32,11.992,-24.412
219.33,11.992,-24.406
219.35,11.992,-24.4
219.36,11.993,-24.395
219.38,11.993,-24.389
219.39,11.993,-24.384
219.41,11.993,-24.378
219.42,11.993,-24.373
219.44,11.994,-24.367
219.45,11.994,-24.361
219.47,11.994,-24.356
219.48,11.994,-24.35
219.5,11.995,-24.345
219.51,11.995,-24.339
219.53,11.995,-24.333
219.54,11.995,-24.328
219.56,11.995,-24.322
219.58,11.996,-24.317
219.59,11.996,-24.311
219.61,11.996,-24.306
219.62,11.996,-24.3
219.64,11.997,-24.294
219.65,11.997,-24.289
219.67,11.997,-24.283
219.68,11.997,-24.278
219.7,11.997,-24.272
219.71,11.998,-24.267
219.73,11.998,-24.261
219.74,11.998,-24.255
219.76,11.998,-24.25
219.77,11.999,-24.244
219.79,11.999,-24.239
219.8,11.999,-24.233
219.82,11.999,-24.228
219.83,11.999,-24.222
219.85,12,-24.216
219.86,12,-24.211
219.88,12,-24.205
219.89,12,-24.2
219.91,12.001,-24.194
219.92,12.001,-24.188
219.94,12.001,-24.183
219.95,12.001,-24.177
219.97,12.001,-24.172
219.99,12.002,-24.166
220,12.002,-24.161
220.02,12.002,-24.155
220.03,12.002,-24.149
220.05,12.003,-24.144
220.06,12.003,-24.138
220.08,12.003,-24.133
220.09,12.003,-24.127
220.11,12.003,-24.122
220.12,12.004,-24.116
220.14,12.004,-24.11
220.15,12.004,-24.105
220.17,12.004,-24.099
220.18,12.005,-24.094
220.2,12.005,-24.088
220.21,12.005,-24.082
220.23,12.005,-24.077
220.24,12.006,-24.071
220.26,12.006,-24.066
220.27,12.006,-24.06
220.29,12.006,-24.055
220.3,12.006,-24.049
220.32,12.007,-24.043
220.33,12.007,-24.038
220.35,12.007,-24.032
220.37,12.007,-24.027
220.38,12.008,-24.021
220.4,12.008,-24.016
220.41,12.008,-24.01
220.43,12.008,-24.004
220.44,12.009,-23.999
220.46,12.009,-23.993
220.47,12.009,-23.988
220.49,12.009,-23.982
220.5,12.009,-23.976
220.52,12.01,-23.971
220.53,12.01,-23.965
220.55,12.01,-23.96
220.56,12.01,-23.954
220.58,12.011,-23.949
220.59,12.011,-23.943
220.61,12.011,-23.937
220.62,12.011,-23.932
220.64,12.012,-23.926
220.65,12.012,-23.921
220.67,12.012,-23.915
220.69,12.012,-23.909
220.7,12.013,-23.904
220.72,12.013,-23.898
220.73,12.013,-23.893
220.75,12.013,-23.887
220.76,12.013,-23.881
220.78,12.014,-23.876
220.79,12.014,-23.87
220.81,12.014,-23.865
220.82,12.014,-23.859
220.84,12.015,-23.854
220.85,12.015,-23.848
220.87,12.015,-23.842
220.88,12.015,-23.837
220.9,12.016,-23.831
220.91,12.016,-23.826
220.93,12.016,-23.82
220.94,12.016,-23.814
220.96,12.017,-23.809
220.98,12.017,-23.803
220.99,12.017,-23.798
221.01,12.017,-23.792
221.02,12.018,-23.787
221.04,12.018,-23.781
221.05,12.018,-23.775
221.07,12.018,-23.77
221.08,12.019,-23.764
221.1,12.019,-23.759
221.11,12.019,-23.753
221.13,12.019,-23.747
221.14,12.019,-23.742
221.16,12.02,-23.736
221.17,12.02,-23.731
221.19,12.02,-23.725
221.2,12.02,-23.719
221.22,12.021,-23.714
221.23,12.021,-23.708
221.25,12.021,-23.703
221.27,12.021,-23.697
221.28,12.022,-23.692
221.3,12.022,-23.686
221.31,12.022,-23.68
221.33,12.022,-23.675
221.34,12.023,-23.669
221.36,12.023,-23.664
221.37,12.023,-23.658
221.39,12.023,-23.652
221.4,12.024,-23.647
221.42,12.024,-23.641
221.43,12.024,-23.636
221.45,12.024,-23.63
221.46,12.025,-23.624
221.48,12.025,-23.619
221.49,12.025,-23.613
221.51,12.025,-23.608
221.53,12.026,-23.602
221.54,12.026,-23.597
221.56,12.026,-23.591
221.57,12.026,-23.585
221.59,12.027,-23.58
221.6,12.027,-23.574
221.62,12.027,-23.569
221.63,12.027,-23.563
221.65,12.028,-23.557
221.66,12.028,-23.552
221.68,12.028,-23.546
221.69,12.028,-23.541
221.71,12.029,-23.535
221.72,12.029,-23.529
221.74,12.029,-23.524
221.76,12.029,-23.518
221.77,12.03,-23.513
221.79,12.03,-23.507
221.8,12.03,-23.501
221.82,12.03,-23.496
221.83,12.031,-23.49
221.85,12.031,-23.485
221.86,12.031,-23.479
221.88,12.031,-23.474
221.89,12.032,-23.468
221.91,12.032,-23.462
221.92,12.032,-23.457
221.94,12.032,-23.451
221.95,12.033,-23.446
221.97,12.033,-23.44
221.98,12.033,-23.434
222,12.033,-23.429
222.02,12.034,-23.423
222.03,12.034,-23.418
222.05,12.034,-23.412
222.06,12.034,-23.406
222.08,12.035,-23.401
222.09,12.035,-23.395
222.11,12.035,-23.39
222.12,12.036,-23.384
222.14,12.036,-23.378
222.15,12.036,-23.373
222.17,12.036,-23.367
222.18,12.037,-23.362
222.2,12.037,-23.356
222.22,12.037,-23.35
222.23,12.037,-23.345
222.25,12.038,-23.339
222.26,12.038,-23.334
222.28,12.038,-23.328
222.29,12.038,-23.322
222.31,12.039,-23.317
222.32,12.039,-23.311
222.34,12.039,-23.306
222.35,12.039,-23.3
222.37,12.04,-23.294
222.38,12.04,-23.289
222.4,12.04,-23.283
222.41,12.04,-23.278
222.43,12.041,-23.272
222.45,12.041,-23.266
222.46,12.041,-23.261
222.48,12.042,-23.255
222.49,12.042,-23.25
222.51,12.042,-23.244
222.52,12.042,-23.239
222.54,12.043,-23.233
222.55,12.043,-23.227
222.57,12.043,-23.222
222.58,12.043,-23.216
222.6,12.044,-23.211
222.61,12.044,-23.205
222.63,12.044,-23.199
222.65,12.044,-23.194
222.66,12.045,-23.188
222.68,12.045,-23.183
222.69,12.045,-23.177
222.71,12.045,-23.171
222.72,12.046,-23.166
222.74,12.046,-23.16
222.75,12.046,-23.155
222.77,12.047,-23.149
222.78,12.047,-23.143
222.8,12.047,-23.138
222.81,12.047,-23.132
222.83,12.048,-23.127
222.85,12.048,-23.121
222.86,12.048,-23.115
222.88,12.048,-23.11
222.89,12.049,-23.104
222.91,12.049,-23.099
222.92,12.049,-23.093
222.94,12.05,-23.087
222.95,12.05,-23.082
222.97,12.05,-23.076
222.98,12.05,-23.071
223,12.051,-23.065
223.01,12.051,-23.059
223.03,12.051,-23.054
223.05,12.051,-23.048
223.06,12.052,-23.043
223.08,12.052,-23.037
223.09,12.052,-23.031
223.11,12.053,-23.026
223.12,12.053,-23.02
223.14,12.053,-23.015
223.15,12.053,-23.009
223.17,12.054,-23.003
223.18,12.054,-22.998
223.2,12.054,-22.992
223.22,12.054,-22.987
223.23,12.055,-22.981
223.25,12.055,-22.975
223.26,12.055,-22.97
223.28,12.056,-22.964
223.29,12.056,-22.959
223.31,12.056,-22.953
223.32,12.056,-22.947
223.34,12.057,-22.942
223.35,12.057,-22.936
223.37,12.057,-22.93
223.38,12.057,-22.925
223.4,12.058,-22.919
223.42,12.058,-22.914
223.43,12.058,-22.908
223.45,12.059,-22.902
223.46,12.059,-22.897
223.48,12.059,-22.891
223.49,12.059,-22.886
223.51,12.06,-22.88
223.52,12.06,-22.874
223.54,12.06,-22.869
223.55,12.061,-22.863
223.57,12.061,-22.858
223.59,12.061,-22.852
223.6,12.061,-22.846
223.62,12.062,-22.841
223.63,12.062,-22.835
223.65,12.062,-22.83
223.66,12.063,-22.824
223.68,12.063,-22.818
223.69,12.063,-22.813
223.71,12.063,-22.807
223.72,12.064,-22.802
223.74,12.064,-22.796
223.76,12.064,-22.79
223.77,12.064,-22.785
223.79,12.065,-22.779
223.8,12.065,-22.774
223.82,12.065,-22.768
223.83,12.066,-22.762
223.85,12.066,-22.757
223.86,12.066,-22.751
223.88,12.066,-22.746
223.89,12.067,-22.74
223.91,12.067,-22.734
223.93,12.067,-22.729
223.94,12.068,-22.723
223.96,12.068,-22.718
223.97,12.068,-22.712
223.99,12.068,-22.706
224,12.069,-22.701
224.02,12.069,-22.695
224.03,12.069,-22.689
224.05,12.07,-22.684
224.06,12.07,-22.678
224.08,12.07,-22.673
224.1,12.071,-22.667
224.11,12.071,-22.661
224.13,12.071,-22.656
224.14,12.071,-22.65
224.16,12.072,-22.645
224.17,12.072,-22.639
224.19,12.072,-22.633
224.2,12.073,-22.628
224.22,12.073,-22.622
224.24,12.073,-22.617
224.25,12.073,-22.611
224.27,12.074,-22.605
224.28,12.074,-22.6
224.3,12.074,-22.594
224.31,12.075,-22.589
224.33,12.075,-22.583
224.34,12.075,-22.577
224.36,12.075,-22.572
224.37,12.076,-22.566
224.39,12.076,-22.56
224.41,12.076,-22.555
224.42,12.077,-22.549
224.44,12.077,-22.544
224.45,12.077,-22.538
224.47,12.078,-22.532
224.48,12.078,-22.527
224.5,12.078,-22.521
224.51,12.078,-22.516
224.53,12.079,-22.51
224.55,12.079,-22.504
224.56,12.079,-22.499
224.58,12.08,-22.493
224.59,12.08,-22.488
224.61,12.08,-22.482
224.62,12.08,-22.476
224.64,12.081,-22.471
224.65,12.081,-22.465
224.67,12.081,-22.459
224.68,12.082,-22.454
224.7,12.082,-22.448
224.72,12.082,-22.443
224.73,12.083,-22.437
224.75,12.083,-22.431
224.76,12.083,-22.426
224.78,12.083,-22.42
224.79,12.084,-22.415
224.81,12.084,-22.409
224.82,12.084,-22.403
224.84,12.085,-22.398
224.86,12.085,-22.392
224.87,12.085,-22.387
224.89,12.086,-22.381
224.9,12.086,-22.375
224.92,12.086,-22.37
224.93,12.086,-22.364
224.95,12.087,-22.358
224.96,12.087,-22.353
224.98,12.087,-22.347
225,12.088,-22.342
225.01,12.088,-22.336
225.03,12.088,-22.33
225.04,12.089,-22.325
225.06,12.089,-22.319
225.07,12.089,-22.314
225.09,12.089,-22.308
225.1,12.09,-22.302
225.12,12.09,-22.297
225.14,12.09,-22.291
225.15,12.091,-22.286
225.17,12.091,-22.28
225.18,12.091,-22.274
225.2,12.092,-22.269
225.21,12.092,-22.263
225.23,12.092,-22.257
225.24,12.093,-22.252
225.26,12.093,-22.246
225.28,12.093,-22.241
225.29,12.093,-22.235
225.31,12.094,-22.229
225.32,12.094,-22.224
225.34,12.094,-22.218
225.35,12.095,-22.213
225.37,12.095,-22.207
225.38,12.095,-22.201
225.4,12.096,-22.196
225.42,12.096,-22.19
225.43,12.096,-22.184
225.45,12.097,-22.179
225.46,12.097,-22.173
225.48,12.097,-22.168
225.49,12.097,-22.162
225.51,12.098,-22.156
225.52,12.098,-22.151
225.54,12.098,-22.145
225.56,12.099,-22.14
225.57,12.099,-22.134
225.59,12.099,-22.128
225.6,12.1,-22.123
225.62,12.1,-22.117
225.63,12.1,-22.111
225.65,12.101,-22.106
225.66,12.101,-22.1
225.68,12.101,-22.095
225.7,12.102,-22.089
225.71,12.102,-22.083
225.73,12.102,-22.078
225.74,12.102,-22.072
225.76,12.103,-22.066
225.77,12.103,-22.061
225.79,12.103,-22.055
225.8,12.104,-22.05
225.82,12.104,-22.044
225.84,12.104,-22.038
225.85,12.105,-22.033
225.87,12.105,-22.027
225.88,12.105,-22.022
225.9,12.106,-22.016
225.91,12.106,-22.01
225.93,12.106,-22.005
225.95,12.107,-21.999
225.96,12.107,-21.993
225.98,12.107,-21.988
225.99,12.108,-21.982
226.01,12.108,-21.977
226.02,12.108,-21.971
226.04,12.109,-21.965
226.05,12.109,-21.96
226.07,12.109,-21.954
226.09,12.109,-21.949
226.1,12.11,-21.943
226.12,12.11,-21.937
226.13,12.11,-21.932
226.15,12.111,-21.926
226.16,12.111,-21.92
226.18,12.111,-21.915
226.2,12.112,-21.909
226.21,12.112,-21.904
226.23,12.112,-21.898
226.24,12.113,-21.892
226.26,12.113,-21.887
226.27,12.113,-21.881
226.29,12.114,-21.875
226.3,12.114,-21.87
226.32,12.114,-21.864
226.34,12.115,-21.859
226.35,12.115,-21.853
226.37,12.115,-21.847
226.38,12.116,-21.842
226.4,12.116,-21.836
226.41,12.116,-21.83
226.43,12.117,-21.825
226.45,12.117,-21.819
226.46,12.117,-21.814
226.48,12.118,-21.808
226.49,12.118,-21.802
226.51,12.118,-21.797
226.52,12.119,-21.791
226.54,12.119,-21.786
226.55,12.119,-21.78
226.57,12.12,-21.774
226.59,12.12,-21.769
226.6,12.12,-21.763
226.62,12.121,-21.757
226.63,12.121,-21.752
226.65,12.121,-21.746
226.66,12.122,-21.741
226.68,12.122,-21.735
226.7,12.122,-21.729
226.71,12.123,-21.724
226.73,12.123,-21.718
226.74,12.123,-21.712
226.76,12.124,-21.707
226.77,12.124,-21.701
226.79,12.124,-21.696
226.81,12.125,-21.69
226.82,12.125,-21.684
226.84,12.125,-21.679
226.85,12.126,-21.673
226.87,12.126,-21.667
226.88,12.126,-21.662
226.9,12.127,-21.656
226.92,12.127,-21.651
226.93,12.127,-21.645
226.95,12.128,-21.639
226.96,12.128,-21.634
226.98,12.128,-21.628
226.99,12.129,-21.622
227.01,12.129,-21.617
227.02,12.129,-21.611
227.04,12.13,-21.606
227.06,12.13,-21.6
227.07,12.13,-21.594
227.09,12.131,-21.589
227.1,12.131,-21.583
227.12,12.131,-21.577
227.13,12.132,-21.572
227.15,12.132,-21.566
227.17,12.132,-21.561
227.18,12.133,-21.555
227.2,12.133,-21.549
227.21,12.133,-21.544
227.23,12.134,-21.538
227.24,12.134,-21.532
227.26,12.134,-21.527
227.28,12.135,-21.521
227.29,12.135,-21.516
227.31,12.135,-21.51
227.32,12.136,-21.504
227.34,12.136,-21.499
227.35,12.136,-21.493
227.37,12.137,-21.487
227.39,12.137,-21.482
227.4,12.137,-21.476
227.42,12.138,-21.471
227.43,12.138,-21.465
227.45,12.138,-21.459
227.46,12.139,-21.454
227.48,12.139,-21.448
227.5,12.139,-21.442
227.51,12.14,-21.437
227.53,12.14,-21.431
227.54,12.14,-21.426
227.56,12.141,-21.42
227.57,12.141,-21.414
227.59,12.141,-21.409
227.61,12.142,-21.403
227.62,12.142,-21.397
227.64,12.142,-21.392
227.65,12.143,-21.386
227.67,12.143,-21.381
227.68,12.144,-21.375
227.7,12.144,-21.369
227.72,12.144,-21.364
227.73,12.145,-21.358
227.75,12.145,-21.352
