w,g1,f1
2503.7,3.7987,-55.459
2503.9,3.8009,-55.402
2504.1,3.8031,-55.346
2504.2,3.8053,-55.289
2504.4,3.8075,-55.233
2504.6,3.8097,-55.176
2504.7,3.8119,-55.12
2504.9,3.8141,-55.063
2505.1,3.8164,-55.007
2505.3,3.8186,-54.951
2505.4,3.8209,-54.894
2505.6,3.8232,-54.838
2505.8,3.8255,-54.782
2506,3.8278,-54.725
2506.1,3.8301,-54.669
2506.3,3.8324,-54.613
2506.5,3.8347,-54.557
2506.7,3.8371,-54.501
2506.8,3.8394,-54.445
2507,3.8418,-54.389
2507.2,3.8441,-54.333
2507.3,3.8465,-54.277
2507.5,3.8489,-54.221
2507.7,3.8513,-54.165
2507.9,3.8537,-54.109
2508,3.8562,-54.053
2508.2,3.8586,-53.997
2508.4,3.861,-53.941
2508.6,3.8635,-53.885
2508.7,3.866,-53.83
2508.9,3.8685,-53.774
2509.1,3.8709,-53.718
2509.3,3.8734,-53.663
2509.4,3.876,-53.607
2509.6,3.8785,-53.552
2509.8,3.881,-53.496
2509.9,3.8836,-53.44
2510.1,3.8861,-53.385
2510.3,3.8887,-53.33
2510.5,3.8913,-53.274
2510.6,3.8939,-53.219
2510.8,3.8965,-53.163
2511,3.8991,-53.108
2511.2,3.9017,-53.053
2511.3,3.9043,-52.998
2511.5,3.907,-52.942
2511.7,3.9096,-52.887
2511.9,3.9123,-52.832
2512,3.915,-52.777
2512.2,3.9177,-52.722
2512.4,3.9204,-52.667
2512.5,3.9231,-52.612
2512.7,3.9258,-52.557
2512.9,3.9286,-52.502
2513.1,3.9313,-52.447
2513.2,3.9341,-52.392
2513.4,3.9369,-52.338
2513.6,3.9397,-52.283
2513.8,3.9425,-52.228
2513.9,3.9453,-52.173
2514.1,3.9481,-52.119
2514.3,3.9509,-52.064
2514.5,3.9538,-52.01
2514.6,3.9566,-51.955
2514.8,3.9595,-51.901
2515,3.9624,-51.846
2515.2,3.9653,-51.792
2515.3,3.9682,-51.737
2515.5,3.9711,-51.683
2515.7,3.9741,-51.629
2515.8,3.977,-51.575
2516,3.98,-51.52
2516.2,3.9829,-51.466
2516.4,3.9859,-51.412
2516.5,3.9889,-51.358
2516.7,3.9919,-51.304
2516.9,3.9949,-51.25
2517.1,3.998,-51.196
2517.2,4.001,-51.142
2517.4,4.0041,-51.088
2517.6,4.0071,-51.034
2517.8,4.0102,-50.981
2517.9,4.0133,-50.927
2518.1,4.0164,-50.873
2518.3,4.0196,-50.819
2518.5,4.0227,-50.766
2518.6,4.0258,-50.712
2518.8,4.029,-50.659
2519,4.0322,-50.605
2519.1,4.0354,-50.552
2519.3,4.0386,-50.498
2519.5,4.0418,-50.445
2519.7,4.045,-50.392
2519.8,4.0482,-50.339
2520,4.0515,-50.285
2520.2,4.0548,-50.232
2520.4,4.058,-50.179
2520.5,4.0613,-50.126
2520.7,4.0647,-50.073
2520.9,4.068,-50.02
2521.1,4.0713,-49.967
2521.2,4.0747,-49.914
2521.4,4.078,-49.861
2521.6,4.0814,-49.809
2521.8,4.0848,-49.756
2521.9,4.0882,-49.703
2522.1,4.0916,-49.651
2522.3,4.095,-49.598
2522.5,4.0985,-49.545
2522.6,4.1019,-49.493
2522.8,4.1054,-49.44
2523,4.1089,-49.388
2523.2,4.1124,-49.336
2523.3,4.1159,-49.283
2523.5,4.1195,-49.231
2523.7,4.123,-49.179
2523.9,4.1266,-49.127
2524,4.1301,-49.075
2524.2,4.1337,-49.023
2524.4,4.1373,-48.971
2524.6,4.141,-48.919
2524.7,4.1446,-48.867
2524.9,4.1482,-48.815
2525.1,4.1519,-48.764
2525.2,4.1556,-48.712
2525.4,4.1593,-48.66
2525.6,4.163,-48.609
2525.8,4.1667,-48.557
2525.9,4.1704,-48.506
2526.1,4.1742,-48.454
2526.3,4.1779,-48.403
2526.5,4.1817,-48.351
2526.6,4.1855,-48.3
2526.8,4.1893,-48.249
2527,4.1932,-48.198
2527.2,4.197,-48.147
2527.3,4.2009,-48.096
2527.5,4.2047,-48.045
2527.7,4.2086,-47.994
2527.9,4.2125,-47.943
2528,4.2165,-47.892
2528.2,4.2204,-47.841
2528.4,4.2244,-47.791
2528.6,4.2283,-47.74
2528.7,4.2323,-47.69
2528.9,4.2363,-47.639
2529.1,4.2403,-47.589
2529.3,4.2444,-47.538
2529.4,4.2484,-47.488
2529.6,4.2525,-47.438
2529.8,4.2566,-47.388
2530,4.2607,-47.337
2530.1,4.2648,-47.287
2530.3,4.2689,-47.237
2530.5,4.2731,-47.187
2530.7,4.2772,-47.138
2530.8,4.2814,-47.088
2531,4.2856,-47.038
2531.2,4.2898,-46.988
2531.4,4.294,-46.939
2531.5,4.2983,-46.889
2531.7,4.3026,-46.84
2531.9,4.3068,-46.79
2532.1,4.3111,-46.741
2532.2,4.3155,-46.692
2532.4,4.3198,-46.642
2532.6,4.3241,-46.593
2532.8,4.3285,-46.544
2532.9,4.3329,-46.495
2533.1,4.3373,-46.446
2533.3,4.3417,-46.397
2533.5,4.3462,-46.348
2533.6,4.3506,-46.3
2533.8,4.3551,-46.251
2534,4.3596,-46.202
2534.2,4.3641,-46.154
2534.3,4.3686,-46.106
2534.5,4.3732,-46.057
2534.7,4.3777,-46.009
2534.9,4.3823,-45.961
2535,4.3869,-45.912
2535.2,4.3915,-45.864
2535.4,4.3962,-45.816
2535.6,4.4008,-45.768
2535.7,4.4055,-45.721
2535.9,4.4102,-45.673
2536.1,4.4149,-45.625
2536.3,4.4196,-45.577
2536.4,4.4244,-45.53
2536.6,4.4292,-45.482
2536.8,4.434,-45.435
2537,4.4388,-45.388
2537.1,4.4436,-45.34
2537.3,4.4484,-45.293
2537.5,4.4533,-45.246
2537.7,4.4582,-45.199
2537.8,4.4631,-45.152
2538,4.468,-45.105
2538.2,4.473,-45.058
2538.4,4.4779,-45.012
2538.5,4.4829,-44.965
2538.7,4.4879,-44.919
2538.9,4.4929,-44.872
2539.1,4.498,-44.826
2539.2,4.503,-44.779
2539.4,4.5081,-44.733
2539.6,4.5132,-44.687
2539.8,4.5183,-44.641
2539.9,4.5235,-44.595
2540.1,4.5287,-44.549
2540.3,4.5338,-44.503
2540.5,4.539,-44.458
2540.6,4.5443,-44.412
2540.8,4.5495,-44.367
2541,4.5548,-44.321
2541.2,4.5601,-44.276
2541.3,4.5654,-44.231
2541.5,4.5707,-44.185
2541.7,4.5761,-44.14
2541.9,4.5815,-44.095
2542,4.5869,-44.05
2542.2,4.5923,-44.006
2542.4,4.5977,-43.961
2542.6,4.6032,-43.916
2542.8,4.6087,-43.872
2542.9,4.6142,-43.827
2543.1,4.6197,-43.783
2543.3,4.6253,-43.739
2543.5,4.6308,-43.695
2543.6,4.6364,-43.651
2543.8,4.642,-43.607
2544,4.6477,-43.563
2544.2,4.6533,-43.519
2544.3,4.659,-43.475
2544.5,4.6647,-43.432
2544.7,4.6705,-43.388
2544.9,4.6762,-43.345
2545,4.682,-43.302
2545.2,4.6878,-43.258
2545.4,4.6936,-43.215
2545.6,4.6995,-43.172
2545.7,4.7054,-43.129
2545.9,4.7112,-43.087
2546.1,4.7172,-43.044
2546.3,4.7231,-43.001
2546.4,4.7291,-42.959
2546.6,4.7351,-42.917
2546.8,4.7411,-42.874
2547,4.7471,-42.832
2547.1,4.7532,-42.79
2547.3,4.7593,-42.748
2547.5,4.7654,-42.706
2547.7,4.7715,-42.665
2547.9,4.7777,-42.623
2548,4.7839,-42.582
2548.2,4.7901,-42.54
2548.4,4.7963,-42.499
2548.6,4.8026,-42.458
2548.7,4.8089,-42.417
2548.9,4.8152,-42.376
2549.1,4.8215,-42.335
2549.3,4.8279,-42.294
2549.4,4.8343,-42.254
2549.6,4.8407,-42.213
2549.8,4.8472,-42.173
2550,4.8536,-42.133
2550.1,4.8601,-42.092
2550.3,4.8667,-42.052
2550.5,4.8732,-42.012
2550.7,4.8798,-41.973
2550.8,4.8864,-41.933
2551,4.893,-41.893
2551.2,4.8997,-41.854
2551.4,4.9064,-41.815
2551.5,4.9131,-41.776
2551.7,4.9198,-41.737
2551.9,4.9266,-41.698
2552.1,4.9334,-41.659
2552.3,4.9402,-41.62
2552.4,4.947,-41.582
2552.6,4.9539,-41.543
2552.8,4.9608,-41.505
2553,4.9678,-41.467
2553.1,4.9747,-41.429
2553.3,4.9817,-41.391
2553.5,4.9887,-41.353
2553.7,4.9958,-41.315
2553.8,5.0029,-41.278
2554,5.01,-41.24
2554.2,5.0171,-41.203
2554.4,5.0243,-41.166
2554.5,5.0315,-41.129
2554.7,5.0387,-41.092
2554.9,5.046,-41.055
2555.1,5.0533,-41.019
2555.3,5.0606,-40.982
2555.4,5.0679,-40.946
2555.6,5.0753,-40.91
2555.8,5.0827,-40.874
2556,5.0901,-40.838
2556.1,5.0976,-40.802
2556.3,5.1051,-40.767
2556.5,5.1126,-40.731
2556.7,5.1202,-40.696
2556.8,5.1278,-40.661
2557,5.1354,-40.626
2557.2,5.1431,-40.591
2557.4,5.1508,-40.556
2557.5,5.1585,-40.522
2557.7,5.1662,-40.487
2557.9,5.174,-40.453
2558.1,5.1818,-40.419
2558.3,5.1897,-40.385
2558.4,5.1976,-40.351
2558.6,5.2055,-40.318
2558.8,5.2134,-40.284
2559,5.2214,-40.251
2559.1,5.2294,-40.218
2559.3,5.2375,-40.185
2559.5,5.2456,-40.152
2559.7,5.2537,-40.119
2559.8,5.2618,-40.087
2560,5.27,-40.054
2560.2,5.2782,-40.022
2560.4,5.2865,-39.99
2560.6,5.2948,-39.958
2560.7,5.3031,-39.926
2560.9,5.3115,-39.895
2561.1,5.3199,-39.863
2561.3,5.3283,-39.832
2561.4,5.3368,-39.801
2561.6,5.3453,-39.77
2561.8,5.3538,-39.74
2562,5.3624,-39.709
2562.1,5.371,-39.679
2562.3,5.3796,-39.649
2562.5,5.3883,-39.619
2562.7,5.397,-39.589
2562.9,5.4058,-39.559
2563,5.4146,-39.53
2563.2,5.4234,-39.5
2563.4,5.4323,-39.471
2563.6,5.4412,-39.442
2563.7,5.4501,-39.414
2563.9,5.4591,-39.385
2564.1,5.4682,-39.357
2564.3,5.4772,-39.329
2564.4,5.4863,-39.301
2564.6,5.4954,-39.273
2564.8,5.5046,-39.245
2565,5.5138,-39.218
2565.2,5.5231,-39.191
2565.3,5.5324,-39.164
2565.5,5.5417,-39.137
2565.7,5.5511,-39.11
2565.9,5.5605,-39.084
2566,5.57,-39.058
2566.2,5.5795,-39.032
2566.4,5.589,-39.006
2566.6,5.5986,-38.98
2566.8,5.6082,-38.955
2566.9,5.6179,-38.929
2567.1,5.6276,-38.904
2567.3,5.6373,-38.88
2567.5,5.6471,-38.855
2567.6,5.6569,-38.831
2567.8,5.6668,-38.807
2568,5.6767,-38.783
2568.2,5.6867,-38.759
2568.3,5.6967,-38.735
2568.5,5.7067,-38.712
2568.7,5.7168,-38.689
2568.9,5.7269,-38.666
2569.1,5.7371,-38.644
2569.2,5.7473,-38.621
2569.4,5.7576,-38.599
2569.6,5.7679,-38.577
2569.8,5.7783,-38.555
2569.9,5.7887,-38.534
2570.1,5.7991,-38.512
2570.3,5.8096,-38.491
2570.5,5.8201,-38.471
2570.7,5.8307,-38.45
2570.8,5.8413,-38.43
2571,5.852,-38.41
2571.2,5.8627,-38.39
2571.4,5.8735,-38.37
2571.5,5.8843,-38.351
2571.7,5.8952,-38.332
2571.9,5.9061,-38.313
2572.1,5.9171,-38.294
2572.3,5.9281,-38.276
2572.4,5.9391,-38.258
2572.6,5.9502,-38.24
2572.8,5.9614,-38.222
2573,5.9726,-38.205
2573.1,5.9838,-38.188
2573.3,5.9951,-38.171
2573.5,6.0065,-38.154
2573.7,6.0179,-38.138
2573.9,6.0293,-38.122
2574,6.0408,-38.106
2574.2,6.0524,-38.091
2574.4,6.064,-38.075
2574.6,6.0757,-38.06
2574.7,6.0874,-38.046
2574.9,6.0991,-38.031
2575.1,6.111,-38.017
2575.3,6.1228,-38.003
2575.5,6.1347,-37.99
2575.6,6.1467,-37.976
2575.8,6.1587,-37.963
2576,6.1708,-37.95
2576.2,6.1829,-37.938
2576.3,6.1951,-37.926
2576.5,6.2074,-37.914
2576.7,6.2197,-37.902
2576.9,6.232,-37.891
2577.1,6.2444,-37.88
2577.2,6.2569,-37.869
2577.4,6.2694,-37.859
2577.6,6.282,-37.849
2577.8,6.2946,-37.839
2577.9,6.3073,-37.83
2578.1,6.32,-37.82
2578.3,6.3328,-37.812
2578.5,6.3457,-37.803
2578.7,6.3586,-37.795
2578.8,6.3716,-37.787
2579,6.3846,-37.779
2579.2,6.3977,-37.772
2579.4,6.4109,-37.765
2579.6,6.4241,-37.759
2579.7,6.4374,-37.752
2579.9,6.4507,-37.746
2580.1,6.4641,-37.741
2580.3,6.4775,-37.735
2580.4,6.491,-37.731
2580.6,6.5046,-37.726
2580.8,6.5182,-37.722
2581,6.5319,-37.718
2581.2,6.5457,-37.714
2581.3,6.5595,-37.711
2581.5,6.5734,-37.708
2581.7,6.5873,-37.706
2581.9,6.6013,-37.703
2582,6.6154,-37.702
2582.2,6.6296,-37.7
2582.4,6.6437,-37.699
2582.6,6.658,-37.698
2582.8,6.6723,-37.698
2582.9,6.6867,-37.698
2583.1,6.7012,-37.699
2583.3,6.7157,-37.699
2583.5,6.7303,-37.701
2583.7,6.745,-37.702
2583.8,6.7597,-37.704
2584,6.7745,-37.706
2584.2,6.7893,-37.709
2584.4,6.8043,-37.712
2584.5,6.8193,-37.716
2584.7,6.8343,-37.72
2584.9,6.8494,-37.724
2585.1,6.8646,-37.729
2585.3,6.8799,-37.734
2585.4,6.8953,-37.739
2585.6,6.9107,-37.745
2585.8,6.9261,-37.752
2586,6.9417,-37.758
2586.2,6.9573,-37.766
2586.3,6.973,-37.773
2586.5,6.9888,-37.781
2586.7,7.0046,-37.79
2586.9,7.0205,-37.799
2587,7.0365,-37.808
2587.2,7.0525,-37.818
2587.4,7.0686,-37.828
2587.6,7.0848,-37.839
2587.8,7.1011,-37.85
2587.9,7.1175,-37.862
2588.1,7.1339,-37.874
2588.3,7.1504,-37.886
2588.5,7.1669,-37.899
2588.7,7.1836,-37.913
2588.8,7.2003,-37.926
2589,7.2171,-37.941
2589.2,7.234,-37.956
2589.4,7.2509,-37.971
2589.5,7.268,-37.987
2589.7,7.2851,-38.003
2589.9,7.3022,-38.02
2590.1,7.3195,-38.037
2590.3,7.3368,-38.055
2590.4,7.3543,-38.073
2590.6,7.3717,-38.092
2590.8,7.3893,-38.111
2591,7.407,-38.131
2591.2,7.4247,-38.151
2591.3,7.4425,-38.172
2591.5,7.4604,-38.193
2591.7,7.4784,-38.215
2591.9,7.4964,-38.238
2592.1,7.5146,-38.261
2592.2,7.5328,-38.284
2592.4,7.5511,-38.308
2592.6,7.5695,-38.333
2592.8,7.588,-38.358
2592.9,7.6065,-38.383
2593.1,7.6251,-38.41
2593.3,7.6439,-38.436
2593.5,7.6627,-38.464
2593.7,7.6815,-38.492
2593.8,7.7005,-38.52
2594,7.7196,-38.549
2594.2,7.7387,-38.579
2594.4,7.7579,-38.609
2594.6,7.7772,-38.64
2594.7,7.7966,-38.671
2594.9,7.8161,-38.703
2595.1,7.8357,-38.736
2595.3,7.8553,-38.769
2595.5,7.8751,-38.803
2595.6,7.8949,-38.837
2595.8,7.9148,-38.872
2596,7.9348,-38.908
2596.2,7.9549,-38.944
2596.4,7.9751,-38.981
2596.5,7.9954,-39.018
2596.7,8.0157,-39.057
2596.9,8.0361,-39.095
2597.1,8.0567,-39.135
2597.3,8.0773,-39.175
2597.4,8.098,-39.216
2597.6,8.1188,-39.257
2597.8,8.1397,-39.299
2598,8.1607,-39.342
2598.1,8.1818,-39.386
2598.3,8.2029,-39.43
2598.5,8.2242,-39.475
2598.7,8.2455,-39.52
2598.9,8.2669,-39.566
2599,8.2885,-39.613
2599.2,8.3101,-39.661
2599.4,8.3318,-39.709
2599.6,8.3536,-39.758
2599.8,8.3755,-39.808
2599.9,8.3975,-39.859
2600.1,8.4195,-39.91
2600.3,8.4417,-39.962
2600.5,8.464,-40.015
2600.7,8.4863,-40.068
2600.8,8.5087,-40.122
2601,8.5313,-40.177
2601.2,8.5539,-40.233
2601.4,8.5766,-40.289
2601.6,8.5994,-40.347
2601.7,8.6223,-40.405
2601.9,8.6453,-40.464
2602.1,8.6684,-40.523
2602.3,8.6916,-40.584
2602.5,8.7148,-40.645
2602.6,8.7382,-40.707
2602.8,8.7617,-40.77
2603,8.7852,-40.834
2603.2,8.8088,-40.898
2603.4,8.8326,-40.963
2603.5,8.8564,-41.03
2603.7,8.8803,-41.097
2603.9,8.9043,-41.164
2604.1,8.9284,-41.233
2604.3,8.9526,-41.303
2604.4,8.9768,-41.373
2604.6,9.0012,-41.444
2604.8,9.0257,-41.516
2605,9.0502,-41.59
2605.2,9.0748,-41.663
2605.3,9.0996,-41.738
2605.5,9.1244,-41.814
2605.7,9.1493,-41.891
2605.9,9.1743,-41.968
2606.1,9.1993,-42.047
2606.2,9.2245,-42.126
2606.4,9.2498,-42.206
2606.6,9.2751,-42.287
2606.8,9.3005,-42.37
2607,9.326,-42.453
2607.1,9.3516,-42.537
2607.3,9.3773,-42.622
2607.5,9.4031,-42.708
2607.7,9.4289,-42.795
2607.9,9.4549,-42.883
2608,9.4809,-42.971
2608.2,9.507,-43.061
2608.4,9.5331,-43.152
2608.6,9.5594,-43.244
2608.8,9.5857,-43.337
2608.9,9.6122,-43.431
2609.1,9.6387,-43.526
2609.3,9.6652,-43.622
2609.5,9.6919,-43.719
2609.7,9.7186,-43.817
2609.8,9.7454,-43.916
2610,9.7723,-44.016
2610.2,9.7992,-44.117
2610.4,9.8262,-44.219
2610.6,9.8533,-44.322
2610.7,9.8805,-44.427
2610.9,9.9077,-44.532
2611.1,9.935,-44.639
2611.3,9.9624,-44.746
2611.5,9.9898,-44.855
2611.6,10.017,-44.965
2611.8,10.045,-45.075
2612,10.072,-45.187
2612.2,10.1,-45.301
2612.4,10.128,-45.415
2612.5,10.156,-45.53
2612.7,10.184,-45.647
2612.9,10.211,-45.764
2613.1,10.239,-45.883
2613.3,10.267,-46.003
2613.4,10.295,-46.124
2613.6,10.324,-46.246
2613.8,10.352,-46.37
2614,10.38,-46.494
2614.2,10.408,-46.62
2614.4,10.436,-46.747
2614.5,10.465,-46.875
2614.7,10.493,-47.005
2614.9,10.521,-47.135
2615.1,10.55,-47.267
2615.3,10.578,-47.4
2615.4,10.607,-47.534
2615.6,10.635,-47.669
2615.8,10.664,-47.806
2616,10.692,-47.944
2616.2,10.721,-48.083
2616.3,10.75,-48.223
2616.5,10.778,-48.365
2616.7,10.807,-48.508
2616.9,10.835,-48.652
2617.1,10.864,-48.797
2617.2,10.893,-48.944
2617.4,10.921,-49.091
2617.6,10.95,-49.241
2617.8,10.979,-49.391
2618,11.007,-49.543
2618.1,11.036,-49.695
2618.3,11.064,-49.85
2618.5,11.093,-50.005
2618.7,11.122,-50.162
2618.9,11.15,-50.32
2619.1,11.179,-50.479
2619.2,11.207,-50.64
2619.4,11.236,-50.802
2619.6,11.264,-50.965
2619.8,11.292,-51.13
2620,11.321,-51.295
2620.1,11.349,-51.462
2620.3,11.377,-51.631
2620.5,11.405,-51.801
2620.7,11.434,-51.972
2620.9,11.462,-52.144
2621,11.49,-52.318
2621.2,11.518,-52.493
2621.4,11.545,-52.669
2621.6,11.573,-52.847
2621.8,11.601,-53.025
2621.9,11.629,-53.206
2622.1,11.656,-53.387
2622.3,11.684,-53.57
2622.5,11.711,-53.754
2622.7,11.738,-53.94
2622.9,11.765,-54.126
2623,11.792,-54.314
2623.2,11.819,-54.504
2623.4,11.846,-54.694
2623.6,11.873,-54.886
2623.8,11.899,-55.08
2623.9,11.926,-55.274
2624.1,11.952,-55.47
2624.3,11.978,-55.667
2624.5,12.004,-55.866
2624.7,12.03,-56.065
2624.8,12.056,-56.266
2625,12.081,-56.468
2625.2,12.107,-56.672
2625.4,12.132,-56.877
2625.6,12.157,-57.083
2625.8,12.182,-57.29
2625.9,12.206,-57.498
2626.1,12.231,-57.708
2626.3,12.255,-57.919
2626.5,12.279,-58.131
2626.7,12.303,-58.345
2626.8,12.326,-58.559
2627,12.35,-58.775
2627.2,12.373,-58.992
2627.4,12.396,-59.21
2627.6,12.419,-59.43
2627.8,12.441,-59.65
2627.9,12.463,-59.872
2628.1,12.485,-60.095
2628.3,12.507,-60.319
2628.5,12.529,-60.544
2628.7,12.55,-60.77
2628.8,12.571,-60.997
2629,12.592,-61.226
2629.2,12.612,-61.455
2629.4,12.632,-61.686
2629.6,12.652,-61.917
2629.7,12.671,-62.15
2629.9,12.691,-62.384
2630.1,12.71,-62.619
2630.3,12.728,-62.854
2630.5,12.746,-63.091
2630.7,12.764,-63.329
2630.8,12.782,-63.567
2631,12.799,-63.807
2631.2,12.816,-64.047
2631.4,12.833,-64.289
2631.6,12.849,-64.531
2631.7,12.865,-64.775
2631.9,12.881,-65.019
2632.1,12.896,-65.264
2632.3,12.911,-65.509
2632.5,12.926,-65.756
2632.7,12.94,-66.003
2632.8,12.953,-66.251
2633,12.967,-66.5
2633.2,12.98,-66.75
2633.4,12.992,-67
2633.6,13.005,-67.252
2633.7,13.016,-67.503
2633.9,13.028,-67.756
2634.1,13.039,-68.009
2634.3,13.049,-68.262
2634.5,13.06,-68.517
2634.7,13.069,-68.772
2634.8,13.079,-69.027
2635,13.088,-69.283
2635.2,13.096,-69.54
2635.4,13.104,-69.797
2635.6,13.112,-70.054
2635.7,13.119,-70.312
2635.9,13.126,-70.57
2636.1,13.132,-70.829
2636.3,13.138,-71.088
2636.5,13.144,-71.348
2636.7,13.149,-71.608
2636.8,13.153,-71.868
2637,13.158,-72.128
2637.2,13.161,-72.389
2637.4,13.165,-72.65
2637.6,13.167,-72.911
2637.8,13.17,-73.172
2637.9,13.172,-73.434
2638.1,13.173,-73.696
2638.3,13.174,-73.958
2638.5,13.175,-74.219
2638.7,13.175,-74.481
2638.8,13.174,-74.744
2639,13.173,-75.006
2639.2,13.172,-75.268
2639.4,13.17,-75.53
2639.6,13.168,-75.792
2639.8,13.166,-76.054
2639.9,13.163,-76.316
2640.1,13.159,-76.577
2640.3,13.155,-76.839
2640.5,13.15,-77.101
2640.7,13.146,-77.362
2640.9,13.14,-77.623
2641,13.134,-77.884
2641.2,13.128,-78.144
2641.4,13.121,-78.405
2641.6,13.114,-78.665
2641.8,13.107,-78.924
2641.9,13.099,-79.184
2642.1,13.09,-79.443
2642.3,13.081,-79.701
2642.5,13.072,-79.959
2642.7,13.062,-80.217
2642.9,13.052,-80.474
2643,13.041,-80.731
2643.2,13.03,-80.987
2643.4,13.019,-81.243
2643.6,13.007,-81.498
2643.8,12.995,-81.753
2644,12.982,-82.007
2644.1,12.969,-82.26
2644.3,12.956,-82.513
2644.5,12.942,-82.765
2644.7,12.927,-83.016
2644.9,12.913,-83.267
2645.1,12.898,-83.517
2645.2,12.882,-83.766
2645.4,12.866,-84.015
2645.6,12.85,-84.262
2645.8,12.834,-84.509
2646,12.817,-84.755
2646.1,12.8,-85.001
2646.3,12.782,-85.245
2646.5,12.764,-85.489
2646.7,12.746,-85.731
2646.9,12.727,-85.973
2647.1,12.708,-86.214
2647.2,12.689,-86.454
2647.4,12.669,-86.693
2647.6,12.649,-86.931
2647.8,12.629,-87.168
2648,12.608,-87.405
2648.2,12.587,-87.64
2648.3,12.566,-87.874
2648.5,12.545,-88.107
2648.7,12.523,-88.339
2648.9,12.501,-88.57
2649.1,12.479,-88.8
2649.3,12.456,-89.029
2649.4,12.433,-89.256
2649.6,12.41,-89.483
2649.8,12.387,-89.709
2650,12.363,-89.933
2650.2,12.339,-90.156
2650.4,12.315,-90.378
2650.5,12.291,-90.599
2650.7,12.266,-90.819
2650.9,12.241,-91.038
2651.1,12.216,-91.255
2651.3,12.191,-91.471
2651.5,12.165,-91.686
2651.6,12.14,-91.9
2651.8,12.114,-92.113
2652,12.088,-92.324
2652.2,12.061,-92.534
2652.4,12.035,-92.743
2652.6,12.008,-92.951
2652.7,11.982,-93.157
2652.9,11.955,-93.362
2653.1,11.927,-93.566
2653.3,11.9,-93.769
2653.5,11.873,-93.97
2653.7,11.845,-94.17
2653.8,11.817,-94.369
2654,11.79,-94.566
2654.2,11.762,-94.762
2654.4,11.733,-94.957
2654.6,11.705,-95.151
2654.8,11.677,-95.343
2654.9,11.648,-95.534
2655.1,11.62,-95.723
2655.3,11.591,-95.912
2655.5,11.562,-96.099
2655.7,11.533,-96.284
2655.9,11.504,-96.469
2656,11.475,-96.652
2656.2,11.446,-96.833
2656.4,11.417,-97.014
2656.6,11.387,-97.193
2656.8,11.358,-97.371
2657,11.329,-97.547
2657.1,11.299,-97.722
2657.3,11.27,-97.896
2657.5,11.24,-98.069
2657.7,11.21,-98.24
2657.9,11.18,-98.41
2658.1,11.151,-98.578
2658.2,11.121,-98.745
2658.4,11.091,-98.911
2658.6,11.061,-99.076
2658.8,11.031,-99.239
2659,11.001,-99.401
2659.2,10.971,-99.562
2659.3,10.941,-99.721
2659.5,10.911,-99.879
2659.7,10.881,-100.04
2659.9,10.851,-100.19
2660.1,10.821,-100.35
2660.3,10.791,-100.5
2660.4,10.761,-100.65
2660.6,10.731,-100.8
2660.8,10.701,-100.95
2661,10.671,-101.1
2661.2,10.641,-101.24
2661.4,10.611,-101.39
2661.5,10.581,-101.53
2661.7,10.551,-101.67
2661.9,10.521,-101.82
2662.1,10.491,-101.96
2662.3,10.461,-102.1
2662.5,10.431,-102.23
2662.7,10.401,-102.37
2662.8,10.372,-102.5
2663,10.342,-102.64
2663.2,10.312,-102.77
2663.4,10.282,-102.9
2663.6,10.253,-103.03
2663.8,10.223,-103.16
2663.9,10.194,-103.29
2664.1,10.164,-103.42
2664.3,10.135,-103.54
2664.5,10.105,-103.67
2664.7,10.076,-103.79
2664.9,10.046,-103.91
2665,10.017,-104.03
2665.2,9.988,-104.15
2665.4,9.9589,-104.27
2665.6,9.9298,-104.39
2665.8,9.9008,-104.5
2666,9.8718,-104.62
2666.1,9.8429,-104.73
2666.3,9.8141,-104.84
2666.5,9.7854,-104.95
2666.7,9.7567,-105.06
2666.9,9.7281,-105.17
2667.1,9.6995,-105.28
2667.3,9.6711,-105.39
2667.4,9.6427,-105.49
2667.6,9.6143,-105.6
2667.8,9.5861,-105.7
2668,9.5579,-105.81
2668.2,9.5298,-105.91
2668.4,9.5018,-106.01
2668.5,9.4739,-106.11
2668.7,9.4461,-106.2
2668.9,9.4183,-106.3
2669.1,9.3906,-106.4
2669.3,9.363,-106.49
2669.5,9.3355,-106.59
2669.6,9.3081,-106.68
2669.8,9.2808,-106.77
2670,9.2535,-106.86
2670.2,9.2264,-106.95
2670.4,9.1993,-107.04
2670.6,9.1723,-107.13
2670.8,9.1454,-107.22
2670.9,9.1186,-107.3
2671.1,9.0919,-107.39
2671.3,9.0653,-107.47
2671.5,9.0387,-107.55
2671.7,9.0123,-107.64
2671.9,8.9859,-107.72
2672,8.9597,-107.8
2672.2,8.9335,-107.88
2672.4,8.9075,-107.96
2672.6,8.8815,-108.03
2672.8,8.8556,-108.11
2673,8.8298,-108.18
2673.2,8.8041,-108.26
2673.3,8.7785,-108.33
2673.5,8.753,-108.41
2673.7,8.7276,-108.48
2673.9,8.7023,-108.55
2674.1,8.6771,-108.62
2674.3,8.652,-108.69
2674.4,8.627,-108.76
2674.6,8.6021,-108.82
2674.8,8.5773,-108.89
2675,8.5525,-108.95
2675.2,8.5279,-109.02
2675.4,8.5034,-109.08
2675.6,8.479,-109.15
2675.7,8.4546,-109.21
2675.9,8.4304,-109.27
2676.1,8.4063,-109.33
2676.3,8.3822,-109.39
2676.5,8.3583,-109.45
2676.7,8.3344,-109.51
2676.9,8.3107,-109.57
