w,g1,f1
1699,4.8671,-63.719
1699.1,4.8672,-63.678
1699.2,4.8674,-63.638
1699.3,4.8675,-63.597
1699.5,4.8676,-63.557
1699.6,4.8678,-63.516
1699.7,4.8679,-63.476
1699.8,4.8681,-63.435
1699.9,4.8682,-63.395
1700.1,4.8684,-63.354
1700.2,4.8685,-63.314
1700.3,4.8687,-63.273
1700.4,4.8689,-63.232
1700.5,4.8691,-63.192
1700.6,4.8692,-63.151
1700.8,4.8694,-63.111
1700.9,4.8696,-63.07
1701,4.8698,-63.03
1701.1,4.87,-62.989
1701.2,4.8702,-62.949
1701.3,4.8704,-62.908
1701.5,4.8706,-62.868
1701.6,4.8709,-62.827
1701.7,4.8711,-62.786
1701.8,4.8713,-62.746
1701.9,4.8715,-62.705
1702,4.8718,-62.665
1702.2,4.872,-62.624
1702.3,4.8723,-62.584
1702.4,4.8725,-62.543
1702.5,4.8728,-62.503
1702.6,4.873,-62.462
1702.8,4.8733,-62.422
1702.9,4.8736,-62.381
1703,4.8738,-62.34
1703.1,4.8741,-62.3
1703.2,4.8744,-62.259
1703.3,4.8747,-62.219
1703.5,4.875,-62.178
1703.6,4.8753,-62.138
1703.7,4.8756,-62.097
1703.8,4.8759,-62.057
1703.9,4.8762,-62.016
1704,4.8765,-61.976
1704.2,4.8768,-61.935
1704.3,4.8771,-61.895
1704.4,4.8775,-61.854
1704.5,4.8778,-61.813
1704.6,4.8781,-61.773
1704.8,4.8785,-61.732
1704.9,4.8788,-61.692
1705,4.8792,-61.651
1705.1,4.8795,-61.611
1705.2,4.8799,-61.57
1705.3,4.8802,-61.53
1705.5,4.8806,-61.489
1705.6,4.881,-61.449
1705.7,4.8813,-61.408
1705.8,4.8817,-61.368
1705.9,4.8821,-61.327
1706.1,4.8825,-61.287
1706.2,4.8829,-61.246
1706.3,4.8833,-61.206
1706.4,4.8837,-61.165
1706.5,4.8841,-61.124
1706.6,4.8845,-61.084
1706.8,4.8849,-61.043
1706.9,4.8854,-61.003
1707,4.8858,-60.962
1707.1,4.8862,-60.922
1707.2,4.8867,-60.881
1707.3,4.8871,-60.841
1707.5,4.8875,-60.8
1707.6,4.888,-60.76
1707.7,4.8885,-60.719
1707.8,4.8889,-60.679
1707.9,4.8894,-60.638
1708.1,4.8898,-60.598
1708.2,4.8903,-60.557
1708.3,4.8908,-60.517
1708.4,4.8913,-60.476
1708.5,4.8918,-60.436
1708.6,4.8923,-60.395
1708.8,4.8928,-60.355
1708.9,4.8933,-60.314
1709,4.8938,-60.274
1709.1,4.8943,-60.233
1709.2,4.8948,-60.193
1709.4,4.8953,-60.152
1709.5,4.8958,-60.112
1709.6,4.8964,-60.072
1709.7,4.8969,-60.031
1709.8,4.8974,-59.991
1709.9,4.898,-59.95
1710.1,4.8985,-59.91
1710.2,4.8991,-59.869
1710.3,4.8997,-59.829
1710.4,4.9002,-59.788
1710.5,4.9008,-59.748
1710.7,4.9014,-59.707
1710.8,4.9019,-59.667
1710.9,4.9025,-59.626
1711,4.9031,-59.586
1711.1,4.9037,-59.546
1711.2,4.9043,-59.505
1711.4,4.9049,-59.465
1711.5,4.9055,-59.424
1711.6,4.9061,-59.384
1711.7,4.9067,-59.343
1711.8,4.9073,-59.303
1712,4.908,-59.262
1712.1,4.9086,-59.222
1712.2,4.9092,-59.182
1712.3,4.9099,-59.141
1712.4,4.9105,-59.101
1712.5,4.9112,-59.06
1712.7,4.9118,-59.02
1712.8,4.9125,-58.98
1712.9,4.9131,-58.939
1713,4.9138,-58.899
1713.1,4.9145,-58.858
1713.3,4.9152,-58.818
1713.4,4.9158,-58.777
1713.5,4.9165,-58.737
1713.6,4.9172,-58.697
1713.7,4.9179,-58.656
1713.8,4.9186,-58.616
1714,4.9193,-58.576
1714.1,4.92,-58.535
1714.2,4.9207,-58.495
1714.3,4.9215,-58.454
1714.4,4.9222,-58.414
1714.6,4.9229,-58.374
1714.7,4.9237,-58.333
1714.8,4.9244,-58.293
1714.9,4.9251,-58.253
1715,4.9259,-58.212
1715.2,4.9267,-58.172
1715.3,4.9274,-58.132
1715.4,4.9282,-58.091
1715.5,4.9289,-58.051
1715.6,4.9297,-58.011
1715.7,4.9305,-57.97
1715.9,4.9313,-57.93
1716,4.9321,-57.89
1716.1,4.9329,-57.849
1716.2,4.9337,-57.809
1716.3,4.9345,-57.769
1716.5,4.9353,-57.728
1716.6,4.9361,-57.688
1716.7,4.9369,-57.648
1716.8,4.9377,-57.607
1716.9,4.9386,-57.567
1717,4.9394,-57.527
1717.2,4.9402,-57.487
1717.3,4.9411,-57.446
1717.4,4.9419,-57.406
1717.5,4.9428,-57.366
1717.6,4.9437,-57.325
1717.8,4.9445,-57.285
1717.9,4.9454,-57.245
1718,4.9463,-57.205
1718.1,4.9471,-57.164
1718.2,4.948,-57.124
1718.4,4.9489,-57.084
1718.5,4.9498,-57.044
1718.6,4.9507,-57.003
1718.7,4.9516,-56.963
1718.8,4.9525,-56.923
1718.9,4.9534,-56.883
1719.1,4.9544,-56.843
1719.2,4.9553,-56.802
1719.3,4.9562,-56.762
1719.4,4.9571,-56.722
1719.5,4.9581,-56.682
1719.7,4.959,-56.642
1719.8,4.96,-56.601
1719.9,4.9609,-56.561
1720,4.9619,-56.521
1720.1,4.9629,-56.481
1720.3,4.9638,-56.441
1720.4,4.9648,-56.401
1720.5,4.9658,-56.36
1720.6,4.9668,-56.32
1720.7,4.9678,-56.28
1720.8,4.9688,-56.24
1721,4.9698,-56.2
1721.1,4.9708,-56.16
1721.2,4.9718,-56.12
1721.3,4.9728,-56.079
1721.4,4.9738,-56.039
1721.6,4.9748,-55.999
1721.7,4.9759,-55.959
1721.8,4.9769,-55.919
1721.9,4.978,-55.879
1722,4.979,-55.839
1722.2,4.9801,-55.799
1722.3,4.9811,-55.759
1722.4,4.9822,-55.719
1722.5,4.9833,-55.679
1722.6,4.9843,-55.638
1722.8,4.9854,-55.598
1722.9,4.9865,-55.558
1723,4.9876,-55.518
1723.1,4.9887,-55.478
1723.2,4.9898,-55.438
1723.3,4.9909,-55.398
1723.5,4.992,-55.358
1723.6,4.9931,-55.318
1723.7,4.9942,-55.278
1723.8,4.9954,-55.238
1723.9,4.9965,-55.198
1724.1,4.9976,-55.158
1724.2,4.9988,-55.118
1724.3,4.9999,-55.078
1724.4,5.0011,-55.038
1724.5,5.0022,-54.998
1724.7,5.0034,-54.958
1724.8,5.0046,-54.918
1724.9,5.0058,-54.878
1725,5.0069,-54.839
1725.1,5.0081,-54.799
1725.3,5.0093,-54.759
1725.4,5.0105,-54.719
1725.5,5.0117,-54.679
1725.6,5.0129,-54.639
1725.7,5.0141,-54.599
1725.8,5.0154,-54.559
1726,5.0166,-54.519
1726.1,5.0178,-54.479
1726.2,5.0191,-54.439
1726.3,5.0203,-54.4
1726.4,5.0215,-54.36
1726.6,5.0228,-54.32
1726.7,5.024,-54.28
1726.8,5.0253,-54.24
1726.9,5.0266,-54.2
1727,5.0279,-54.161
1727.2,5.0291,-54.121
1727.3,5.0304,-54.081
1727.4,5.0317,-54.041
1727.5,5.033,-54.001
1727.6,5.0343,-53.962
1727.8,5.0356,-53.922
1727.9,5.0369,-53.882
1728,5.0382,-53.842
1728.1,5.0396,-53.802
1728.2,5.0409,-53.763
1728.4,5.0422,-53.723
1728.5,5.0436,-53.683
1728.6,5.0449,-53.644
1728.7,5.0463,-53.604
1728.8,5.0476,-53.564
1728.9,5.049,-53.524
1729.1,5.0504,-53.485
1729.2,5.0517,-53.445
1729.3,5.0531,-53.405
1729.4,5.0545,-53.366
1729.5,5.0559,-53.326
1729.7,5.0573,-53.286
1729.8,5.0587,-53.247
1729.9,5.0601,-53.207
1730,5.0615,-53.167
1730.1,5.0629,-53.128
1730.3,5.0644,-53.088
1730.4,5.0658,-53.049
1730.5,5.0672,-53.009
1730.6,5.0687,-52.969
1730.7,5.0701,-52.93
1730.9,5.0716,-52.89
1731,5.073,-52.851
1731.1,5.0745,-52.811
1731.2,5.076,-52.772
1731.3,5.0775,-52.732
1731.5,5.079,-52.692
1731.6,5.0804,-52.653
1731.7,5.0819,-52.613
1731.8,5.0834,-52.574
1731.9,5.0849,-52.534
1732.1,5.0865,-52.495
1732.2,5.088,-52.455
1732.3,5.0895,-52.416
1732.4,5.091,-52.377
1732.5,5.0926,-52.337
1732.7,5.0941,-52.298
1732.8,5.0957,-52.258
1732.9,5.0972,-52.219
1733,5.0988,-52.179
1733.1,5.1003,-52.14
1733.3,5.1019,-52.101
1733.4,5.1035,-52.061
1733.5,5.1051,-52.022
1733.6,5.1067,-51.982
1733.7,5.1083,-51.943
1733.9,5.1099,-51.904
1734,5.1115,-51.864
1734.1,5.1131,-51.825
1734.2,5.1147,-51.786
1734.3,5.1163,-51.746
1734.5,5.118,-51.707
1734.6,5.1196,-51.668
1734.7,5.1213,-51.629
1734.8,5.1229,-51.589
1734.9,5.1246,-51.55
1735.1,5.1262,-51.511
1735.2,5.1279,-51.472
1735.3,5.1296,-51.432
1735.4,5.1313,-51.393
1735.5,5.1329,-51.354
1735.7,5.1346,-51.315
1735.8,5.1363,-51.276
1735.9,5.138,-51.236
1736,5.1398,-51.197
1736.1,5.1415,-51.158
1736.3,5.1432,-51.119
1736.4,5.1449,-51.08
1736.5,5.1467,-51.041
1736.6,5.1484,-51.002
1736.7,5.1502,-50.962
1736.9,5.1519,-50.923
1737,5.1537,-50.884
1737.1,5.1555,-50.845
1737.2,5.1572,-50.806
1737.3,5.159,-50.767
1737.5,5.1608,-50.728
1737.6,5.1626,-50.689
1737.7,5.1644,-50.65
1737.8,5.1662,-50.611
1737.9,5.168,-50.572
1738.1,5.1698,-50.533
1738.2,5.1717,-50.494
1738.3,5.1735,-50.455
1738.4,5.1753,-50.416
1738.5,5.1772,-50.377
1738.7,5.179,-50.338
1738.8,5.1809,-50.299
1738.9,5.1828,-50.26
1739,5.1846,-50.222
1739.1,5.1865,-50.183
1739.3,5.1884,-50.144
1739.4,5.1903,-50.105
1739.5,5.1922,-50.066
1739.6,5.1941,-50.027
1739.7,5.196,-49.989
1739.9,5.1979,-49.95
1740,5.1998,-49.911
1740.1,5.2018,-49.872
1740.2,5.2037,-49.833
1740.3,5.2056,-49.795
1740.5,5.2076,-49.756
1740.6,5.2096,-49.717
1740.7,5.2115,-49.678
1740.8,5.2135,-49.64
1740.9,5.2155,-49.601
1741.1,5.2174,-49.562
1741.2,5.2194,-49.524
1741.3,5.2214,-49.485
1741.4,5.2234,-49.446
1741.5,5.2254,-49.408
1741.7,5.2275,-49.369
1741.8,5.2295,-49.331
1741.9,5.2315,-49.292
1742,5.2336,-49.253
1742.1,5.2356,-49.215
1742.3,5.2376,-49.176
1742.4,5.2397,-49.138
1742.5,5.2418,-49.099
1742.6,5.2438,-49.061
1742.7,5.2459,-49.022
1742.9,5.248,-48.984
1743,5.2501,-48.945
1743.1,5.2522,-48.907
1743.2,5.2543,-48.868
1743.3,5.2564,-48.83
1743.5,5.2585,-48.792
1743.6,5.2607,-48.753
1743.7,5.2628,-48.715
1743.8,5.2649,-48.676
1743.9,5.2671,-48.638
1744.1,5.2692,-48.6
1744.2,5.2714,-48.561
1744.3,5.2736,-48.523
1744.4,5.2757,-48.485
1744.5,5.2779,-48.446
1744.7,5.2801,-48.408
1744.8,5.2823,-48.37
1744.9,5.2845,-48.332
1745,5.2867,-48.293
1745.1,5.2889,-48.255
1745.3,5.2912,-48.217
1745.4,5.2934,-48.179
1745.5,5.2956,-48.141
1745.6,5.2979,-48.102
1745.8,5.3001,-48.064
1745.9,5.3024,-48.026
1746,5.3047,-47.988
1746.1,5.307,-47.95
1746.2,5.3092,-47.912
1746.4,5.3115,-47.874
1746.5,5.3138,-47.836
1746.6,5.3161,-47.798
1746.7,5.3184,-47.76
1746.8,5.3208,-47.722
1747,5.3231,-47.684
1747.1,5.3254,-47.646
1747.2,5.3278,-47.608
1747.3,5.3301,-47.57
1747.4,5.3325,-47.532
1747.6,5.3348,-47.494
1747.7,5.3372,-47.456
1747.8,5.3396,-47.418
1747.9,5.342,-47.38
1748,5.3444,-47.343
1748.2,5.3468,-47.305
1748.3,5.3492,-47.267
1748.4,5.3516,-47.229
1748.5,5.354,-47.191
1748.6,5.3565,-47.154
1748.8,5.3589,-47.116
1748.9,5.3613,-47.078
1749,5.3638,-47.04
1749.1,5.3663,-47.003
1749.3,5.3687,-46.965
1749.4,5.3712,-46.927
1749.5,5.3737,-46.89
1749.6,5.3762,-46.852
1749.7,5.3787,-46.815
1749.9,5.3812,-46.777
1750,5.3837,-46.739
1750.1,5.3862,-46.702
1750.2,5.3888,-46.664
1750.3,5.3913,-46.627
1750.5,5.3938,-46.589
1750.6,5.3964,-46.552
1750.7,5.399,-46.514
1750.8,5.4015,-46.477
1750.9,5.4041,-46.439
1751.1,5.4067,-46.402
1751.2,5.4093,-46.365
1751.3,5.4119,-46.327
1751.4,5.4145,-46.29
1751.5,5.4171,-46.252
1751.7,5.4198,-46.215
1751.8,5.4224,-46.178
1751.9,5.425,-46.141
1752,5.4277,-46.103
1752.2,5.4303,-46.066
1752.3,5.433,-46.029
1752.4,5.4357,-45.992
1752.5,5.4384,-45.954
1752.6,5.4411,-45.917
1752.8,5.4438,-45.88
1752.9,5.4465,-45.843
1753,5.4492,-45.806
1753.1,5.4519,-45.769
1753.2,5.4546,-45.732
1753.4,5.4574,-45.695
1753.5,5.4601,-45.658
1753.6,5.4629,-45.621
1753.7,5.4656,-45.584
1753.8,5.4684,-45.547
1754,5.4712,-45.51
1754.1,5.474,-45.473
1754.2,5.4768,-45.436
1754.3,5.4796,-45.399
1754.5,5.4824,-45.362
1754.6,5.4852,-45.325
1754.7,5.4881,-45.288
1754.8,5.4909,-45.251
1754.9,5.4937,-45.215
1755.1,5.4966,-45.178
1755.2,5.4995,-45.141
1755.3,5.5023,-45.104
1755.4,5.5052,-45.068
1755.5,5.5081,-45.031
1755.7,5.511,-44.994
1755.8,5.5139,-44.958
1755.9,5.5168,-44.921
1756,5.5198,-44.884
1756.2,5.5227,-44.848
1756.3,5.5257,-44.811
1756.4,5.5286,-44.775
1756.5,5.5316,-44.738
1756.6,5.5345,-44.702
1756.8,5.5375,-44.665
1756.9,5.5405,-44.629
1757,5.5435,-44.592
1757.1,5.5465,-44.556
1757.2,5.5495,-44.519
1757.4,5.5525,-44.483
1757.5,5.5556,-44.447
1757.6,5.5586,-44.41
1757.7,5.5617,-44.374
1757.9,5.5647,-44.338
1758,5.5678,-44.301
1758.1,5.5709,-44.265
1758.2,5.5739,-44.229
1758.3,5.577,-44.193
1758.5,5.5801,-44.157
1758.6,5.5833,-44.12
1758.7,5.5864,-44.084
1758.8,5.5895,-44.048
1758.9,5.5926,-44.012
1759.1,5.5958,-43.976
1759.2,5.599,-43.94
1759.3,5.6021,-43.904
1759.4,5.6053,-43.868
1759.6,5.6085,-43.832
1759.7,5.6117,-43.796
1759.8,5.6149,-43.76
1759.9,5.6181,-43.724
1760,5.6213,-43.688
1760.2,5.6246,-43.653
1760.3,5.6278,-43.617
1760.4,5.6311,-43.581
1760.5,5.6343,-43.545
1760.6,5.6376,-43.509
1760.8,5.6409,-43.474
1760.9,5.6442,-43.438
1761,5.6475,-43.402
1761.1,5.6508,-43.367
1761.3,5.6541,-43.331
1761.4,5.6574,-43.296
1761.5,5.6607,-43.26
1761.6,5.6641,-43.224
1761.7,5.6675,-43.189
1761.9,5.6708,-43.153
1762,5.6742,-43.118
1762.1,5.6776,-43.082
1762.2,5.681,-43.047
1762.4,5.6844,-43.012
1762.5,5.6878,-42.976
1762.6,5.6912,-42.941
1762.7,5.6947,-42.906
1762.8,5.6981,-42.87
1763,5.7016,-42.835
1763.1,5.705,-42.8
1763.2,5.7085,-42.765
1763.3,5.712,-42.729
1763.4,5.7155,-42.694
1763.6,5.719,-42.659
1763.7,5.7225,-42.624
1763.8,5.726,-42.589
1763.9,5.7296,-42.554
1764.1,5.7331,-42.519
1764.2,5.7367,-42.484
1764.3,5.7402,-42.449
1764.4,5.7438,-42.414
1764.5,5.7474,-42.379
1764.7,5.751,-42.344
1764.8,5.7546,-42.309
1764.9,5.7582,-42.275
1765,5.7618,-42.24
1765.2,5.7655,-42.205
1765.3,5.7691,-42.17
1765.4,5.7728,-42.136
1765.5,5.7765,-42.101
1765.6,5.7801,-42.066
1765.8,5.7838,-42.032
1765.9,5.7875,-41.997
1766,5.7912,-41.962
1766.1,5.795,-41.928
1766.3,5.7987,-41.893
1766.4,5.8024,-41.859
1766.5,5.8062,-41.824
1766.6,5.81,-41.79
1766.7,5.8137,-41.756
1766.9,5.8175,-41.721
1767,5.8213,-41.687
1767.1,5.8251,-41.653
1767.2,5.829,-41.618
1767.3,5.8328,-41.584
1767.5,5.8366,-41.55
1767.6,5.8405,-41.516
1767.7,5.8443,-41.482
1767.8,5.8482,-41.447
1768,5.8521,-41.413
1768.1,5.856,-41.379
1768.2,5.8599,-41.345
1768.3,5.8638,-41.311
1768.4,5.8678,-41.277
1768.6,5.8717,-41.243
1768.7,5.8756,-41.21
1768.8,5.8796,-41.176
1768.9,5.8836,-41.142
1769.1,5.8876,-41.108
1769.2,5.8916,-41.074
1769.3,5.8956,-41.041
1769.4,5.8996,-41.007
1769.5,5.9036,-40.973
1769.7,5.9077,-40.94
1769.8,5.9117,-40.906
1769.9,5.9158,-40.872
1770,5.9199,-40.839
1770.2,5.924,-40.805
1770.3,5.9281,-40.772
1770.4,5.9322,-40.738
1770.5,5.9363,-40.705
1770.6,5.9404,-40.672
1770.8,5.9446,-40.638
1770.9,5.9487,-40.605
1771,5.9529,-40.572
1771.1,5.9571,-40.538
1771.3,5.9613,-40.505
1771.4,5.9655,-40.472
1771.5,5.9697,-40.439
1771.6,5.974,-40.406
1771.8,5.9782,-40.373
1771.9,5.9825,-40.34
1772,5.9867,-40.307
1772.1,5.991,-40.274
1772.2,5.9953,-40.241
1772.4,5.9996,-40.208
1772.5,6.0039,-40.175
1772.6,6.0082,-40.142
1772.7,6.0126,-40.109
1772.9,6.0169,-40.077
1773,6.0213,-40.044
1773.1,6.0257,-40.011
1773.2,6.0301,-39.979
1773.3,6.0345,-39.946
1773.5,6.0389,-39.914
1773.6,6.0433,-39.881
1773.7,6.0477,-39.849
1773.8,6.0522,-39.816
1774,6.0567,-39.784
1774.1,6.0611,-39.751
1774.2,6.0656,-39.719
1774.3,6.0701,-39.687
1774.4,6.0747,-39.654
1774.6,6.0792,-39.622
1774.7,6.0837,-39.59
1774.8,6.0883,-39.558
1774.9,6.0928,-39.526
1775.1,6.0974,-39.494
1775.2,6.102,-39.462
1775.3,6.1066,-39.43
1775.4,6.1112,-39.398
1775.5,6.1159,-39.366
1775.7,6.1205,-39.334
1775.8,6.1252,-39.302
1775.9,6.1299,-39.27
1776,6.1345,-39.239
1776.2,6.1392,-39.207
1776.3,6.144,-39.175
1776.4,6.1487,-39.144
1776.5,6.1534,-39.112
1776.7,6.1582,-39.08
1776.8,6.1629,-39.049
1776.9,6.1677,-39.017
1777,6.1725,-38.986
1777.1,6.1773,-38.955
1777.3,6.1821,-38.923
1777.4,6.187,-38.892
1777.5,6.1918,-38.861
1777.6,6.1967,-38.829
1777.8,6.2015,-38.798
1777.9,6.2064,-38.767
1778,6.2113,-38.736
1778.1,6.2163,-38.705
1778.2,6.2212,-38.674
1778.4,6.2261,-38.643
1778.5,6.2311,-38.612
1778.6,6.2361,-38.581
1778.7,6.2411,-38.55
1778.9,6.2461,-38.52
1779,6.2511,-38.489
1779.1,6.2561,-38.458
1779.2,6.2611,-38.428
1779.4,6.2662,-38.397
1779.5,6.2713,-38.366
1779.6,6.2764,-38.336
1779.7,6.2815,-38.305
1779.8,6.2866,-38.275
1780,6.2917,-38.245
1780.1,6.2969,-38.214
1780.2,6.302,-38.184
1780.3,6.3072,-38.154
1780.5,6.3124,-38.123
1780.6,6.3176,-38.093
1780.7,6.3228,-38.063
1780.8,6.328,-38.033
1781,6.3333,-38.003
1781.1,6.3386,-37.973
1781.2,6.3438,-37.943
1781.3,6.3491,-37.913
1781.4,6.3544,-37.883
1781.6,6.3598,-37.854
1781.7,6.3651,-37.824
1781.8,6.3705,-37.794
1781.9,6.3758,-37.765
1782.1,6.3812,-37.735
1782.2,6.3866,-37.706
1782.3,6.392,-37.676
1782.4,6.3975,-37.647
1782.6,6.4029,-37.617
1782.7,6.4084,-37.588
1782.8,6.4138,-37.559
1782.9,6.4193,-37.529
1783,6.4248,-37.5
1783.2,6.4304,-37.471
1783.3,6.4359,-37.442
1783.4,6.4415,-37.413
1783.5,6.447,-37.384
1783.7,6.4526,-37.355
1783.8,6.4582,-37.326
1783.9,6.4639,-37.297
1784,6.4695,-37.268
1784.2,6.4751,-37.24
1784.3,6.4808,-37.211
1784.4,6.4865,-37.182
1784.5,6.4922,-37.154
1784.6,6.4979,-37.125
1784.8,6.5037,-37.097
1784.9,6.5094,-37.068
1785,6.5152,-37.04
1785.1,6.521,-37.012
1785.3,6.5268,-36.983
1785.4,6.5326,-36.955
1785.5,6.5384,-36.927
1785.6,6.5443,-36.899
1785.8,6.5501,-36.871
1785.9,6.556,-36.843
1786,6.5619,-36.815
1786.1,6.5678,-36.787
1786.3,6.5738,-36.759
1786.4,6.5797,-36.732
1786.5,6.5857,-36.704
1786.6,6.5917,-36.676
1786.7,6.5977,-36.649
1786.9,6.6037,-36.621
1787,6.6097,-36.594
1787.1,6.6158,-36.566
1787.2,6.6219,-36.539
1787.4,6.628,-36.512
1787.5,6.6341,-36.484
1787.6,6.6402,-36.457
1787.7,6.6463,-36.43
1787.9,6.6525,-36.403
1788,6.6587,-36.376
1788.1,6.6649,-36.349
1788.2,6.6711,-36.322
1788.4,6.6773,-36.295
1788.5,6.6836,-36.269
1788.6,6.6898,-36.242
1788.7,6.6961,-36.215
1788.8,6.7024,-36.189
1789,6.7088,-36.162
1789.1,6.7151,-36.136
1789.2,6.7215,-36.109
1789.3,6.7278,-36.083
1789.5,6.7342,-36.057
1789.6,6.7406,-36.03
1789.7,6.7471,-36.004
1789.8,6.7535,-35.978
1790,6.76,-35.952
1790.1,6.7665,-35.926
1790.2,6.773,-35.9
1790.3,6.7795,-35.874
1790.5,6.7861,-35.848
1790.6,6.7927,-35.823
1790.7,6.7992,-35.797
1790.8,6.8058,-35.772
1790.9,6.8125,-35.746
1791.1,6.8191,-35.721
1791.2,6.8258,-35.695
1791.3,6.8325,-35.67
1791.4,6.8392,-35.645
1791.6,6.8459,-35.619
1791.7,6.8526,-35.594
1791.8,6.8594,-35.569
1791.9,6.8662,-35.544
1792.1,6.873,-35.519
1792.2,6.8798,-35.494
1792.3,6.8866,-35.47
1792.4,6.8935,-35.445
1792.6,6.9004,-35.42
1792.7,6.9073,-35.396
1792.8,6.9142,-35.371
1792.9,6.9211,-35.347
1793.1,6.9281,-35.322
1793.2,6.9351,-35.298
1793.3,6.9421,-35.274
1793.4,6.9491,-35.25
1793.5,6.9561,-35.226
1793.7,6.9632,-35.201
1793.8,6.9703,-35.178
1793.9,6.9774,-35.154
1794,6.9845,-35.13
1794.2,6.9916,-35.106
1794.3,6.9988,-35.082
1794.4,7.006,-35.059
1794.5,7.0132,-35.035
1794.7,7.0204,-35.012
1794.8,7.0277,-34.989
1794.9,7.035,-34.965
1795,7.0423,-34.942
1795.2,7.0496,-34.919
1795.3,7.0569,-34.896
1795.4,7.0643,-34.873
1795.5,7.0716,-34.85
1795.7,7.0791,-34.827
1795.8,7.0865,-34.804
1795.9,7.0939,-34.782
1796,7.1014,-34.759
1796.1,7.1089,-34.736
1796.3,7.1164,-34.714
1796.4,7.1239,-34.692
1796.5,7.1315,-34.669
1796.6,7.1391,-34.647
1796.8,7.1467,-34.625
1796.9,7.1543,-34.603
1797,7.1619,-34.581
1797.1,7.1696,-34.559
1797.3,7.1773,-34.537
1797.4,7.185,-34.515
1797.5,7.1928,-34.494
1797.6,7.2005,-34.472
1797.8,7.2083,-34.451
1797.9,7.2161,-34.429
1798,7.2239,-34.408
1798.1,7.2318,-34.387
1798.3,7.2397,-34.366
1798.4,7.2476,-34.345
1798.5,7.2555,-34.324
1798.6,7.2635,-34.303
1798.8,7.2714,-34.282
1798.9,7.2794,-34.261
1799,7.2874,-34.24
1799.1,7.2955,-34.22
1799.3,7.3036,-34.199
1799.4,7.3116,-34.179
1799.5,7.3198,-34.159
1799.6,7.3279,-34.138
1799.8,7.3361,-34.118
1799.9,7.3443,-34.098
1800,7.3525,-34.078
1800.1,7.3607,-34.058
1800.2,7.369,-34.039
1800.4,7.3773,-34.019
1800.5,7.3856,-33.999
1800.6,7.3939,-33.98
1800.7,7.4023,-33.96
1800.9,7.4107,-33.941
1801,7.4191,-33.922
1801.1,7.4275,-33.903
1801.2,7.436,-33.884
1801.4,7.4445,-33.865
1801.5,7.453,-33.846
1801.6,7.4615,-33.827
1801.7,7.4701,-33.808
1801.9,7.4787,-33.79
1802,7.4873,-33.771
1802.1,7.4959,-33.753
1802.2,7.5046,-33.735
1802.4,7.5133,-33.716
1802.5,7.522,-33.698
1802.6,7.5308,-33.68
1802.7,7.5395,-33.662
1802.9,7.5483,-33.645
1803,7.5572,-33.627
1803.1,7.566,-33.609
1803.2,7.5749,-33.592
1803.4,7.5838,-33.574
1803.5,7.5928,-33.557
1803.6,7.6017,-33.54
1803.7,7.6107,-33.523
1803.9,7.6197,-33.506
1804,7.6288,-33.489
1804.1,7.6378,-33.472
1804.2,7.6469,-33.455
1804.4,7.6561,-33.439
1804.5,7.6652,-33.422
1804.6,7.6744,-33.406
1804.7,7.6836,-33.39
1804.9,7.6929,-33.373
1805,7.7021,-33.357
1805.1,7.7114,-33.341
1805.2,7.7208,-33.325
1805.4,7.7301,-33.31
1805.5,7.7395,-33.294
1805.6,7.7489,-33.279
1805.7,7.7583,-33.263
1805.9,7.7678,-33.248
1806,7.7773,-33.233
1806.1,7.7868,-33.217
1806.2,7.7964,-33.202
1806.4,7.806,-33.188
1806.5,7.8156,-33.173
1806.6,7.8252,-33.158
1806.7,7.8349,-33.144
1806.9,7.8446,-33.129
1807,7.8543,-33.115
1807.1,7.8641,-33.101
1807.2,7.8739,-33.087
1807.4,7.8837,-33.073
1807.5,7.8936,-33.059
1807.6,7.9034,-33.045
1807.7,7.9134,-33.031
1807.9,7.9233,-33.018
1808,7.9333,-33.004
1808.1,7.9433,-32.991
1808.2,7.9533,-32.978
1808.4,7.9634,-32.965
1808.5,7.9735,-32.952
1808.6,7.9836,-32.939
1808.7,7.9938,-32.927
1808.9,8.004,-32.914
1809,8.0142,-32.902
1809.1,8.0244,-32.889
1809.2,8.0347,-32.877
1809.3,8.045,-32.865
1809.5,8.0554,-32.853
1809.6,8.0658,-32.841
1809.7,8.0762,-32.83
1809.8,8.0866,-32.818
1810,8.0971,-32.807
1810.1,8.1076,-32.795
1810.2,8.1182,-32.784
1810.4,8.1288,-32.773
1810.5,8.1394,-32.762
1810.6,8.15,-32.751
1810.7,8.1607,-32.741
1810.9,8.1714,-32.73
1811,8.1821,-32.72
1811.1,8.1929,-32.71
1811.2,8.2037,-32.699
1811.4,8.2146,-32.689
1811.5,8.2254,-32.68
1811.6,8.2364,-32.67
1811.7,8.2473,-32.66
1811.9,8.2583,-32.651
1812,8.2693,-32.641
1812.1,8.2803,-32.632
1812.2,8.2914,-32.623
1812.4,8.3025,-32.614
1812.5,8.3137,-32.605
1812.6,8.3249,-32.597
1812.7,8.3361,-32.588
1812.9,8.3474,-32.58
1813,8.3587,-32.572
1813.1,8.37,-32.564
1813.2,8.3813,-32.556
1813.4,8.3927,-32.548
1813.5,8.4042,-32.54
1813.6,8.4157,-32.533
1813.7,8.4272,-32.525
1813.9,8.4387,-32.518
1814,8.4503,-32.511
1814.1,8.4619,-32.504
