w,g1,f1
131.28,14.57,-60.43
131.29,14.569,-60.426
131.3,14.568,-60.422
131.31,14.567,-60.418
131.32,14.566,-60.413
131.33,14.566,-60.409
131.34,14.565,-60.405
131.34,14.564,-60.401
131.35,14.563,-60.397
131.36,14.562,-60.393
131.37,14.561,-60.389
131.38,14.561,-60.385
131.39,14.56,-60.38
131.4,14.559,-60.376
131.41,14.558,-60.372
131.42,14.557,-60.368
131.43,14.557,-60.364
131.44,14.556,-60.36
131.44,14.555,-60.356
131.45,14.554,-60.352
131.46,14.553,-60.347
131.47,14.552,-60.343
131.48,14.552,-60.339
131.49,14.551,-60.335
131.5,14.55,-60.331
131.51,14.549,-60.327
131.52,14.548,-60.323
131.53,14.548,-60.318
131.53,14.547,-60.314
131.54,14.546,-60.31
131.55,14.545,-60.306
131.56,14.544,-60.302
131.57,14.543,-60.298
131.58,14.543,-60.294
131.59,14.542,-60.29
131.6,14.541,-60.285
131.61,14.54,-60.281
131.62,14.539,-60.277
131.63,14.539,-60.273
131.63,14.538,-60.269
131.64,14.537,-60.265
131.65,14.536,-60.261
131.66,14.535,-60.256
131.67,14.535,-60.252
131.68,14.534,-60.248
131.69,14.533,-60.244
131.7,14.532,-60.24
131.71,14.531,-60.236
131.72,14.53,-60.232
131.73,14.53,-60.227
131.74,14.529,-60.223
131.74,14.528,-60.219
131.75,14.527,-60.215
131.76,14.526,-60.211
131.77,14.526,-60.207
131.78,14.525,-60.203
131.79,14.524,-60.199
131.8,14.523,-60.194
131.81,14.522,-60.19
131.82,14.522,-60.186
131.83,14.521,-60.182
131.84,14.52,-60.178
131.84,14.519,-60.174
131.85,14.518,-60.17
131.86,14.517,-60.165
131.87,14.517,-60.161
131.88,14.516,-60.157
131.89,14.515,-60.153
131.9,14.514,-60.149
131.91,14.513,-60.145
131.92,14.513,-60.141
131.93,14.512,-60.136
131.94,14.511,-60.132
131.94,14.51,-60.128
131.95,14.509,-60.124
131.96,14.509,-60.12
131.97,14.508,-60.116
131.98,14.507,-60.112
131.99,14.506,-60.107
132,14.505,-60.103
132.01,14.504,-60.099
132.02,14.504,-60.095
132.03,14.503,-60.091
132.04,14.502,-60.087
132.04,14.501,-60.083
132.05,14.5,-60.078
132.06,14.5,-60.074
132.07,14.499,-60.07
132.08,14.498,-60.066
132.09,14.497,-60.062
132.1,14.496,-60.058
132.11,14.496,-60.053
132.12,14.495,-60.049
132.13,14.494,-60.045
132.14,14.493,-60.041
132.15,14.492,-60.037
132.15,14.492,-60.033
132.16,14.491,-60.029
132.17,14.49,-60.024
132.18,14.489,-60.02
132.19,14.488,-60.016
132.2,14.488,-60.012
132.21,14.487,-60.008
132.22,14.486,-60.004
132.23,14.485,-60
132.24,14.484,-59.995
132.25,14.483,-59.991
132.25,14.483,-59.987
132.26,14.482,-59.983
132.27,14.481,-59.979
132.28,14.48,-59.975
132.29,14.479,-59.971
132.3,14.479,-59.966
132.31,14.478,-59.962
132.32,14.477,-59.958
132.33,14.476,-59.954
132.34,14.475,-59.95
132.35,14.475,-59.946
132.36,14.474,-59.941
132.36,14.473,-59.937
132.37,14.472,-59.933
132.38,14.471,-59.929
132.39,14.471,-59.925
132.4,14.47,-59.921
132.41,14.469,-59.917
132.42,14.468,-59.912
132.43,14.467,-59.908
132.44,14.467,-59.904
132.45,14.466,-59.9
132.46,14.465,-59.896
132.47,14.464,-59.892
132.47,14.463,-59.887
132.48,14.463,-59.883
132.49,14.462,-59.879
132.5,14.461,-59.875
132.51,14.46,-59.871
132.52,14.459,-59.867
132.53,14.459,-59.863
132.54,14.458,-59.858
132.55,14.457,-59.854
132.56,14.456,-59.85
132.57,14.455,-59.846
132.57,14.455,-59.842
132.58,14.454,-59.838
132.59,14.453,-59.833
132.6,14.452,-59.829
132.61,14.451,-59.825
132.62,14.451,-59.821
132.63,14.45,-59.817
132.64,14.449,-59.813
132.65,14.448,-59.808
132.66,14.447,-59.804
132.67,14.447,-59.8
132.68,14.446,-59.796
132.68,14.445,-59.792
132.69,14.444,-59.788
132.7,14.443,-59.783
132.71,14.443,-59.779
132.72,14.442,-59.775
132.73,14.441,-59.771
132.74,14.44,-59.767
132.75,14.439,-59.763
132.76,14.439,-59.759
132.77,14.438,-59.754
132.78,14.437,-59.75
132.79,14.436,-59.746
132.79,14.435,-59.742
132.8,14.435,-59.738
132.81,14.434,-59.734
132.82,14.433,-59.729
132.83,14.432,-59.725
132.84,14.431,-59.721
132.85,14.431,-59.717
132.86,14.43,-59.713
132.87,14.429,-59.709
132.88,14.428,-59.704
132.89,14.427,-59.7
132.9,14.427,-59.696
132.9,14.426,-59.692
132.91,14.425,-59.688
132.92,14.424,-59.684
132.93,14.423,-59.679
132.94,14.423,-59.675
132.95,14.422,-59.671
132.96,14.421,-59.667
132.97,14.42,-59.663
132.98,14.419,-59.659
132.99,14.419,-59.654
133,14.418,-59.65
133.01,14.417,-59.646
133.02,14.416,-59.642
133.02,14.415,-59.638
133.03,14.415,-59.634
133.04,14.414,-59.629
133.05,14.413,-59.625
133.06,14.412,-59.621
133.07,14.411,-59.617
133.08,14.411,-59.613
133.09,14.41,-59.609
133.1,14.409,-59.604
133.11,14.408,-59.6
133.12,14.408,-59.596
133.13,14.407,-59.592
133.13,14.406,-59.588
133.14,14.405,-59.584
133.15,14.404,-59.579
133.16,14.404,-59.575
133.17,14.403,-59.571
133.18,14.402,-59.567
133.19,14.401,-59.563
133.2,14.4,-59.559
133.21,14.4,-59.554
133.22,14.399,-59.55
133.23,14.398,-59.546
133.24,14.397,-59.542
133.25,14.396,-59.538
133.25,14.396,-59.533
133.26,14.395,-59.529
133.27,14.394,-59.525
133.28,14.393,-59.521
133.29,14.392,-59.517
133.3,14.392,-59.513
133.31,14.391,-59.508
133.32,14.39,-59.504
133.33,14.389,-59.5
133.34,14.389,-59.496
133.35,14.388,-59.492
133.36,14.387,-59.488
133.36,14.386,-59.483
133.37,14.385,-59.479
133.38,14.385,-59.475
133.39,14.384,-59.471
133.4,14.383,-59.467
133.41,14.382,-59.463
133.42,14.381,-59.458
133.43,14.381,-59.454
133.44,14.38,-59.45
133.45,14.379,-59.446
133.46,14.378,-59.442
133.47,14.377,-59.437
133.48,14.377,-59.433
133.48,14.376,-59.429
133.49,14.375,-59.425
133.5,14.374,-59.421
133.51,14.374,-59.417
133.52,14.373,-59.412
133.53,14.372,-59.408
133.54,14.371,-59.404
133.55,14.37,-59.4
133.56,14.37,-59.396
133.57,14.369,-59.391
133.58,14.368,-59.387
133.59,14.367,-59.383
133.6,14.366,-59.379
133.6,14.366,-59.375
133.61,14.365,-59.371
133.62,14.364,-59.366
133.63,14.363,-59.362
133.64,14.362,-59.358
133.65,14.362,-59.354
133.66,14.361,-59.35
133.67,14.36,-59.345
133.68,14.359,-59.341
133.69,14.359,-59.337
133.7,14.358,-59.333
133.71,14.357,-59.329
133.72,14.356,-59.325
133.72,14.355,-59.32
133.73,14.355,-59.316
133.74,14.354,-59.312
133.75,14.353,-59.308
133.76,14.352,-59.304
133.77,14.351,-59.299
133.78,14.351,-59.295
133.79,14.35,-59.291
133.8,14.349,-59.287
133.81,14.348,-59.283
133.82,14.348,-59.279
133.83,14.347,-59.274
133.84,14.346,-59.27
133.84,14.345,-59.266
133.85,14.344,-59.262
133.86,14.344,-59.258
133.87,14.343,-59.253
133.88,14.342,-59.249
133.89,14.341,-59.245
133.9,14.341,-59.241
133.91,14.34,-59.237
133.92,14.339,-59.232
133.93,14.338,-59.228
133.94,14.337,-59.224
133.95,14.337,-59.22
133.96,14.336,-59.216
133.96,14.335,-59.212
133.97,14.334,-59.207
133.98,14.333,-59.203
133.99,14.333,-59.199
134,14.332,-59.195
134.01,14.331,-59.191
134.02,14.33,-59.186
134.03,14.33,-59.182
134.04,14.329,-59.178
134.05,14.328,-59.174
134.06,14.327,-59.17
134.07,14.326,-59.165
134.08,14.326,-59.161
134.09,14.325,-59.157
134.09,14.324,-59.153
134.1,14.323,-59.149
134.11,14.323,-59.145
134.12,14.322,-59.14
134.13,14.321,-59.136
134.14,14.32,-59.132
134.15,14.319,-59.128
134.16,14.319,-59.124
134.17,14.318,-59.119
134.18,14.317,-59.115
134.19,14.316,-59.111
134.2,14.316,-59.107
134.21,14.315,-59.103
134.22,14.314,-59.098
134.22,14.313,-59.094
134.23,14.312,-59.09
134.24,14.312,-59.086
134.25,14.311,-59.082
134.26,14.31,-59.077
134.27,14.309,-59.073
134.28,14.309,-59.069
134.29,14.308,-59.065
134.3,14.307,-59.061
134.31,14.306,-59.056
134.32,14.305,-59.052
134.33,14.305,-59.048
134.34,14.304,-59.044
134.34,14.303,-59.04
134.35,14.302,-59.035
134.36,14.302,-59.031
134.37,14.301,-59.027
134.38,14.3,-59.023
134.39,14.299,-59.019
134.4,14.298,-59.014
134.41,14.298,-59.01
134.42,14.297,-59.006
134.43,14.296,-59.002
134.44,14.295,-58.998
134.45,14.295,-58.993
134.46,14.294,-58.989
134.47,14.293,-58.985
134.47,14.292,-58.981
134.48,14.291,-58.977
134.49,14.291,-58.972
134.5,14.29,-58.968
134.51,14.289,-58.964
134.52,14.288,-58.96
134.53,14.288,-58.956
134.54,14.287,-58.951
134.55,14.286,-58.947
134.56,14.285,-58.943
134.57,14.284,-58.939
134.58,14.284,-58.935
134.59,14.283,-58.93
134.6,14.282,-58.926
134.61,14.281,-58.922
134.61,14.281,-58.918
134.62,14.28,-58.914
134.63,14.279,-58.909
134.64,14.278,-58.905
134.65,14.278,-58.901
134.66,14.277,-58.897
134.67,14.276,-58.893
134.68,14.275,-58.888
134.69,14.274,-58.884
134.7,14.274,-58.88
134.71,14.273,-58.876
134.72,14.272,-58.872
134.73,14.271,-58.867
134.74,14.271,-58.863
134.74,14.27,-58.859
134.75,14.269,-58.855
134.76,14.268,-58.851
134.77,14.268,-58.846
134.78,14.267,-58.842
134.79,14.266,-58.838
134.8,14.265,-58.834
134.81,14.264,-58.83
134.82,14.264,-58.825
134.83,14.263,-58.821
134.84,14.262,-58.817
134.85,14.261,-58.813
134.86,14.261,-58.808
134.87,14.26,-58.804
134.87,14.259,-58.8
134.88,14.258,-58.796
134.89,14.257,-58.792
134.9,14.257,-58.787
134.91,14.256,-58.783
134.92,14.255,-58.779
134.93,14.254,-58.775
134.94,14.254,-58.771
134.95,14.253,-58.766
134.96,14.252,-58.762
134.97,14.251,-58.758
134.98,14.251,-58.754
134.99,14.25,-58.75
135,14.249,-58.745
135.01,14.248,-58.741
135.01,14.247,-58.737
135.02,14.247,-58.733
135.03,14.246,-58.728
135.04,14.245,-58.724
135.05,14.244,-58.72
135.06,14.244,-58.716
135.07,14.243,-58.712
135.08,14.242,-58.707
135.09,14.241,-58.703
135.1,14.241,-58.699
135.11,14.24,-58.695
135.12,14.239,-58.691
135.13,14.238,-58.686
135.14,14.238,-58.682
135.15,14.237,-58.678
135.15,14.236,-58.674
135.16,14.235,-58.669
135.17,14.234,-58.665
135.18,14.234,-58.661
135.19,14.233,-58.657
135.2,14.232,-58.653
135.21,14.231,-58.648
135.22,14.231,-58.644
135.23,14.23,-58.64
135.24,14.229,-58.636
135.25,14.228,-58.632
135.26,14.228,-58.627
135.27,14.227,-58.623
135.28,14.226,-58.619
135.29,14.225,-58.615
135.29,14.225,-58.61
135.3,14.224,-58.606
135.31,14.223,-58.602
135.32,14.222,-58.598
135.33,14.221,-58.594
135.34,14.221,-58.589
135.35,14.22,-58.585
135.36,14.219,-58.581
135.37,14.218,-58.577
135.38,14.218,-58.572
135.39,14.217,-58.568
135.4,14.216,-58.564
135.41,14.215,-58.56
135.42,14.215,-58.556
135.43,14.214,-58.551
135.44,14.213,-58.547
135.44,14.212,-58.543
135.45,14.212,-58.539
135.46,14.211,-58.534
135.47,14.21,-58.53
135.48,14.209,-58.526
135.49,14.209,-58.522
135.5,14.208,-58.518
135.51,14.207,-58.513
135.52,14.206,-58.509
135.53,14.205,-58.505
135.54,14.205,-58.501
135.55,14.204,-58.496
135.56,14.203,-58.492
135.57,14.202,-58.488
135.58,14.202,-58.484
135.58,14.201,-58.48
135.59,14.2,-58.475
135.6,14.199,-58.471
135.61,14.199,-58.467
135.62,14.198,-58.463
135.63,14.197,-58.458
135.64,14.196,-58.454
135.65,14.196,-58.45
135.66,14.195,-58.446
135.67,14.194,-58.442
135.68,14.193,-58.437
135.69,14.193,-58.433
135.7,14.192,-58.429
135.71,14.191,-58.425
135.72,14.19,-58.42
135.73,14.19,-58.416
135.73,14.189,-58.412
135.74,14.188,-58.408
135.75,14.187,-58.403
135.76,14.186,-58.399
135.77,14.186,-58.395
135.78,14.185,-58.391
135.79,14.184,-58.387
135.8,14.183,-58.382
135.81,14.183,-58.378
135.82,14.182,-58.374
135.83,14.181,-58.37
135.84,14.18,-58.365
135.85,14.18,-58.361
135.86,14.179,-58.357
135.87,14.178,-58.353
135.88,14.177,-58.348
135.88,14.177,-58.344
135.89,14.176,-58.34
135.9,14.175,-58.336
135.91,14.174,-58.332
135.92,14.174,-58.327
135.93,14.173,-58.323
135.94,14.172,-58.319
135.95,14.171,-58.315
135.96,14.171,-58.31
135.97,14.17,-58.306
135.98,14.169,-58.302
135.99,14.168,-58.298
136,14.168,-58.293
136.01,14.167,-58.289
136.02,14.166,-58.285
136.03,14.165,-58.281
136.04,14.165,-58.276
136.04,14.164,-58.272
136.05,14.163,-58.268
136.06,14.162,-58.264
136.07,14.162,-58.26
136.08,14.161,-58.255
136.09,14.16,-58.251
136.1,14.159,-58.247
136.11,14.159,-58.243
136.12,14.158,-58.238
136.13,14.157,-58.234
136.14,14.156,-58.23
136.15,14.156,-58.226
136.16,14.155,-58.221
136.17,14.154,-58.217
136.18,14.153,-58.213
136.19,14.153,-58.209
136.2,14.152,-58.204
136.2,14.151,-58.2
136.21,14.15,-58.196
136.22,14.15,-58.192
136.23,14.149,-58.188
136.24,14.148,-58.183
136.25,14.147,-58.179
136.26,14.147,-58.175
136.27,14.146,-58.171
136.28,14.145,-58.166
136.29,14.144,-58.162
136.3,14.144,-58.158
136.31,14.143,-58.154
136.32,14.142,-58.149
136.33,14.141,-58.145
136.34,14.141,-58.141
136.35,14.14,-58.137
136.36,14.139,-58.132
136.36,14.138,-58.128
136.37,14.138,-58.124
136.38,14.137,-58.12
136.39,14.136,-58.115
136.4,14.135,-58.111
136.41,14.135,-58.107
136.42,14.134,-58.103
136.43,14.133,-58.098
136.44,14.132,-58.094
136.45,14.132,-58.09
136.46,14.131,-58.086
136.47,14.13,-58.081
136.48,14.129,-58.077
136.49,14.129,-58.073
136.5,14.128,-58.069
136.51,14.127,-58.064
136.52,14.126,-58.06
136.52,14.126,-58.056
136.53,14.125,-58.052
136.54,14.124,-58.048
136.55,14.123,-58.043
136.56,14.123,-58.039
136.57,14.122,-58.035
136.58,14.121,-58.031
136.59,14.12,-58.026
136.6,14.12,-58.022
136.61,14.119,-58.018
136.62,14.118,-58.014
136.63,14.117,-58.009
136.64,14.117,-58.005
136.65,14.116,-58.001
136.66,14.115,-57.997
136.67,14.114,-57.992
136.68,14.114,-57.988
136.69,14.113,-57.984
136.69,14.112,-57.98
136.7,14.111,-57.975
136.71,14.111,-57.971
136.72,14.11,-57.967
136.73,14.109,-57.963
136.74,14.108,-57.958
136.75,14.108,-57.954
136.76,14.107,-57.95
136.77,14.106,-57.946
136.78,14.105,-57.941
136.79,14.105,-57.937
136.8,14.104,-57.933
136.81,14.103,-57.929
136.82,14.102,-57.924
136.83,14.102,-57.92
136.84,14.101,-57.916
136.85,14.1,-57.912
136.86,14.099,-57.907
136.86,14.099,-57.903
136.87,14.098,-57.899
136.88,14.097,-57.895
136.89,14.096,-57.89
136.9,14.096,-57.886
136.91,14.095,-57.882
136.92,14.094,-57.877
136.93,14.094,-57.873
136.94,14.093,-57.869
136.95,14.092,-57.865
136.96,14.091,-57.86
136.97,14.091,-57.856
136.98,14.09,-57.852
136.99,14.089,-57.848
137,14.088,-57.843
137.01,14.088,-57.839
137.02,14.087,-57.835
137.03,14.086,-57.831
137.03,14.085,-57.826
137.04,14.085,-57.822
137.05,14.084,-57.818
137.06,14.083,-57.814
137.07,14.082,-57.809
137.08,14.082,-57.805
137.09,14.081,-57.801
137.1,14.08,-57.797
137.11,14.079,-57.792
137.12,14.079,-57.788
137.13,14.078,-57.784
137.14,14.077,-57.78
137.15,14.076,-57.775
137.16,14.076,-57.771
137.17,14.075,-57.767
137.18,14.074,-57.763
137.19,14.074,-57.758
137.2,14.073,-57.754
137.21,14.072,-57.75
137.21,14.071,-57.745
137.22,14.071,-57.741
137.23,14.07,-57.737
137.24,14.069,-57.733
137.25,14.068,-57.728
137.26,14.068,-57.724
137.27,14.067,-57.72
137.28,14.066,-57.716
137.29,14.065,-57.711
137.3,14.065,-57.707
137.31,14.064,-57.703
137.32,14.063,-57.699
137.33,14.062,-57.694
137.34,14.062,-57.69
137.35,14.061,-57.686
137.36,14.06,-57.682
137.37,14.059,-57.677
137.38,14.059,-57.673
137.39,14.058,-57.669
137.4,14.057,-57.664
137.4,14.057,-57.66
137.41,14.056,-57.656
137.42,14.055,-57.652
137.43,14.054,-57.647
137.44,14.054,-57.643
137.45,14.053,-57.639
137.46,14.052,-57.635
137.47,14.051,-57.63
137.48,14.051,-57.626
137.49,14.05,-57.622
137.5,14.049,-57.618
137.51,14.048,-57.613
137.52,14.048,-57.609
137.53,14.047,-57.605
137.54,14.046,-57.6
137.55,14.046,-57.596
137.56,14.045,-57.592
137.57,14.044,-57.588
137.58,14.043,-57.583
137.59,14.043,-57.579
137.59,14.042,-57.575
137.6,14.041,-57.571
137.61,14.04,-57.566
137.62,14.04,-57.562
137.63,14.039,-57.558
137.64,14.038,-57.554
137.65,14.037,-57.549
137.66,14.037,-57.545
137.67,14.036,-57.541
137.68,14.035,-57.536
137.69,14.035,-57.532
137.7,14.034,-57.528
137.71,14.033,-57.524
137.72,14.032,-57.519
137.73,14.032,-57.515
137.74,14.031,-57.511
137.75,14.03,-57.507
137.76,14.029,-57.502
137.77,14.029,-57.498
137.78,14.028,-57.494
137.78,14.027,-57.489
137.79,14.026,-57.485
137.8,14.026,-57.481
137.81,14.025,-57.477
137.82,14.024,-57.472
137.83,14.024,-57.468
137.84,14.023,-57.464
137.85,14.022,-57.46
137.86,14.021,-57.455
137.87,14.021,-57.451
137.88,14.02,-57.447
137.89,14.019,-57.442
137.9,14.018,-57.438
137.91,14.018,-57.434
137.92,14.017,-57.43
137.93,14.016,-57.425
137.94,14.016,-57.421
137.95,14.015,-57.417
137.96,14.014,-57.412
137.97,14.013,-57.408
137.98,14.013,-57.404
137.98,14.012,-57.4
137.99,14.011,-57.395
138,14.01,-57.391
138.01,14.01,-57.387
138.02,14.009,-57.383
138.03,14.008,-57.378
138.04,14.008,-57.374
138.05,14.007,-57.37
138.06,14.006,-57.365
138.07,14.005,-57.361
138.08,14.005,-57.357
138.09,14.004,-57.353
138.1,14.003,-57.348
138.11,14.002,-57.344
138.12,14.002,-57.34
138.13,14.001,-57.335
138.14,14,-57.331
138.15,14,-57.327
138.16,13.999,-57.323
138.17,13.998,-57.318
138.18,13.997,-57.314
138.19,13.997,-57.31
138.19,13.996,-57.306
138.2,13.995,-57.301
138.21,13.994,-57.297
138.22,13.994,-57.293
138.23,13.993,-57.288
138.24,13.992,-57.284
138.25,13.992,-57.28
138.26,13.991,-57.276
138.27,13.99,-57.271
138.28,13.989,-57.267
138.29,13.989,-57.263
138.3,13.988,-57.258
138.31,13.987,-57.254
138.32,13.986,-57.25
138.33,13.986,-57.246
138.34,13.985,-57.241
138.35,13.984,-57.237
138.36,13.984,-57.233
138.37,13.983,-57.228
138.38,13.982,-57.224
138.39,13.981,-57.22
138.4,13.981,-57.216
138.4,13.98,-57.211
138.41,13.979,-57.207
138.42,13.979,-57.203
138.43,13.978,-57.198
138.44,13.977,-57.194
138.45,13.976,-57.19
138.46,13.976,-57.186
138.47,13.975,-57.181
138.48,13.974,-57.177
138.49,13.973,-57.173
138.5,13.973,-57.168
138.51,13.972,-57.164
138.52,13.971,-57.16
138.53,13.971,-57.155
138.54,13.97,-57.151
138.55,13.969,-57.147
138.56,13.968,-57.143
138.57,13.968,-57.138
138.58,13.967,-57.134
138.59,13.966,-57.13
138.6,13.966,-57.125
138.61,13.965,-57.121
138.62,13.964,-57.117
138.62,13.963,-57.113
138.63,13.963,-57.108
138.64,13.962,-57.104
138.65,13.961,-57.1
138.66,13.96,-57.095
138.67,13.96,-57.091
138.68,13.959,-57.087
138.69,13.958,-57.083
138.7,13.958,-57.078
138.71,13.957,-57.074
138.72,13.956,-57.07
138.73,13.955,-57.065
138.74,13.955,-57.061
138.75,13.954,-57.057
138.76,13.953,-57.052
138.77,13.953,-57.048
138.78,13.952,-57.044
138.79,13.951,-57.04
138.8,13.95,-57.035
138.81,13.95,-57.031
138.82,13.949,-57.027
138.83,13.948,-57.022
138.84,13.948,-57.018
138.85,13.947,-57.014
138.85,13.946,-57.01
138.86,13.945,-57.005
138.87,13.945,-57.001
138.88,13.944,-56.997
138.89,13.943,-56.992
138.9,13.943,-56.988
138.91,13.942,-56.984
138.92,13.941,-56.979
138.93,13.94,-56.975
138.94,13.94,-56.971
138.95,13.939,-56.967
138.96,13.938,-56.962
138.97,13.938,-56.958
138.98,13.937,-56.954
138.99,13.936,-56.949
139,13.935,-56.945
139.01,13.935,-56.941
139.02,13.934,-56.936
139.03,13.933,-56.932
139.04,13.933,-56.928
139.05,13.932,-56.924
139.06,13.931,-56.919
139.07,13.93,-56.915
139.08,13.93,-56.911
139.09,13.929,-56.906
139.09,13.928,-56.902
139.1,13.928,-56.898
139.11,13.927,-56.893
139.12,13.926,-56.889
139.13,13.925,-56.885
139.14,13.925,-56.881
139.15,13.924,-56.876
139.16,13.923,-56.872
139.17,13.923,-56.868
139.18,13.922,-56.863
139.19,13.921,-56.859
139.2,13.92,-56.855
139.21,13.92,-56.85
139.22,13.919,-56.846
139.23,13.918,-56.842
139.24,13.918,-56.837
139.25,13.917,-56.833
139.26,13.916,-56.829
139.27,13.915,-56.825
139.28,13.915,-56.82
139.29,13.914,-56.816
139.3,13.913,-56.812
139.31,13.913,-56.807
139.32,13.912,-56.803
139.33,13.911,-56.799
139.34,13.91,-56.794
139.35,13.91,-56.79
139.35,13.909,-56.786
139.36,13.908,-56.781
139.37,13.908,-56.777
139.38,13.907,-56.773
139.39,13.906,-56.769
139.4,13.905,-56.764
139.41,13.905,-56.76
139.42,13.904,-56.756
139.43,13.903,-56.751
139.44,13.903,-56.747
139.45,13.902,-56.743
139.46,13.901,-56.738
139.47,13.9,-56.734
139.48,13.9,-56.73
139.49,13.899,-56.725
139.5,13.898,-56.721
139.51,13.898,-56.717
139.52,13.897,-56.713
139.53,13.896,-56.708
139.54,13.896,-56.704
139.55,13.895,-56.7
139.56,13.894,-56.695
139.57,13.893,-56.691
139.58,13.893,-56.687
139.59,13.892,-56.682
139.6,13.891,-56.678
139.61,13.891,-56.674
139.61,13.89,-56.669
139.62,13.889,-56.665
139.63,13.888,-56.661
139.64,13.888,-56.656
139.65,13.887,-56.652
139.66,13.886,-56.648
139.67,13.886,-56.644
139.68,13.885,-56.639
139.69,13.884,-56.635
139.7,13.884,-56.631
139.71,13.883,-56.626
139.72,13.882,-56.622
139.73,13.881,-56.618
139.74,13.881,-56.613
139.75,13.88,-56.609
139.76,13.879,-56.605
139.77,13.879,-56.6
139.78,13.878,-56.596
139.79,13.877,-56.592
139.8,13.876,-56.587
139.81,13.876,-56.583
139.82,13.875,-56.579
139.83,13.874,-56.574
139.84,13.874,-56.57
139.85,13.873,-56.566
139.86,13.872,-56.562
139.87,13.872,-56.557
139.88,13.871,-56.553
139.89,13.87,-56.549
139.89,13.869,-56.544
139.9,13.869,-56.54
139.91,13.868,-56.536
139.92,13.867,-56.531
139.93,13.867,-56.527
139.94,13.866,-56.523
139.95,13.865,-56.518
139.96,13.864,-56.514
139.97,13.864,-56.51
139.98,13.863,-56.505
139.99,13.862,-56.501
140,13.862,-56.497
140.01,13.861,-56.492
140.02,13.86,-56.488
140.03,13.86,-56.484
140.04,13.859,-56.479
140.05,13.858,-56.475
140.06,13.857,-56.471
140.07,13.857,-56.466
140.08,13.856,-56.462
140.09,13.855,-56.458
140.1,13.855,-56.453
140.11,13.854,-56.449
140.12,13.853,-56.445
140.13,13.853,-56.44
140.14,13.852,-56.436
140.15,13.851,-56.432
140.16,13.85,-56.428
140.17,13.85,-56.423
140.18,13.849,-56.419
140.18,13.848,-56.415
140.19,13.848,-56.41
140.2,13.847,-56.406
140.21,13.846,-56.402
140.22,13.846,-56.397
140.23,13.845,-56.393
140.24,13.844,-56.389
140.25,13.843,-56.384
140.26,13.843,-56.38
140.27,13.842,-56.376
140.28,13.841,-56.371
140.29,13.841,-56.367
140.3,13.84,-56.363
140.31,13.839,-56.358
140.32,13.839,-56.354
140.33,13.838,-56.35
140.34,13.837,-56.345
140.35,13.836,-56.341
140.36,13.836,-56.337
140.37,13.835,-56.332
140.38,13.834,-56.328
140.39,13.834,-56.324
140.4,13.833,-56.319
140.41,13.832,-56.315
140.42,13.832,-56.311
140.43,13.831,-56.306
140.44,13.83,-56.302
140.45,13.829,-56.298
140.46,13.829,-56.293
140.47,13.828,-56.289
140.48,13.827,-56.285
140.49,13.827,-56.28
140.5,13.826,-56.276
140.5,13.825,-56.272
140.51,13.825,-56.267
140.52,13.824,-56.263
140.53,13.823,-56.259
140.54,13.823,-56.254
140.55,13.822,-56.25
140.56,13.821,-56.246
140.57,13.82,-56.241
140.58,13.82,-56.237
140.59,13.819,-56.233
140.6,13.818,-56.228
140.61,13.818,-56.224
140.62,13.817,-56.22
140.63,13.816,-56.215
140.64,13.816,-56.211
140.65,13.815,-56.207
140.66,13.814,-56.202
140.67,13.814,-56.198
140.68,13.813,-56.194
140.69,13.812,-56.189
140.7,13.811,-56.185
140.71,13.811,-56.181
140.72,13.81,-56.176
140.73,13.809,-56.172
140.74,13.809,-56.168
140.75,13.808,-56.163
140.76,13.807,-56.159
140.77,13.807,-56.155
140.78,13.806,-56.15
140.79,13.805,-56.146
140.8,13.804,-56.142
140.81,13.804,-56.137
140.82,13.803,-56.133
140.83,13.802,-56.129
140.84,13.802,-56.124
140.85,13.801,-56.12
140.85,13.8,-56.116
140.86,13.8,-56.111
140.87,13.799,-56.107
140.88,13.798,-56.103
140.89,13.798,-56.098
140.9,13.797,-56.094
140.91,13.796,-56.09
140.92,13.796,-56.085
140.93,13.795,-56.081
140.94,13.794,-56.077
140.95,13.793,-56.072
140.96,13.793,-56.068
140.97,13.792,-56.063
140.98,13.791,-56.059
140.99,13.791,-56.055
141,13.79,-56.05
141.01,13.789,-56.046
141.02,13.789,-56.042
141.03,13.788,-56.037
141.04,13.787,-56.033
141.05,13.787,-56.029
141.06,13.786,-56.024
141.07,13.785,-56.02
141.08,13.784,-56.016
141.09,13.784,-56.011
141.1,13.783,-56.007
141.11,13.782,-56.003
141.12,13.782,-55.998
141.13,13.781,-55.994
141.14,13.78,-55.99
141.15,13.78,-55.985
141.16,13.779,-55.981
141.17,13.778,-55.977
141.18,13.778,-55.972
141.19,13.777,-55.968
141.2,13.776,-55.964
141.21,13.776,-55.959
141.22,13.775,-55.955
141.22,13.774,-55.95
141.23,13.773,-55.946
141.24,13.773,-55.942
141.25,13.772,-55.937
141.26,13.771,-55.933
141.27,13.771,-55.929
141.28,13.77,-55.924
141.29,13.769,-55.92
141.3,13.769,-55.916
141.31,13.768,-55.911
141.32,13.767,-55.907
141.33,13.767,-55.903
141.34,13.766,-55.898
141.35,13.765,-55.894
141.36,13.765,-55.89
141.37,13.764,-55.885
141.38,13.763,-55.881
141.39,13.762,-55.877
141.4,13.762,-55.872
141.41,13.761,-55.868
141.42,13.76,-55.863
